,context_annotations,created_at,id,public_metrics,entities,text
82,,2020-12-12T17:01:07.000Z,1337804689920946176,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 6, 'quote_count': 0}","{'mentions': [{'start': 0, 'end': 5, 'username': 'sama'}]}","@sama - verification of AI - every AI will need a public ID and proof of ownership
- custom gut microbiomes"
83,"[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026378521', 'name': 'Google '}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10050907858', 'name': 'Google - AI', 'description': 'Google - AI'}}]",2020-12-11T22:38:08.000Z,1337527114321506307,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}","{'urls': [{'start': 150, 'end': 173, 'url': 'https://t.co/ZL33whq5k0', 'expanded_url': 'https://twitter.com/AnimaAnandkumar/status/1337500285275521024', 'display_url': 'twitter.com/AnimaAnandkuma…'}]}","Good thread to follow.  The issue is, different people define ""toxic environment"" differently.  Ability to take criticism at work varies quite a bit. https://t.co/ZL33whq5k0"
84,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1053014433838981121', 'name': 'Aaron Levie', 'description': 'Aaron Levie'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '783337372406517762', 'name': 'Online Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10032901311', 'name': 'Airbnb'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '839159814991167489', 'name': 'Travel', 'description': 'Travel'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847529762566230016', 'name': 'Business and finance', 'description': 'Business'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '857878777191211008', 'name': 'Leadership', 'description': 'Leadership'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '857879456773357569', 'name': 'Technology', 'description': 'Technology'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '864938653063159808', 'name': 'Hospitality', 'description': 'Hospitality'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '783337372406517762', 'name': 'Online Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10032901311', 'name': 'Airbnb'}}]",2020-12-11T22:00:35.000Z,1337517663648534528,"{'retweet_count': 1099, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'annotations': [{'start': 11, 'end': 16, 'probability': 0.9242, 'type': 'Organization', 'normalized_text': 'Airbnb'}], 'mentions': [{'start': 3, 'end': 9, 'username': 'levie'}]}",RT @levie: Airbnb to be valued at over $100B today. Here are 5 rejection emails they got when raising at a $1.5M valuation. Amazing: https:…
85,,2020-12-11T21:58:29.000Z,1337517135959044096,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}","{'annotations': [{'start': 5, 'end': 14, 'probability': 0.9569, 'type': 'Place', 'normalized_text': 'California'}]}",Will California respond to losing all this tax revenue with higher taxes to make up the gap?  That could be a death spiral.
86,,2020-12-11T21:36:31.000Z,1337511608889860099,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 4}","{'annotations': [{'start': 5, 'end': 10, 'probability': 0.5619, 'type': 'Organization', 'normalized_text': 'Oracle'}, {'start': 25, 'end': 34, 'probability': 0.5315, 'type': 'Place', 'normalized_text': 'Austin, TX'}], 'urls': [{'start': 38, 'end': 61, 'url': 'https://t.co/fEvCcNDvf8', 'expanded_url': 'https://news.ycombinator.com/item?id=25391186', 'display_url': 'news.ycombinator.com/item?id=253911…'}]}","Wow, Oracle is moving to Austin, TX.  https://t.co/fEvCcNDvf8"
87,"[{'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '1237833500474003461', 'name': 'Remote work'}}]",2020-12-11T20:39:13.000Z,1337497188197347330,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}","{'mentions': [{'start': 3, 'end': 16, 'username': 'ScottKirsner'}], 'urls': [{'start': 61, 'end': 84, 'url': 'https://t.co/YGZCyuNjKL', 'expanded_url': 'https://twitter.com/rabois/status/1337488704739401731', 'display_url': 'twitter.com/rabois/status/…'}]}",cc @ScottKirsner re: our discussion Wednesday on remote work https://t.co/YGZCyuNjKL
88,,2020-12-11T20:33:58.000Z,1337495863652921348,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'mentions': [{'start': 0, 'end': 13, 'username': 'natyourcolor'}]}",@natyourcolor Bad idea.  Will encourage people to stay even longer in the ICU.
89,"[{'domain': {'id': '88', 'name': 'Political Body', 'description': 'A section of a government, like The Supreme Court'}, 'entity': {'id': '867872043672326144', 'name': 'Supreme Court of the United States', 'description': 'Conversation about the Supreme Court and justices'}}]",2020-12-11T20:32:52.000Z,1337495590784135168,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","{'annotations': [{'start': 3, 'end': 17, 'probability': 0.9686, 'type': 'Person', 'normalized_text': 'Benedict Arnold'}], 'urls': [{'start': 20, 'end': 43, 'url': 'https://t.co/Ri2dRxf7ZA', 'expanded_url': 'https://twitter.com/realDonaldTrump/status/1337494507756072961', 'display_url': 'twitter.com/realDonaldTrum…'}]}",Ok Benedict Arnold. https://t.co/Ri2dRxf7ZA
90,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1054506276032405504', 'name': 'Dave Wasserman', 'description': 'Dave Wasserman'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '94', 'name': 'Journalist', 'description': ""A journalist like 'Anderson Cooper'""}, 'entity': {'id': '1054506276032405504', 'name': 'Dave Wasserman', 'description': 'Dave Wasserman'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '10040395078', 'name': 'Joe Biden', 'description': 'Former US Vice President Joe Biden'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '10040395078', 'name': 'Joe Biden', 'description': 'Former US Vice President Joe Biden'}}]",2020-12-11T20:25:00.000Z,1337493608610533382,"{'retweet_count': 3017, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'annotations': [{'start': 34, 'end': 37, 'probability': 0.905, 'type': 'Place', 'normalized_text': 'D.C.'}, {'start': 88, 'end': 92, 'probability': 0.9419, 'type': 'Person', 'normalized_text': 'Biden'}, {'start': 113, 'end': 117, 'probability': 0.9874, 'type': 'Person', 'normalized_text': 'Trump'}], 'mentions': [{'start': 3, 'end': 14, 'username': 'Redistrict'}]}","RT @Redistrict: All 50 states and D.C. have now certified their 2020 election results:

Biden 81,282,376 (51.3%)
Trump 74,222,576 (46.9%)…"
91,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}]",2020-12-11T20:21:29.000Z,1337492724895920134,"{'retweet_count': 3, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","{'annotations': [{'start': 136, 'end': 145, 'probability': 0.6258, 'type': 'Organization', 'normalized_text': 'Republican'}], 'mentions': [{'start': 8, 'end': 24, 'username': 'realDonaldTrump'}], 'urls': [{'start': 187, 'end': 210, 'url': 'https://t.co/aEscQXnpHA', 'expanded_url': 'https://apnews.com/article/election-2020-joe-biden-donald-trump-madison-wisconsin-7357f09bf97e346e7c8236706cf99b22', 'display_url': 'apnews.com/article/electi…'}]}","I think @realDonaldTrump is now 1-54.  At some point they should use this ""evidence"" they keep talking about in one of the cases.  Even Republican judges keep saying they don't have any.
https://t.co/aEscQXnpHA"
92,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '888193957263400964', 'name': 'Mitch McConnell', 'description': 'US Senator Mitch McConnell (KY)'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '888193957263400964', 'name': 'Mitch McConnell', 'description': 'US Senator Mitch McConnell (KY)'}}]",2020-12-11T19:50:00.000Z,1337484799188066306,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'mentions': [{'start': 21, 'end': 34, 'username': 'senatemajldr'}], 'urls': [{'start': 60, 'end': 83, 'url': 'https://t.co/ZsizXXbhkv', 'expanded_url': 'https://www.youtube.com/watch?v=vQArDMKdSVc', 'display_url': 'youtube.com/watch?v=vQArDM…'}]}",Can we just deepfake @senatemajldr 's face into this scene? https://t.co/ZsizXXbhkv
93,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '88', 'name': 'Political Body', 'description': 'A section of a government, like The Supreme Court'}, 'entity': {'id': '867872043672326144', 'name': 'Supreme Court of the United States', 'description': 'Conversation about the Supreme Court and justices'}}]",2020-12-11T19:41:56.000Z,1337482773041455115,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","{'annotations': [{'start': 64, 'end': 68, 'probability': 0.9298, 'type': 'Place', 'normalized_text': 'Texas'}, {'start': 76, 'end': 80, 'probability': 0.999, 'type': 'Person', 'normalized_text': 'Trump'}]}","Prediction:  within 48 hours of the supreme court rejecting the Texas case, Trump will tweet something musing that he may have to get the military involved."
94,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '88', 'name': 'Political Body', 'description': 'A section of a government, like The Supreme Court'}, 'entity': {'id': '961705302700654593', 'name': 'United States Congress', 'description': 'United States Congress'}}]",2020-12-11T19:27:20.000Z,1337479094934654997,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","{'annotations': [{'start': 47, 'end': 51, 'probability': 0.9977, 'type': 'Person', 'normalized_text': 'trump'}], 'mentions': [{'start': 0, 'end': 10, 'username': 'bengreene'}]}","@bengreene In their minds, if they stand up to trump and he supports a qanon republican against them in the primary, congress ends up worse off.  They hope he loses power out of office instead.  But I'm doubtful.  He's a master of power plays."
95,,2020-12-11T18:49:49.000Z,1337469655401828352,"{'retweet_count': 2295, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'annotations': [{'start': 63, 'end': 65, 'probability': 0.9098, 'type': 'Organization', 'normalized_text': 'GOP'}], 'mentions': [{'start': 3, 'end': 18, 'username': 'MilesTaylorUSA'}]}",RT @MilesTaylorUSA: The plot to overturn this election—and the GOP’s collusion—will go down as one of the most anti-democratic episodes in…
96,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '88', 'name': 'Political Body', 'description': 'A section of a government, like The Supreme Court'}, 'entity': {'id': '961705302700654593', 'name': 'United States Congress', 'description': 'United States Congress'}}]",2020-12-11T18:49:35.000Z,1337469595796561931,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}","{'annotations': [{'start': 71, 'end': 81, 'probability': 0.647, 'type': 'Organization', 'normalized_text': 'Republicans'}, {'start': 88, 'end': 92, 'probability': 0.9987, 'type': 'Person', 'normalized_text': 'Trump'}], 'urls': [{'start': 172, 'end': 195, 'url': 'https://t.co/U1WBkvmQhc', 'expanded_url': 'https://twitter.com/MilesTaylorUSA/status/1337424786457309184', 'display_url': 'twitter.com/MilesTaylorUSA…'}]}","I can confirm.  Had a 1:1 convo with a Congressman I know who said the Republicans hate Trump, but he has them by the balls.  His base is rabidly and unquestionably loyal. https://t.co/U1WBkvmQhc"
97,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]",2020-12-11T17:35:27.000Z,1337450939431718918,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'mentions': [{'start': 0, 'end': 13, 'username': 'HowardKaplan'}], 'urls': [{'start': 154, 'end': 177, 'url': 'https://t.co/hTeVFhuGb8', 'expanded_url': 'http://www.anniemayscookieclub.com', 'display_url': 'anniemayscookieclub.com'}]}",@HowardKaplan Well we actually shut down the physical location and went all virtual.  Will consider re-opening physical post covid.  Now the main site is https://t.co/hTeVFhuGb8
98,,2020-12-10T21:58:17.000Z,1337154695505317889,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 2, 'quote_count': 0}","{'annotations': [{'start': 45, 'end': 54, 'probability': 0.6352, 'type': 'Organization', 'normalized_text': 'Republican'}], 'urls': [{'start': 252, 'end': 275, 'url': 'https://t.co/ERHYqqkMYM', 'expanded_url': 'https://www.mediamatters.org/rush-limbaugh/rush-limbaugh-there-cannot-be-peaceful-coexistence-between-liberals-and-conservatives', 'display_url': 'mediamatters.org/rush-limbaugh/…'}]}","I would believe this IF there was any senior Republican media host or politician who has preached compromise and unity but failed.  No one has tried.  The leaders stoke division.  To Rush, even a moderate Dem is a ""wacko left-wing communist radical"".  https://t.co/ERHYqqkMYM"
99,,2020-12-10T21:45:37.000Z,1337151511105777667,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","{'annotations': [{'start': 15, 'end': 20, 'probability': 0.4659, 'type': 'Other', 'normalized_text': 'Brexit'}, {'start': 159, 'end': 160, 'probability': 0.4581, 'type': 'Organization', 'normalized_text': 'EU'}, {'start': 167, 'end': 168, 'probability': 0.9542, 'type': 'Place', 'normalized_text': 'UK'}, {'start': 201, 'end': 206, 'probability': 0.4447, 'type': 'Other', 'normalized_text': 'Brexit'}], 'urls': [{'start': 225, 'end': 248, 'url': 'https://t.co/rCgTkZZWQh', 'expanded_url': 'https://marginalrevolution.com/marginalrevolution/2020/12/why-i-changed-my-mind-about-brexit.html', 'display_url': 'marginalrevolution.com/marginalrevolu…'}]}","I've been long Brexit the whole time.  I don't think it was about racism and immigration.  It was about economic sovereignty.  If you study the history of the EU, the UK was never all in on the idea.  Brexit was inevitable.  https://t.co/rCgTkZZWQh"
100,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '909952066562297856', 'name': 'Maura Healey', 'description': 'Massachusetts Attorney General Maura Healey'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '909952066562297856', 'name': 'Maura Healey', 'description': 'Massachusetts Attorney General Maura Healey'}}]",2020-12-10T19:57:40.000Z,1337124343927558145,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}","{'annotations': [{'start': 72, 'end': 75, 'probability': 0.9535, 'type': 'Place', 'normalized_text': 'Ohio'}, {'start': 78, 'end': 84, 'probability': 0.8647, 'type': 'Place', 'normalized_text': 'Florida'}, {'start': 91, 'end': 95, 'probability': 0.9448, 'type': 'Place', 'normalized_text': 'Texas'}], 'mentions': [{'start': 25, 'end': 33, 'username': 'MassAGO'}]}","Would be pretty funny if @MassAGO filed a lawsuit seeking to invalidate Ohio, Florida, and Texas results as a countersuit."
101,,2020-12-10T14:17:34.000Z,1337038751965581314,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","{'urls': [{'start': 41, 'end': 64, 'url': 'https://t.co/wPw20H0ba1', 'expanded_url': 'https://twitter.com/rabois/status/1336695286052241410', 'display_url': 'twitter.com/rabois/status/…'}]}",Love the contrarian position of anti-MVP https://t.co/wPw20H0ba1
102,,2020-12-10T13:26:08.000Z,1337025810084007938,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ZHo8kvKYdy', 'expanded_url': 'https://www.forbes.com/sites/andrewsolender/2020/12/09/penn-gop-leader-says-her-house-would-be-bombed-if-she-defied-trumps-fraud-claims/', 'display_url': 'forbes.com/sites/andrewso…'}]}",https://t.co/ZHo8kvKYdy
103,,2020-12-09T21:16:05.000Z,1336781690950316034,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","{'urls': [{'start': 94, 'end': 117, 'url': 'https://t.co/NrM6X6xqQG', 'expanded_url': 'https://www.cnn.com/2020/12/09/tech/facebook-antitrust-lawsuit-ftc-attorney-generals/index.html', 'display_url': 'cnn.com/2020/12/09/tec…'}]}","So when thinking about what constitutes a monopoly, is ""data market share"" the new standard?  https://t.co/NrM6X6xqQG"
104,"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847529762566230016', 'name': 'Business and finance', 'description': 'Business'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '847888632711061504', 'name': 'Personal finance', 'description': 'Personal finance'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '847894353708068864', 'name': 'Investing', 'description': 'Investing'}}]",2020-12-09T20:47:06.000Z,1336774396908859393,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}","{'urls': [{'start': 68, 'end': 91, 'url': 'https://t.co/X0nlCOX6fw', 'expanded_url': 'https://twitter.com/Kazanjy/status/1336770242840686593', 'display_url': 'twitter.com/Kazanjy/status…'}]}",Take credit for the recommendation that the team take the acquihire https://t.co/X0nlCOX6fw
105,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]",2020-12-09T14:33:00.000Z,1336680251615817729,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'annotations': [{'start': 25, 'end': 27, 'probability': 0.6598, 'type': 'Organization', 'normalized_text': 'IFR'}], 'mentions': [{'start': 3, 'end': 13, 'username': 'tlbtlbtlb'}]}","RT @tlbtlbtlb: Deaths vs IFR for pandemics
Max deaths happen at a fatality rate just below where society can summon the willpower to stop i…"
106,,2020-12-09T14:32:42.000Z,1336680175791116288,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'urls': [{'start': 115, 'end': 138, 'url': 'https://t.co/VpesvQMERo', 'expanded_url': 'https://twitter.com/roydanroy/status/1336454976445550592', 'display_url': 'twitter.com/roydanroy/stat…'}], 'mentions': [{'start': 3, 'end': 14, 'username': 'bgalbraith'}], 'hashtags': [{'start': 102, 'end': 114, 'tag': 'NeurIPS2020'}]}",RT @bgalbraith: Last year it was hard to get into the poster session. This year it’s hard to get out. #NeurIPS2020 https://t.co/VpesvQMERo…
107,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]",2020-12-09T13:51:24.000Z,1336669779936030723,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'urls': [{'start': 30, 'end': 53, 'url': 'https://t.co/EYRgoCIOBe', 'expanded_url': 'https://www.nytimes.com/2020/12/08/business/virus-tums-pepcid-hard-to-find.html', 'display_url': 'nytimes.com/2020/12/08/bus…'}]}",The pandemic antacid shortage https://t.co/EYRgoCIOBe
108,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '867884272450904064', 'name': 'Samuel Alito', 'description': 'Samuel Alito'}}, {'domain': {'id': '88', 'name': 'Political Body', 'description': 'A section of a government, like The Supreme Court'}, 'entity': {'id': '867872043672326144', 'name': 'Supreme Court of the United States', 'description': 'Conversation about the Supreme Court and justices'}}]",2020-12-08T22:09:13.000Z,1336432670419668994,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 7, 'quote_count': 0}","{'urls': [{'start': 110, 'end': 133, 'url': 'https://t.co/TiWG2Y6W1Y', 'expanded_url': 'https://twitter.com/evanmcmurry/status/1336431931613999105', 'display_url': 'twitter.com/evanmcmurry/st…'}], 'annotations': [{'start': 103, 'end': 107, 'probability': 0.9972, 'type': 'Person', 'normalized_text': 'Trump'}]}","Victory for the Founding Fathers, who setup a government to protect us from self-centered tyrants like Trump. https://t.co/TiWG2Y6W1Y"
109,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '999032572981133312', 'name': 'Stacey Abrams', 'description': 'Candidate for Governor of Georgia, Stacey Abrams'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '999041789460860928', 'name': 'Brian Kemp', 'description': 'Candidate for Governor of Georgia, Brian Kemp'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1037026285732548608', 'name': 'Doug Ducey', 'description': 'Governor of Arizona, Doug Ducey'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '999032572981133312', 'name': 'Stacey Abrams', 'description': 'Candidate for Governor of Georgia, Stacey Abrams'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '999041789460860928', 'name': 'Brian Kemp', 'description': 'Candidate for Governor of Georgia, Brian Kemp'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '1037026285732548608', 'name': 'Doug Ducey', 'description': 'Governor of Arizona, Doug Ducey'}}, {'domain': {'id': '88', 'name': 'Political Body', 'description': 'A section of a government, like The Supreme Court'}, 'entity': {'id': '867872043672326144', 'name': 'Supreme Court of the United States', 'description': 'Conversation about the Supreme Court and justices'}}]",2020-12-08T22:08:38.000Z,1336432524327849984,"{'retweet_count': 4339, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'annotations': [{'start': 33, 'end': 45, 'probability': 0.9991, 'type': 'Person', 'normalized_text': 'Stacey Abrams'}, {'start': 84, 'end': 89, 'probability': 0.7429, 'type': 'Organization', 'normalized_text': 'SCOTUS'}, {'start': 92, 'end': 101, 'probability': 0.9981, 'type': 'Person', 'normalized_text': 'Brian Kemp'}, {'start': 104, 'end': 113, 'probability': 0.9837, 'type': 'Person', 'normalized_text': 'Doug Ducey'}], 'mentions': [{'start': 3, 'end': 17, 'username': 'evansiegfried'}]}","RT @evansiegfried: Can’t believe Stacey Abrams was able to get all nine justices of SCOTUS, Brian Kemp, Doug Ducey and so many more ideolog…"
110,,2020-12-08T21:58:49.000Z,1336430053417213958,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","{'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/I0yekV4WUH', 'expanded_url': 'https://www.cnn.com/2020/12/08/politics/chris-krebs-lawsuit/index.html', 'display_url': 'cnn.com/2020/12/08/pol…'}]}",https://t.co/I0yekV4WUH
111,,2020-12-08T21:55:47.000Z,1336429290200686593,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/lw2DjtJs0J', 'expanded_url': 'https://www.cnbc.com/2020/12/08/supreme-court-rejects-trump-allys-push-to-overturn-biden-win-in-pennsylvania.html', 'display_url': 'cnbc.com/2020/12/08/sup…'}]}",https://t.co/lw2DjtJs0J
112,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]",2020-12-08T18:48:10.000Z,1336382075528753154,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'urls': [{'start': 62, 'end': 85, 'url': 'https://t.co/crhoz1ksv7', 'expanded_url': 'https://www.youtube.com/watch?v=-92HQA0GcI8&feature=emb_logo', 'display_url': 'youtube.com/watch?v=-92HQA…'}], 'mentions': [{'start': 3, 'end': 14, 'username': 'ajorgensen'}]}",RT @ajorgensen: really educational video on the covid vaccine https://t.co/crhoz1ksv7
