,public_metrics,created_at,id,text,entities,context_annotations
0,"{'retweet_count': 5, 'reply_count': 6, 'like_count': 265, 'quote_count': 1}",2020-12-31T04:53:29.000Z,1344506944187371522,@WallStPlayboys Truth.,"{'mentions': [{'start': 0, 'end': 15, 'username': 'WallStPlayboys'}]}",
1,"{'retweet_count': 10, 'reply_count': 11, 'like_count': 134, 'quote_count': 0}",2020-12-31T04:24:18.000Z,1344499599784857602,"@ToKTeacher The implications of Popperian / Deutsch philosophy - optimism, uncertainty, and unbounded growth - are unacceptable to the chattering classes.","{'mentions': [{'start': 0, 'end': 11, 'username': 'ToKTeacher'}]}",
2,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 57, 'quote_count': 0}",2020-12-31T03:32:33.000Z,1344486574772289536,@GIO5678901 Perhaps you didn’t actually read all six words in the original tweet.,"{'mentions': [{'start': 0, 'end': 11, 'username': 'GIO5678901'}]}",
3,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 118, 'quote_count': 0}",2020-12-31T03:20:44.000Z,1344483601593765888,@SvenSchnieders 🎯,"{'mentions': [{'start': 0, 'end': 15, 'username': 'SvenSchnieders'}]}",
4,"{'retweet_count': 466, 'reply_count': 242, 'like_count': 5898, 'quote_count': 69}",2020-12-30T22:14:34.000Z,1344406553617580033,It’s only a matter of time until the narrative-industrial complex comes after crypto.,,
5,"{'retweet_count': 51, 'reply_count': 23, 'like_count': 898, 'quote_count': 3}",2020-12-30T20:18:52.000Z,1344377435056349184,You can’t move a trust-network any more than you can transplant a forest.,,
6,"{'retweet_count': 381, 'reply_count': 89, 'like_count': 4249, 'quote_count': 29}",2020-12-30T20:17:27.000Z,1344377078662144001,"The tech industry goes where the entrepreneurs go, not the investors.

Today, that’s the SF Bay Area. 

Tomorrow, the Internet.","{'annotations': [{'start': 89, 'end': 99, 'probability': 0.3903, 'type': 'Place', 'normalized_text': 'SF Bay Area'}]}","[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847529762566230016', 'name': 'Business and finance', 'description': 'Business'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '857878402157629440', 'name': 'Investors and patents', 'description': 'Investors and patents'}}]"
7,"{'retweet_count': 356, 'reply_count': 58, 'like_count': 2655, 'quote_count': 13}",2020-12-30T20:07:05.000Z,1344374468659933184,"A mob doesn’t change its mind, but a market does it all the time. https://t.co/HVpILCuI8a","{'urls': [{'start': 66, 'end': 89, 'url': 'https://t.co/HVpILCuI8a', 'expanded_url': 'https://twitter.com/naval/status/1289188707342249986', 'display_url': 'twitter.com/naval/status/1…'}]}",
8,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 39, 'quote_count': 1}",2020-12-30T20:01:08.000Z,1344372972388110336,@LearnEarnT_chMe 👌,"{'mentions': [{'start': 0, 'end': 16, 'username': 'LearnEarnT_chMe'}]}",
9,"{'retweet_count': 1, 'reply_count': 3, 'like_count': 51, 'quote_count': 0}",2020-12-30T19:56:41.000Z,1344371852190179330,@1Alewine I work for the market.,"{'mentions': [{'start': 0, 'end': 9, 'username': '1Alewine'}]}",
10,"{'retweet_count': 14, 'reply_count': 11, 'like_count': 368, 'quote_count': 3}",2020-12-30T19:56:24.000Z,1344371779091931136,@ClobberChop Only a child gets his wisdom from Star Wars.,"{'annotations': [{'start': 47, 'end': 55, 'probability': 0.6877, 'type': 'Other', 'normalized_text': 'Star Wars'}], 'mentions': [{'start': 0, 'end': 12, 'username': 'ClobberChop'}]}","[{'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '986247671663898625', 'name': 'Star Wars', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable.\t\t\t'}}]"
11,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 6, 'quote_count': 0}",2020-12-30T19:49:15.000Z,1344369982663102464,@quantalcontent @PersuasionKing @AngelList @joinrepublic @IgniteSimpact @CAIStartups 😂,"{'mentions': [{'start': 0, 'end': 15, 'username': 'quantalcontent'}, {'start': 16, 'end': 31, 'username': 'PersuasionKing'}, {'start': 32, 'end': 42, 'username': 'AngelList'}, {'start': 43, 'end': 56, 'username': 'joinrepublic'}, {'start': 57, 'end': 71, 'username': 'IgniteSimpact'}, {'start': 72, 'end': 84, 'username': 'CAIStartups'}]}",
12,"{'retweet_count': 9, 'reply_count': 7, 'like_count': 85, 'quote_count': 0}",2020-12-30T19:48:53.000Z,1344369890346426368,"@SamJoyc48975115 @PersuasionKing The Beginning of Infinity. 

Read it over and over again.

Listen to @ToKTeacher podcasts.","{'annotations': [{'start': 33, 'end': 57, 'probability': 0.3667, 'type': 'Other', 'normalized_text': 'The Beginning of Infinity'}], 'mentions': [{'start': 0, 'end': 16, 'username': 'SamJoyc48975115'}, {'start': 17, 'end': 32, 'username': 'PersuasionKing'}, {'start': 102, 'end': 113, 'username': 'ToKTeacher'}]}",
13,"{'retweet_count': 281, 'reply_count': 65, 'like_count': 2734, 'quote_count': 18}",2020-12-30T19:47:38.000Z,1344369574750220288,"The market is the real boss.

Work directly for it. https://t.co/hrqk0jfOXc","{'urls': [{'start': 52, 'end': 75, 'url': 'https://t.co/hrqk0jfOXc', 'expanded_url': 'https://twitter.com/wealth_theory/status/1344368404430540804', 'display_url': 'twitter.com/wealth_theory/…'}]}",
14,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 86, 'quote_count': 0}",2020-12-30T19:42:10.000Z,1344368197839978502,"@lukecannon727 Yes, but they don’t “sell” it.","{'mentions': [{'start': 0, 'end': 14, 'username': 'lukecannon727'}]}",
15,"{'retweet_count': 1725, 'reply_count': 336, 'like_count': 14797, 'quote_count': 220}",2020-12-30T19:39:01.000Z,1344367407037517826,Good investors don’t sell investment advice.,,"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847529762566230016', 'name': 'Business and finance', 'description': 'Business'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '857878402157629440', 'name': 'Investors and patents', 'description': 'Investors and patents'}}]"
16,"{'retweet_count': 0, 'reply_count': 4, 'like_count': 20, 'quote_count': 0}",2020-12-30T19:38:01.000Z,1344367154674634752,@Ronenain @naval_spanish Not sure about that profile pic...,"{'mentions': [{'start': 0, 'end': 9, 'username': 'Ronenain'}, {'start': 10, 'end': 24, 'username': 'naval_spanish'}]}",
17,"{'retweet_count': 2, 'reply_count': 11, 'like_count': 331, 'quote_count': 1}",2020-12-30T19:34:43.000Z,1344366325670445056,@PersuasionKing A+ clickbait. 👌,"{'mentions': [{'start': 0, 'end': 15, 'username': 'PersuasionKing'}]}",
18,"{'retweet_count': 3069, 'reply_count': 671, 'like_count': 24683, 'quote_count': 462}",2020-12-29T02:28:50.000Z,1343745766016204800,Your family is broken but you’re going to fix the world.,,
19,"{'retweet_count': 13, 'reply_count': 6, 'like_count': 120, 'quote_count': 0}",2020-12-28T22:00:24.000Z,1343678212648255488,"@dphutch Then we agree that each individual decides who gets to curate their information. That’s choosing editors &amp; everyone is free to do that. 

The mischief starts when I forcibly start curating your information without your consent. That’s censorship and attempted thought control.","{'mentions': [{'start': 0, 'end': 8, 'username': 'dphutch'}]}",
20,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 50, 'quote_count': 0}",2020-12-28T21:39:48.000Z,1343673026970193921,@dphutch Who decides these ratings or inclinations? May I do it on your behalf?,"{'mentions': [{'start': 0, 'end': 8, 'username': 'dphutch'}]}",
21,"{'retweet_count': 11, 'reply_count': 10, 'like_count': 194, 'quote_count': 1}",2020-12-28T21:34:41.000Z,1343671740665266176,@dphutch No one is objective.,"{'mentions': [{'start': 0, 'end': 8, 'username': 'dphutch'}]}",
22,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 15, 'quote_count': 0}",2020-12-28T21:27:43.000Z,1343669985256738817,"@Dallasskipper @peeyush I block for outrage or verbal abuse, not for disagreement.","{'mentions': [{'start': 0, 'end': 14, 'username': 'Dallasskipper'}, {'start': 15, 'end': 23, 'username': 'peeyush'}]}",
23,"{'retweet_count': 2131, 'reply_count': 395, 'like_count': 11084, 'quote_count': 165}",2020-12-28T20:59:32.000Z,1343662893900820480,"To censor “misinformation,” first we need to determine what’s true.

Since we can’t agree, it’s then left to “experts” and “scientists.”

“Experts” are credentialed by Universities.

Censoring misinformation is really just a call to put Universities in charge of free speech.",,
24,"{'retweet_count': 22, 'reply_count': 0, 'like_count': 199, 'quote_count': 4}",2020-12-28T01:59:16.000Z,1343375934473138177,"@normonics @gooddadmike Yes, it has to feel like play to you (passion) *but* look like work to others (practical). Take on accountability (take risk, get credit) and apply leverage (code, products, media, capital, labor, in that order).","{'mentions': [{'start': 0, 'end': 10, 'username': 'normonics'}, {'start': 11, 'end': 23, 'username': 'gooddadmike'}]}",
25,"{'retweet_count': 1384, 'reply_count': 410, 'like_count': 14322, 'quote_count': 217}",2020-12-27T03:44:10.000Z,1343039946983018497,It’s not so much Bitcoin going up as dollar going down.,"{'annotations': [{'start': 17, 'end': 23, 'probability': 0.4795, 'type': 'Organization', 'normalized_text': 'Bitcoin'}]}","[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596148793345', 'name': 'Business & finance'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596794716162', 'name': 'Financial services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1007360414114435072', 'name': 'Bitcoin cryptocurrency', 'description': 'Bitcoin Cryptocurrency'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847529762566230016', 'name': 'Business and finance', 'description': 'Business'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '847888632711061504', 'name': 'Personal finance', 'description': 'Personal finance'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '913142676819648512', 'name': 'Cryptocurrencies', 'description': 'Cryptocurrency'}}]"
26,"{'retweet_count': 1333, 'reply_count': 186, 'like_count': 10503, 'quote_count': 47}",2020-12-25T20:32:15.000Z,1342568863070789632,The image of perfection is what keeps you from seeing it.,,
27,"{'retweet_count': 1084, 'reply_count': 209, 'like_count': 12246, 'quote_count': 68}",2020-12-25T19:29:48.000Z,1342553148527759365,"Universal, unconditional love is impossibly rare, but unforgettable.

Merry Christmas.","{'annotations': [{'start': 76, 'end': 84, 'probability': 0.6967, 'type': 'Other', 'normalized_text': 'Christmas'}]}","[{'domain': {'id': '119', 'name': 'Holiday', 'description': 'Holidays like Christmas or Halloween'}, 'entity': {'id': '1250078501849280512', 'name': 'Christmas', 'description': 'This entity includes all conversations for Christmas for all years.'}}]"
28,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 8, 'quote_count': 0}",2020-12-25T10:36:26.000Z,1342418920142082048,@_felixnz @EricJorgenson @ScottAdamsSays @JaremkoAndrew Thank you.,"{'mentions': [{'start': 0, 'end': 9, 'username': '_felixnz'}, {'start': 10, 'end': 24, 'username': 'EricJorgenson'}, {'start': 25, 'end': 40, 'username': 'ScottAdamsSays'}, {'start': 41, 'end': 55, 'username': 'JaremkoAndrew'}]}",
29,"{'retweet_count': 12, 'reply_count': 2, 'like_count': 112, 'quote_count': 0}",2020-12-25T00:25:35.000Z,1342265195066916864,@LifeMathMoney https://t.co/3UtXBgYtJ5,"{'mentions': [{'start': 0, 'end': 14, 'username': 'LifeMathMoney'}], 'urls': [{'start': 15, 'end': 38, 'url': 'https://t.co/3UtXBgYtJ5', 'expanded_url': 'https://podcastnotes.org/kapil-guptas-solo-podcast/kapil-18/', 'display_url': 'podcastnotes.org/kapil-guptas-s…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1342265204592111616/XRDMxu0l?format=jpg&name=orig', 'width': 939, 'height': 354}, {'url': 'https://pbs.twimg.com/news_img/1342265204592111616/XRDMxu0l?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'On The Creation of Pure Art - A Solo Podcast With Kapil Gupta • Podcast Notes', 'description': 'Kapil discusses where true art originates from.', 'unwound_url': 'https://podcastnotes.org/kapil-guptas-solo-podcast/kapil-18/'}]}",
30,"{'retweet_count': 394, 'reply_count': 126, 'like_count': 5153, 'quote_count': 45}",2020-12-25T00:15:03.000Z,1342262544510013440,You can’t A/B test your way to product-market fit.,,
31,"{'retweet_count': 1746, 'reply_count': 221, 'like_count': 13951, 'quote_count': 90}",2020-12-24T22:13:23.000Z,1342231926447329281,"Using creativity to solve problems cannot be taught, and it’s ultimately what free markets pay for.",,
32,"{'retweet_count': 3026, 'reply_count': 310, 'like_count': 19374, 'quote_count': 141}",2020-12-24T11:40:23.000Z,1342072628048134144,Success is the inevitable byproduct of learning (not education).,,
33,"{'retweet_count': 488, 'reply_count': 163, 'like_count': 5869, 'quote_count': 71}",2020-12-20T23:34:31.000Z,1340802792093409280,Never write prose when you can write poetry.,,
34,"{'retweet_count': 394, 'reply_count': 81, 'like_count': 3197, 'quote_count': 116}",2020-12-19T07:45:56.000Z,1340201686539751427,"@nivi Same as you always did - move to the frontier. The frontier is the place where the risk takers have arrived, but the masses and the bureaucrats have not. Today, that’s probably DeFi.","{'mentions': [{'start': 0, 'end': 5, 'username': 'nivi'}]}",
35,"{'retweet_count': 66, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2020-12-19T02:28:57.000Z,1340121913318764544,"RT @AcquisitionWork: I got the #bitcoin epiphany &amp; tripped on a gaping rabbit hole on July 20, 2017 all thanks to @TimFerrissShow @naval @N…","{'hashtags': [{'start': 31, 'end': 39, 'tag': 'bitcoin'}], 'mentions': [{'start': 3, 'end': 19, 'username': 'AcquisitionWork'}, {'start': 118, 'end': 133, 'username': 'TimFerrissShow'}, {'start': 134, 'end': 140, 'username': 'naval'}]}","[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596148793345', 'name': 'Business & finance'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596794716162', 'name': 'Financial services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1007360414114435072', 'name': 'Bitcoin cryptocurrency', 'description': 'Bitcoin Cryptocurrency'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847529762566230016', 'name': 'Business and finance', 'description': 'Business'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '847888632711061504', 'name': 'Personal finance', 'description': 'Personal finance'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '913142676819648512', 'name': 'Cryptocurrencies', 'description': 'Cryptocurrency'}}]"
36,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 16, 'quote_count': 0}",2020-12-17T18:13:23.000Z,1339634813288947713,@underroottwo @Almog_Elmaliah @IamNishantSh 🤖,"{'mentions': [{'start': 0, 'end': 13, 'username': 'underroottwo'}, {'start': 14, 'end': 29, 'username': 'Almog_Elmaliah'}, {'start': 30, 'end': 43, 'username': 'IamNishantSh'}]}",
37,"{'retweet_count': 2, 'reply_count': 4, 'like_count': 201, 'quote_count': 0}",2020-12-17T09:20:55.000Z,1339500815199870977,@IamNishantSh Blocked for spam.,"{'mentions': [{'start': 0, 'end': 13, 'username': 'IamNishantSh'}]}",
38,"{'retweet_count': 0, 'reply_count': 9, 'like_count': 179, 'quote_count': 2}",2020-12-17T08:36:11.000Z,1339489555238375424,@Abhi_finance Blocked for “follower building” spam.,"{'mentions': [{'start': 0, 'end': 13, 'username': 'Abhi_finance'}]}",
39,"{'retweet_count': 2677, 'reply_count': 510, 'like_count': 24013, 'quote_count': 282}",2020-12-17T08:26:25.000Z,1339487097158131713,"Either have children or become a saint, because eventually, you have to find something you love more than you love yourself.",,
40,"{'retweet_count': 555, 'reply_count': 88, 'like_count': 4631, 'quote_count': 49}",2020-12-16T05:36:58.000Z,1339082065455661056,"""It's harder to be that smart in the liberal arts, partly because many liberal arts professors are so leftist.

It's hard to be pretty smart if you're a crazy leftist. You're going to have the world a lot wrong.""

- Charlie Munger 

https://t.co/zEla3ZvLNk","{'annotations': [{'start': 216, 'end': 229, 'probability': 0.9857, 'type': 'Person', 'normalized_text': 'Charlie Munger'}], 'urls': [{'start': 233, 'end': 256, 'url': 'https://t.co/zEla3ZvLNk', 'expanded_url': 'https://youtu.be/VgRdlV4LUIA', 'display_url': 'youtu.be/VgRdlV4LUIA', 'images': [{'url': 'https://pbs.twimg.com/news_img/1342131782498467842/TyOaqPsp?format=jpg&name=orig', 'width': 480, 'height': 360}, {'url': 'https://pbs.twimg.com/news_img/1342131782498467842/TyOaqPsp?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Charlie Munger', 'description': 'Latest Webinar of Charlie Munger dated 14 Dec 2020: Listen to his views on Pandemic and money printing', 'unwound_url': 'https://www.youtube.com/watch?v=VgRdlV4LUIA&feature=youtu.be'}]}",
41,"{'retweet_count': 123, 'reply_count': 0, 'like_count': 1051, 'quote_count': 12}",2020-12-15T06:25:12.000Z,1338731819345141762,"@eladgil The basis of science is doubt, not belief.","{'mentions': [{'start': 0, 'end': 8, 'username': 'eladgil'}]}",
42,"{'retweet_count': 3, 'reply_count': 1, 'like_count': 29, 'quote_count': 0}",2020-12-14T07:21:05.000Z,1338383494284656640,"@SunilMalhotra That’s even better, thanks!","{'mentions': [{'start': 0, 'end': 14, 'username': 'SunilMalhotra'}]}",
43,"{'retweet_count': 238, 'reply_count': 43, 'like_count': 1732, 'quote_count': 23}",2020-12-13T23:10:52.000Z,1338260125912498176,"@WallStPlayboys COVID accelerated monetary debasement, crypto, ethno-marxism, technology adoption, the rise of China, the collapse of the middle class, and the sovereign individual by 5-10 years.","{'annotations': [{'start': 111, 'end': 115, 'probability': 0.9869, 'type': 'Place', 'normalized_text': 'China'}], 'mentions': [{'start': 0, 'end': 15, 'username': 'WallStPlayboys'}]}","[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]"
44,"{'retweet_count': 761, 'reply_count': 189, 'like_count': 8910, 'quote_count': 96}",2020-12-12T22:10:16.000Z,1337882487179988992,The opposite of “Intellectual Yet Idiot” is “street smart.”,,
45,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 11, 'quote_count': 0}",2020-12-12T20:30:04.000Z,1337857272018395136,@JSargent88 @ShaneAParrish Originally from @TheHappyBody,"{'mentions': [{'start': 0, 'end': 11, 'username': 'JSargent88'}, {'start': 12, 'end': 26, 'username': 'ShaneAParrish'}, {'start': 43, 'end': 56, 'username': 'TheHappyBody'}]}",
46,"{'retweet_count': 252, 'reply_count': 85, 'like_count': 4163, 'quote_count': 44}",2020-12-12T06:16:54.000Z,1337642565739278337,Every overcapitalized startup eventually becomes an incubator.,,"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847529762566230016', 'name': 'Business and finance', 'description': 'Business'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '849075881653846016', 'name': 'Startups', 'description': 'Startups'}}]"
47,"{'retweet_count': 2014, 'reply_count': 387, 'like_count': 19123, 'quote_count': 365}",2020-12-12T06:13:15.000Z,1337641645680992256,"The less scheduled you are, the more creative you’re going to be.",,
48,"{'retweet_count': 812, 'reply_count': 203, 'like_count': 8211, 'quote_count': 88}",2020-12-12T05:28:18.000Z,1337630335232745476,"Get what you want. 

Don’t want what you can’t.",,
49,"{'retweet_count': 865, 'reply_count': 2538, 'like_count': 10857, 'quote_count': 821}",2020-12-10T21:16:47.000Z,1337144251403014144,"What feels like play to you, but looks like work to others?",,
50,"{'retweet_count': 1734, 'reply_count': 274, 'like_count': 13003, 'quote_count': 183}",2020-12-10T21:02:28.000Z,1337140648609083393,"Learning is cheap, education is expensive.",,
51,"{'retweet_count': 9, 'reply_count': 4, 'like_count': 185, 'quote_count': 0}",2020-12-10T06:07:36.000Z,1336915448562999301,"@McCreadieWill via the late, great, Douglas Adams:

https://t.co/aPLkYVQ5Ma","{'annotations': [{'start': 36, 'end': 48, 'probability': 0.9951, 'type': 'Person', 'normalized_text': 'Douglas Adams'}], 'mentions': [{'start': 0, 'end': 14, 'username': 'McCreadieWill'}], 'urls': [{'start': 52, 'end': 75, 'url': 'https://t.co/aPLkYVQ5Ma', 'expanded_url': 'https://www.goodreads.com/quotes/39828-i-ve-come-up-with-a-set-of-rules-that-describe', 'display_url': 'goodreads.com/quotes/39828-i…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1344592724742164480/LRydsrok?format=jpg&name=orig', 'width': 289, 'height': 475}, {'url': 'https://pbs.twimg.com/news_img/1344592724742164480/LRydsrok?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'A quote from The Salmon of Doubt', 'description': ""I've come up with a set of rules that describe our reactions to technologies:1. Anything that is in the world when you’re born is normal and ordinary an..."", 'unwound_url': 'https://www.goodreads.com/quotes/39828-i-ve-come-up-with-a-set-of-rules-that-describe'}]}",
52,"{'retweet_count': 262, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2020-12-10T05:16:29.000Z,1336902584603271170,"RT @ayushtweetshere: Just 25 days left in the year.
Good time to reflect on the big questions in life -- how we define success, happiness,…","{'mentions': [{'start': 3, 'end': 19, 'username': 'ayushtweetshere'}]}",
53,"{'retweet_count': 740, 'reply_count': 198, 'like_count': 10268, 'quote_count': 82}",2020-12-10T05:09:36.000Z,1336900853081391104,"To the generation born after Bitcoin, it’s as old as gold.",,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596148793345', 'name': 'Business & finance'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596794716162', 'name': 'Financial services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1007360414114435072', 'name': 'Bitcoin cryptocurrency', 'description': 'Bitcoin Cryptocurrency'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847529762566230016', 'name': 'Business and finance', 'description': 'Business'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '847888632711061504', 'name': 'Personal finance', 'description': 'Personal finance'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '913142676819648512', 'name': 'Cryptocurrencies', 'description': 'Cryptocurrency'}}]"
54,"{'retweet_count': 1, 'reply_count': 2, 'like_count': 5, 'quote_count': 0}",2020-12-09T06:08:04.000Z,1336553177781477378,"@tobiasreber @pablomuralo Yes, I was quoting @nivi, who was quoting Heinlein","{'annotations': [{'start': 68, 'end': 75, 'probability': 0.6331, 'type': 'Person', 'normalized_text': 'Heinlein'}], 'mentions': [{'start': 0, 'end': 12, 'username': 'tobiasreber'}, {'start': 13, 'end': 25, 'username': 'pablomuralo'}, {'start': 45, 'end': 50, 'username': 'nivi'}]}",
55,"{'retweet_count': 0, 'reply_count': 4, 'like_count': 13, 'quote_count': 0}",2020-12-09T05:59:55.000Z,1336551127999909889,@RichardWPickett @jongovi @jzipdamonsta https://t.co/XKivN69GcZ,"{'mentions': [{'start': 0, 'end': 16, 'username': 'RichardWPickett'}, {'start': 17, 'end': 25, 'username': 'jongovi'}, {'start': 26, 'end': 39, 'username': 'jzipdamonsta'}], 'urls': [{'start': 40, 'end': 63, 'url': 'https://t.co/XKivN69GcZ', 'expanded_url': 'https://www.youtube.com/playlist?list=PLTYzpjwcXKd1Mp1eftiVR0rjkAQYlmPNO', 'display_url': 'youtube.com/playlist?list=…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1336551128402563072/aCPNKRUD?format=jpg&name=orig', 'width': 168, 'height': 94}, {'url': 'https://pbs.twimg.com/news_img/1336551128402563072/aCPNKRUD?format=jpg&name=150x150', 'width': 94, 'height': 94}], 'status': 200, 'title': 'Angel Investing', 'description': 'Share your videos with friends, family, and the world', 'unwound_url': 'https://www.youtube.com/playlist?list=PLTYzpjwcXKd1Mp1eftiVR0rjkAQYlmPNO'}]}",
56,"{'retweet_count': 1029, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2020-12-09T05:51:30.000Z,1336549009729540096,"RT @naval: If you diet, invest, and think according to what the ""news"" advocates, you'll end up nutritionally, financially, and morally ban…","{'mentions': [{'start': 3, 'end': 9, 'username': 'naval'}]}",
57,"{'retweet_count': 6, 'reply_count': 1, 'like_count': 58, 'quote_count': 1}",2020-12-09T05:47:56.000Z,1336548113704648705,"@cdtRoberts Study the basics, so you won’t have to take anyone’s word for it. 

Read the first few chapters of “The Beginning of Infinity” as many times as it takes until you have a clear understanding of how knowledge works.

Test against nature and free markets, as they can’t be fooled.","{'annotations': [{'start': 112, 'end': 136, 'probability': 0.5642, 'type': 'Other', 'normalized_text': 'The Beginning of Infinity'}], 'mentions': [{'start': 0, 'end': 11, 'username': 'cdtRoberts'}]}",
58,"{'retweet_count': 4, 'reply_count': 4, 'like_count': 61, 'quote_count': 1}",2020-12-08T08:51:20.000Z,1336231880572563456,@Derek_Linden @LifeMathMoney https://t.co/rzKn8WH66B,"{'mentions': [{'start': 0, 'end': 13, 'username': 'Derek_Linden'}, {'start': 14, 'end': 28, 'username': 'LifeMathMoney'}], 'urls': [{'start': 29, 'end': 52, 'url': 'https://t.co/rzKn8WH66B', 'expanded_url': 'https://twitter.com/naval/status/1336231880572563456/photo/1', 'display_url': 'pic.twitter.com/rzKn8WH66B'}]}",
59,"{'retweet_count': 141, 'reply_count': 38, 'like_count': 1184, 'quote_count': 16}",2020-12-08T06:47:36.000Z,1336200740738453504,"@LifeMathMoney Crypto, remote work, social media, home schooling, gun ownership, end of American hegemony, creator economy, shorter supply chains, nationalism, etc.

Sovereign individuals are sprouting around the globe.","{'mentions': [{'start': 0, 'end': 14, 'username': 'LifeMathMoney'}]}","[{'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '1237833500474003461', 'name': 'Remote work'}}]"
60,"{'retweet_count': 242, 'reply_count': 153, 'like_count': 3991, 'quote_count': 61}",2020-12-08T06:21:37.000Z,1336194199432044545,Peak centralization.,,
