,public_metrics,created_at,id,text,entities,context_annotations
1637,"{'retweet_count': 20, 'reply_count': 12, 'like_count': 241, 'quote_count': 1}",2020-04-30T19:45:16.000Z,1255946340158169088,"@GephenS The last point. It always has been and remains mainly an airborne disease, as common sense would indicate. But that's too scary to acknowledge, especially with a shortage of effective respirators.","{'mentions': [{'start': 0, 'end': 8, 'username': 'GephenS'}]}",
1638,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 43, 'quote_count': 0}",2020-04-30T09:25:08.000Z,1255790279497412608,@then_there_was Rediscovering meditation. 😉,"{'mentions': [{'start': 0, 'end': 15, 'username': 'then_there_was'}]}","[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '903303816698671104', 'name': 'Wellness and health', 'description': 'Wellness & Health'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '918217245146279936', 'name': 'Mental Wellness', 'description': 'Mental Wellness'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '918221163284676608', 'name': 'Meditation', 'description': 'Meditation'}}]"
1639,"{'retweet_count': 11, 'reply_count': 17, 'like_count': 370, 'quote_count': 0}",2020-04-30T09:10:00.000Z,1255786469261602816,"@paulg This is the “Green Zone” advantage. 

Problems are quarantine requirements and increased danger from air travel. 

In practice, outdoor meetings with masks + Zoom are easier.","{'mentions': [{'start': 0, 'end': 6, 'username': 'paulg'}]}","[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]"
1640,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 31, 'quote_count': 1}",2020-04-30T08:56:11.000Z,1255782992900878338,@smoksie Can’t plan for miracles.,"{'mentions': [{'start': 0, 'end': 8, 'username': 'smoksie'}]}",
1641,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 28, 'quote_count': 1}",2020-04-30T08:55:38.000Z,1255782853155016704,@takerdust So mandate masks. Less burdensome than forced closures.,"{'mentions': [{'start': 0, 'end': 10, 'username': 'takerdust'}]}",
1642,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",2020-04-30T08:54:23.000Z,1255782540545191936,@ns123abc @Qew7 Not very effective. Most businesses are scrambling / failing.,"{'mentions': [{'start': 10, 'end': 15, 'username': 'Qew7'}]}",
1643,"{'retweet_count': 0, 'reply_count': 5, 'like_count': 16, 'quote_count': 0}",2020-04-30T08:53:34.000Z,1255782334541950976,"@1stCrassCitizen @olepett We’re going in circles:
https://t.co/vhvKi2MtEU https://t.co/OXw1F1B9yG","{'mentions': [{'start': 0, 'end': 16, 'username': '1stCrassCitizen'}, {'start': 17, 'end': 25, 'username': 'olepett'}], 'urls': [{'start': 50, 'end': 73, 'url': 'https://t.co/vhvKi2MtEU', 'expanded_url': 'https://twitter.com/naval/status/1255732944674512896?s=21', 'display_url': 'twitter.com/naval/status/1…'}, {'start': 74, 'end': 97, 'url': 'https://t.co/OXw1F1B9yG', 'expanded_url': 'https://twitter.com/naval/status/1255732944674512896', 'display_url': 'twitter.com/naval/status/1…'}]}",
1644,"{'retweet_count': 1, 'reply_count': 3, 'like_count': 11, 'quote_count': 0}",2020-04-30T08:52:34.000Z,1255782084859195392,@ns123abc False. Would you sacrifice the entire global economy to save one life?,"{'mentions': [{'start': 0, 'end': 9, 'username': 'ns123abc'}]}",
1645,"{'retweet_count': 6, 'reply_count': 7, 'like_count': 96, 'quote_count': 0}",2020-04-30T08:52:08.000Z,1255781972485398528,"@CarstenBKK @olepett If it’s like other similar viruses, strong immunity for 1 to 3 years, immunity tail for up to a decade, and subsequent reinfections are much milder.","{'mentions': [{'start': 0, 'end': 11, 'username': 'CarstenBKK'}, {'start': 12, 'end': 20, 'username': 'olepett'}]}",
1646,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 25, 'quote_count': 1}",2020-04-30T08:50:48.000Z,1255781636831997953,"@JasonKAlmeida @justinkan It’s not your economic pain until your business is destroyed. If you can work from home, this is just academic to you.","{'mentions': [{'start': 0, 'end': 14, 'username': 'JasonKAlmeida'}, {'start': 15, 'end': 25, 'username': 'justinkan'}]}","[{'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '1237833500474003461', 'name': 'Remote work'}}, {'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]"
1647,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 5, 'quote_count': 0}",2020-04-30T08:49:55.000Z,1255781417537003522,@Qew7 @ns123abc I’m doing fine as my main sources of wealth - tech stocks - are net beneficiaries. I’m concerned about small businesses and livelihoods being crushed out of existence.,"{'mentions': [{'start': 0, 'end': 5, 'username': 'Qew7'}, {'start': 6, 'end': 15, 'username': 'ns123abc'}]}",
1648,"{'retweet_count': 12, 'reply_count': 6, 'like_count': 81, 'quote_count': 1}",2020-04-30T08:47:58.000Z,1255780925977182210,@quantity Fearmongering. Burden of proof is entirely upon those putting the citizenry under house arrest and destroying livelihoods.,"{'mentions': [{'start': 0, 'end': 9, 'username': 'quantity'}]}",
1649,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 11, 'quote_count': 0}",2020-04-30T08:46:44.000Z,1255780613669351424,@1stCrassCitizen @olepett Do you think we are actually on track to pull off the South Korea strategy in the US?,"{'mentions': [{'start': 0, 'end': 16, 'username': '1stCrassCitizen'}, {'start': 17, 'end': 25, 'username': 'olepett'}], 'annotations': [{'start': 80, 'end': 90, 'probability': 0.919, 'type': 'Place', 'normalized_text': 'South Korea'}, {'start': 108, 'end': 109, 'probability': 0.9767, 'type': 'Place', 'normalized_text': 'US'}]}",
1650,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 19, 'quote_count': 0}",2020-04-30T08:45:20.000Z,1255780264480915456,"@CTag51 @olepett @ThePrintIndia Again:
https://t.co/vhvKi2MtEU https://t.co/OXw1F1B9yG","{'mentions': [{'start': 0, 'end': 7, 'username': 'CTag51'}, {'start': 8, 'end': 16, 'username': 'olepett'}, {'start': 17, 'end': 31, 'username': 'ThePrintIndia'}], 'urls': [{'start': 39, 'end': 62, 'url': 'https://t.co/vhvKi2MtEU', 'expanded_url': 'https://twitter.com/naval/status/1255732944674512896?s=21', 'display_url': 'twitter.com/naval/status/1…'}, {'start': 63, 'end': 86, 'url': 'https://t.co/OXw1F1B9yG', 'expanded_url': 'https://twitter.com/naval/status/1255732944674512896', 'display_url': 'twitter.com/naval/status/1…'}]}",
1651,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 6, 'quote_count': 0}",2020-04-30T08:44:36.000Z,1255780076630577152,"@ns123abc Then ban kissing, not business.","{'mentions': [{'start': 0, 'end': 9, 'username': 'ns123abc'}]}",
1652,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 44, 'quote_count': 0}",2020-04-30T08:43:45.000Z,1255779862603722752,@1stCrassCitizen @olepett Now show the rest. It’s the *lowest* in that set.,"{'mentions': [{'start': 0, 'end': 16, 'username': '1stCrassCitizen'}, {'start': 17, 'end': 25, 'username': 'olepett'}]}",
1653,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 8, 'quote_count': 0}",2020-04-30T08:41:34.000Z,1255779314081005568,@JasonKAlmeida @justinkan It should help but many states and areas are continuing lockdown into summer and crushing the economy in the process.,"{'mentions': [{'start': 0, 'end': 14, 'username': 'JasonKAlmeida'}, {'start': 15, 'end': 25, 'username': 'justinkan'}]}","[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]"
1654,"{'retweet_count': 1, 'reply_count': 6, 'like_count': 192, 'quote_count': 0}",2020-04-30T08:40:28.000Z,1255779038519373824,@ToddUncious @olepett @FRANCE24 False and retracted.,"{'mentions': [{'start': 0, 'end': 12, 'username': 'ToddUncious'}, {'start': 13, 'end': 21, 'username': 'olepett'}, {'start': 22, 'end': 31, 'username': 'FRANCE24'}]}","[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597105094656', 'name': 'TV/Movies Related'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1148917000657260548', 'name': 'FRANCE 24 (فرانس 24)'}}]"
1655,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 74, 'quote_count': 0}",2020-04-30T08:38:12.000Z,1255778467691368449,"@CTag51 @olepett @ThePrintIndia Opinion, not data.","{'mentions': [{'start': 0, 'end': 7, 'username': 'CTag51'}, {'start': 8, 'end': 16, 'username': 'olepett'}, {'start': 17, 'end': 31, 'username': 'ThePrintIndia'}]}",
1656,"{'retweet_count': 2, 'reply_count': 7, 'like_count': 18, 'quote_count': 0}",2020-04-30T08:37:43.000Z,1255778346358550529,"@davidboxenhorn Again:
https://t.co/vhvKi2MtEU https://t.co/OXw1F1B9yG","{'mentions': [{'start': 0, 'end': 15, 'username': 'davidboxenhorn'}], 'urls': [{'start': 23, 'end': 46, 'url': 'https://t.co/vhvKi2MtEU', 'expanded_url': 'https://twitter.com/naval/status/1255732944674512896?s=21', 'display_url': 'twitter.com/naval/status/1…'}, {'start': 47, 'end': 70, 'url': 'https://t.co/OXw1F1B9yG', 'expanded_url': 'https://twitter.com/naval/status/1255732944674512896', 'display_url': 'twitter.com/naval/status/1…'}]}",
1657,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 13, 'quote_count': 0}",2020-04-30T08:34:02.000Z,1255777420184965122,@catfishmcfly https://t.co/j3bvkivEAd,"{'mentions': [{'start': 0, 'end': 13, 'username': 'catfishmcfly'}], 'urls': [{'start': 14, 'end': 37, 'url': 'https://t.co/j3bvkivEAd', 'expanded_url': 'https://twitter.com/i/lists/1221004646656835585', 'display_url': 'twitter.com/i/lists/122100…'}]}",
1658,"{'retweet_count': 235, 'reply_count': 96, 'like_count': 1413, 'quote_count': 9}",2020-04-30T08:31:08.000Z,1255776689381994497,"Narrative is shifting from “Sweden is failing” to “We aren’t anything like Sweden.”

But we are like Hong Kong, Taiwan, New Zealand, and South Korea? 🤔 https://t.co/OXw1F1B9yG","{'annotations': [{'start': 28, 'end': 33, 'probability': 0.9836, 'type': 'Place', 'normalized_text': 'Sweden'}, {'start': 75, 'end': 80, 'probability': 0.9643, 'type': 'Place', 'normalized_text': 'Sweden'}, {'start': 101, 'end': 109, 'probability': 0.9599, 'type': 'Place', 'normalized_text': 'Hong Kong'}, {'start': 112, 'end': 117, 'probability': 0.9941, 'type': 'Place', 'normalized_text': 'Taiwan'}, {'start': 120, 'end': 130, 'probability': 0.9522, 'type': 'Place', 'normalized_text': 'New Zealand'}, {'start': 137, 'end': 147, 'probability': 0.9344, 'type': 'Place', 'normalized_text': 'South Korea'}], 'urls': [{'start': 152, 'end': 175, 'url': 'https://t.co/OXw1F1B9yG', 'expanded_url': 'https://twitter.com/naval/status/1255732944674512896', 'display_url': 'twitter.com/naval/status/1…'}]}",
1659,"{'retweet_count': 2, 'reply_count': 2, 'like_count': 31, 'quote_count': 0}",2020-04-30T05:43:38.000Z,1255734537096531969,@Neonis123 @olepett Serology tests and random population surveys.,"{'mentions': [{'start': 11, 'end': 19, 'username': 'olepett'}]}",
1660,"{'retweet_count': 128, 'reply_count': 72, 'like_count': 865, 'quote_count': 11}",2020-04-30T05:37:19.000Z,1255732944674512896,"@olepett Create three graphs:
• Deaths per capita
• Economic output
• Population immunized to date

Make sure to include all Western European countries. 

Then you can decide if you prefer the Swedish approach or not.","{'mentions': [{'start': 0, 'end': 8, 'username': 'olepett'}]}",
1661,"{'retweet_count': 19, 'reply_count': 15, 'like_count': 272, 'quote_count': 2}",2020-04-30T05:34:08.000Z,1255732146318110721,"@mollykarlthefog @elonmusk Science isn’t a credential, an institution, or a group of self anointed experts. 

It’s a way of looking at the world, which I subscribe to, and I’ll bet Elon does as well.","{'mentions': [{'start': 17, 'end': 26, 'username': 'elonmusk'}], 'annotations': [{'start': 181, 'end': 184, 'probability': 0.8994, 'type': 'Person', 'normalized_text': 'Elon'}]}","[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '808713037230157824', 'name': 'Elon Musk', 'description': 'Elon Musk'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847529762566230016', 'name': 'Business and finance', 'description': 'Business'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '857878777191211008', 'name': 'Leadership', 'description': 'Leadership'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '857879456773357569', 'name': 'Technology', 'description': 'Technology'}}]"
1662,"{'retweet_count': 3, 'reply_count': 6, 'like_count': 200, 'quote_count': 0}",2020-04-30T01:15:24.000Z,1255667034634911744,@mustafab @keshhingo @justinkan Glad to see that Google is hiring the best and brightest these days. 🤦🏽,"{'mentions': [{'start': 0, 'end': 9, 'username': 'mustafab'}, {'start': 10, 'end': 20, 'username': 'keshhingo'}, {'start': 21, 'end': 31, 'username': 'justinkan'}], 'annotations': [{'start': 49, 'end': 54, 'probability': 0.817, 'type': 'Organization', 'normalized_text': 'Google'}]}","[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026378521', 'name': 'Google '}}]"
1663,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 7, 'quote_count': 0}",2020-04-29T23:18:04.000Z,1255637504566259717,"@mikeroche @elonmusk Ok, not you. You can stay in your cage.","{'mentions': [{'start': 0, 'end': 10, 'username': 'mikeroche'}, {'start': 11, 'end': 20, 'username': 'elonmusk'}]}","[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '808713037230157824', 'name': 'Elon Musk', 'description': 'Elon Musk'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847529762566230016', 'name': 'Business and finance', 'description': 'Business'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '857878777191211008', 'name': 'Leadership', 'description': 'Leadership'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '857879456773357569', 'name': 'Technology', 'description': 'Technology'}}]"
1664,"{'retweet_count': 10046, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2020-04-29T23:14:23.000Z,1255636578887626752,RT @elonmusk: Silicon Valley has become Sanctimonious Valley,"{'mentions': [{'start': 3, 'end': 12, 'username': 'elonmusk'}], 'annotations': [{'start': 14, 'end': 27, 'probability': 0.5716, 'type': 'Place', 'normalized_text': 'Silicon Valley'}]}","[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '808713037230157824', 'name': 'Elon Musk', 'description': 'Elon Musk'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847529762566230016', 'name': 'Business and finance', 'description': 'Business'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '857878777191211008', 'name': 'Leadership', 'description': 'Leadership'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '857879456773357569', 'name': 'Technology', 'description': 'Technology'}}]"
1665,"{'retweet_count': 60280, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2020-04-29T23:14:11.000Z,1255636528149065728,RT @elonmusk: FREE AMERICA NOW,"{'mentions': [{'start': 3, 'end': 12, 'username': 'elonmusk'}], 'annotations': [{'start': 19, 'end': 25, 'probability': 0.9733, 'type': 'Place', 'normalized_text': 'AMERICA'}]}","[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '808713037230157824', 'name': 'Elon Musk', 'description': 'Elon Musk'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847529762566230016', 'name': 'Business and finance', 'description': 'Business'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '857878777191211008', 'name': 'Leadership', 'description': 'Leadership'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '857879456773357569', 'name': 'Technology', 'description': 'Technology'}}]"
1666,"{'retweet_count': 6, 'reply_count': 25, 'like_count': 238, 'quote_count': 1}",2020-04-29T23:08:33.000Z,1255635108897239041,"@keshhingo @justinkan Bay Area hospitals are far under capacity. They have too few patients, actually.","{'mentions': [{'start': 0, 'end': 10, 'username': 'keshhingo'}, {'start': 11, 'end': 21, 'username': 'justinkan'}], 'annotations': [{'start': 22, 'end': 29, 'probability': 0.3815, 'type': 'Place', 'normalized_text': 'Bay Area'}]}",
1667,"{'retweet_count': 15, 'reply_count': 5, 'like_count': 191, 'quote_count': 0}",2020-04-29T07:54:28.000Z,1255405072189661191,@stoiccopy “Spiritual Enlightenment is the Damndest Thing.”,"{'mentions': [{'start': 0, 'end': 10, 'username': 'stoiccopy'}], 'annotations': [{'start': 12, 'end': 34, 'probability': 0.5278, 'type': 'Other', 'normalized_text': 'Spiritual Enlightenment'}]}",
1668,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",2020-04-29T07:32:31.000Z,1255399548865990661,@Goltra 😂,"{'mentions': [{'start': 0, 'end': 7, 'username': 'Goltra'}]}",
1669,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 14, 'quote_count': 0}",2020-04-29T07:29:53.000Z,1255398885352189952,@EricImsland Interesting premise.,"{'mentions': [{'start': 0, 'end': 12, 'username': 'EricImsland'}]}",
1670,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",2020-04-29T07:17:43.000Z,1255395823229288449,@roblarson There’s no effort in meditation but I get what you’re saying. Perhaps in the sleep case you are trying to fall asleep so at some level you’re resisting your thoughts.,"{'mentions': [{'start': 0, 'end': 10, 'username': 'roblarson'}]}","[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '903303816698671104', 'name': 'Wellness and health', 'description': 'Wellness & Health'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '918217245146279936', 'name': 'Mental Wellness', 'description': 'Mental Wellness'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '918221163284676608', 'name': 'Meditation', 'description': 'Meditation'}}]"
1671,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 6, 'quote_count': 0}",2020-04-29T07:14:47.000Z,1255395085476343808,"@anonymoussum1 @TacticalFouling Really “Pascal’s Scam” as per Nick Szabo:

https://t.co/jXQmh37sfY","{'mentions': [{'start': 0, 'end': 14, 'username': 'anonymoussum1'}, {'start': 15, 'end': 31, 'username': 'TacticalFouling'}], 'annotations': [{'start': 40, 'end': 45, 'probability': 0.6887, 'type': 'Person', 'normalized_text': 'Pascal'}, {'start': 62, 'end': 71, 'probability': 0.9439, 'type': 'Person', 'normalized_text': 'Nick Szabo'}], 'urls': [{'start': 75, 'end': 98, 'url': 'https://t.co/jXQmh37sfY', 'expanded_url': 'http://unenumerated.blogspot.com/2012/07/pascals-scams.html', 'display_url': 'unenumerated.blogspot.com/2012/07/pascal…'}]}",
1672,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 11, 'quote_count': 0}",2020-04-29T06:45:43.000Z,1255387773328130048,@SaverioBianchi True-Man.,"{'mentions': [{'start': 0, 'end': 15, 'username': 'SaverioBianchi'}]}",
1673,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 11, 'quote_count': 0}",2020-04-29T06:41:50.000Z,1255386793811357696,"@TacticalFouling @anonymoussum1 Good one. Non-dual philosophy gets past this by saying that Brahman is all, and creates the illusion of Maya to forget itself. 

This seems to be the appropriate solution for a dualistic God, one who is eternal yet not omniscient &amp; omnipotent, and stands apart from its creation.","{'mentions': [{'start': 0, 'end': 16, 'username': 'TacticalFouling'}, {'start': 17, 'end': 31, 'username': 'anonymoussum1'}], 'annotations': [{'start': 219, 'end': 221, 'probability': 0.8099, 'type': 'Other', 'normalized_text': 'God'}]}",
1674,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",2020-04-29T06:25:47.000Z,1255382753912262657,"@TacticalFouling @anonymoussum1 Oooh, thanks for this. Will read.","{'mentions': [{'start': 0, 'end': 16, 'username': 'TacticalFouling'}, {'start': 17, 'end': 31, 'username': 'anonymoussum1'}]}",
1675,"{'retweet_count': 15, 'reply_count': 1, 'like_count': 122, 'quote_count': 0}",2020-04-29T06:24:53.000Z,1255382530355838976,"@hemanthrrao There's no one quite like him. But are you sure you've read all of Jed? There's a lot:

https://t.co/N0sgwRwjuZ","{'mentions': [{'start': 0, 'end': 12, 'username': 'hemanthrrao'}], 'annotations': [{'start': 80, 'end': 82, 'probability': 0.9709, 'type': 'Person', 'normalized_text': 'Jed'}], 'urls': [{'start': 101, 'end': 124, 'url': 'https://t.co/N0sgwRwjuZ', 'expanded_url': 'https://www.wisefoolpress.com/', 'display_url': 'wisefoolpress.com'}]}",
1676,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",2020-04-29T06:18:30.000Z,1255380924465917958,@singh_abhas_ That was twisted.,"{'mentions': [{'start': 0, 'end': 13, 'username': 'singh_abhas_'}]}",
1677,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 14, 'quote_count': 0}",2020-04-29T06:10:31.000Z,1255378915704569856,@ani_c_mohan https://t.co/Jd1tuSl35l,"{'mentions': [{'start': 0, 'end': 12, 'username': 'ani_c_mohan'}], 'urls': [{'start': 13, 'end': 36, 'url': 'https://t.co/Jd1tuSl35l', 'expanded_url': 'https://www.wisefoolpress.com/e3/', 'display_url': 'wisefoolpress.com/e3/'}]}",
1678,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 14, 'quote_count': 0}",2020-04-29T05:51:51.000Z,1255374216104488961,"@anonymoussum1 You mean ""The Last Question?"" 

It's my favorite story of his.","{'mentions': [{'start': 0, 'end': 14, 'username': 'anonymoussum1'}], 'annotations': [{'start': 25, 'end': 41, 'probability': 0.7426, 'type': 'Other', 'normalized_text': 'The Last Question'}]}",
1679,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",2020-04-29T05:43:15.000Z,1255372053814874112,@george_balance Twitter threading is still buggy.,"{'mentions': [{'start': 0, 'end': 15, 'username': 'george_balance'}], 'annotations': [{'start': 16, 'end': 22, 'probability': 0.3504, 'type': 'Product', 'normalized_text': 'Twitter'}]}","[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10045225402', 'name': 'Twitter'}}]"
1680,"{'retweet_count': 10, 'reply_count': 66, 'like_count': 356, 'quote_count': 2}",2020-04-29T05:42:29.000Z,1255371858007949315,(Inspired by Jed McKenna),"{'annotations': [{'start': 13, 'end': 23, 'probability': 0.9944, 'type': 'Person', 'normalized_text': 'Jed McKenna'}]}",
1681,"{'retweet_count': 36, 'reply_count': 28, 'like_count': 474, 'quote_count': 6}",2020-04-29T05:42:29.000Z,1255371857064267778,"Neo: If I have to choose between the Blank Room and the Matrix, I choose the Matrix.

Morpheus: Rest, Neo. Here is a world to pull over your eyes and to blind you from the truth.

Good night, Mr. Anderson.","{'annotations': [{'start': 192, 'end': 203, 'probability': 0.9744, 'type': 'Person', 'normalized_text': 'Mr. Anderson'}]}",
1682,"{'retweet_count': 17, 'reply_count': 3, 'like_count': 183, 'quote_count': 2}",2020-04-29T05:42:28.000Z,1255371856233869313,"Neo: Free? You call this free? Then I need to forget. I need an exit. Morpheus, bring me a dream.

Morpheus: You take this blue pill - the story ends, you wake up in your bed and believe whatever you want to believe.",,
1683,"{'retweet_count': 10, 'reply_count': 2, 'like_count': 166, 'quote_count': 0}",2020-04-29T05:42:28.000Z,1255371855415951360,"Neo: It’s the cheat code to the whole game.

Morpheus: What game remains?

Neo: No. Stop. Let me out. Let me out. I want out.

Morpheus: I didn’t say it would be easy, Neo. I just said it would be the truth. There's nothing out there. You are free.",,
1684,"{'retweet_count': 19, 'reply_count': 10, 'like_count': 269, 'quote_count': 2}",2020-04-29T05:42:28.000Z,1255371854363181058,"Neo: At last. Nirvana. Truth. Top level. Root access. Now I am free.

Morpheus: You can't exist here. Any finite feature, including you, implies a simulation.

Nothing to do. Nowhere to go. No one to be. You can dissolve. You are the One, Neo. To be precise, the Only.

Neo: ...",,
1685,"{'retweet_count': 22, 'reply_count': 2, 'like_count': 240, 'quote_count': 3}",2020-04-29T05:42:28.000Z,1255371853545209857,"Neo: So...God?

Morpheus: Faith is for savages. We have probability. Behold, The Supreme Programmer.",,"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '848921413196984320', 'name': 'Computer programming', 'description': 'Computer programming'}}]"
1686,"{'retweet_count': 9, 'reply_count': 1, 'like_count': 167, 'quote_count': 0}",2020-04-29T05:42:28.000Z,1255371852727410688,"&lt;Morpheus leads Neo to a blank room.&gt;

Morpheus: This is the Constructor. It’s our loading program. Infinite intelligence and awareness. It spawns the nested simulations. Welcome...to the desert of the real.",,
1687,"{'retweet_count': 7, 'reply_count': 2, 'like_count': 180, 'quote_count': 1}",2020-04-29T05:42:27.000Z,1255371851825647617,"Neo: It would have infinite power and intelligence, to render all the other sims.

Being perfect and complete, it would itself appear without opposites.",,
