,text,created_at,entities,id,public_metrics,context_annotations
1719,@danprimack The key here is who appoints which board members and the rules around replacement and supplementation.,2020-09-21T14:06:43.000Z,"{'mentions': [{'start': 0, 'end': 11, 'username': 'danprimack'}]}",1308044994821849088,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 6, 'quote_count': 0}",
1720,@danprimack So who appoints the other 3 seats?,2020-09-21T13:52:36.000Z,"{'mentions': [{'start': 0, 'end': 11, 'username': 'danprimack'}]}",1308041442711887878,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",
1721,"@danprimack They control the board, apparently.  That is a controlling interest.",2020-09-21T13:51:06.000Z,"{'mentions': [{'start': 0, 'end': 11, 'username': 'danprimack'}]}",1308041063454486530,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 17, 'quote_count': 1}",
1722,@amitshetty @AndrewSweet @RobGlaser the truth. fortunately you will see this soon.,2020-09-21T03:08:39.000Z,"{'mentions': [{'start': 0, 'end': 11, 'username': 'amitshetty'}, {'start': 12, 'end': 24, 'username': 'AndrewSweet'}, {'start': 25, 'end': 35, 'username': 'RobGlaser'}]}",1307879386956267520,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",
1723,@AndrewSweet @RobGlaser it is more honest than a post media bias crusade.,2020-09-21T01:38:57.000Z,"{'mentions': [{'start': 0, 'end': 12, 'username': 'AndrewSweet'}, {'start': 13, 'end': 23, 'username': 'RobGlaser'}]}",1307856810225721346,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",
1724,"RT @david_perell: 9. Work hard

The night before his US Open win, he was the last player on the driving range.

""People don't realize how h…",2020-09-21T00:28:54.000Z,"{'mentions': [{'start': 3, 'end': 16, 'username': 'david_perell'}]}",1307839182811799552,"{'retweet_count': 26, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10000280885', 'name': 'PGA Tour Golf', 'description': 'Classic action from the PGA Tour.'}}, {'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10044747023', 'name': 'US Open'}}, {'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10056616137', 'name': '2019 U.S. Open Golf Championship'}}, {'domain': {'id': '6', 'name': 'Sports Event'}, 'entity': {'id': '1305530037098049536', 'name': 'US Open Golf Championship 2020', 'description': ""The U.S. Open is happening! Explore the latest tweets, must-see highlights, and the can't-miss moments right here.\n\nPhoto via @PGATOUR""}}, {'domain': {'id': '26', 'name': 'Sports League', 'description': ''}, 'entity': {'id': '1046519692813193216', 'name': 'PGA Tour', 'description': 'PGA Tour'}}]"
1725,@KevinCrosby1 @frankba @HannahKonnn watch &amp; learn.,2020-09-20T23:11:14.000Z,"{'mentions': [{'start': 0, 'end': 13, 'username': 'KevinCrosby1'}, {'start': 14, 'end': 22, 'username': 'frankba'}, {'start': 23, 'end': 35, 'username': 'HannahKonnn'}]}",1307819638072377344,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",
1726,@frankba @HannahKonnn will shift as soon as Trump nominates Lagosa or Barrett,2020-09-20T23:01:19.000Z,"{'mentions': [{'start': 0, 'end': 8, 'username': 'frankba'}, {'start': 9, 'end': 21, 'username': 'HannahKonnn'}], 'annotations': [{'start': 44, 'end': 48, 'probability': 0.9988, 'type': 'Person', 'normalized_text': 'Trump'}, {'start': 60, 'end': 65, 'probability': 0.7361, 'type': 'Person', 'normalized_text': 'Lagosa'}, {'start': 70, 'end': 76, 'probability': 0.947, 'type': 'Person', 'normalized_text': 'Barrett'}]}",1307817143728103424,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 1}","[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}]"
1727,@NelsonMRosario yes,2020-09-20T23:00:32.000Z,"{'mentions': [{'start': 0, 'end': 15, 'username': 'NelsonMRosario'}]}",1307816944339279872,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",
1728,@arjunram @edokeefe @MULawPoll @JoeBiden they voted to replace the Dems who opposed the confirmation.  4 incumbents lost their seats for this reason.,2020-09-20T22:32:10.000Z,"{'mentions': [{'start': 0, 'end': 9, 'username': 'arjunram'}, {'start': 10, 'end': 19, 'username': 'edokeefe'}, {'start': 20, 'end': 30, 'username': 'MULawPoll'}, {'start': 31, 'end': 40, 'username': 'JoeBiden'}], 'annotations': [{'start': 67, 'end': 70, 'probability': 0.9427, 'type': 'Organization', 'normalized_text': 'Dems'}]}",1307809806003048448,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '10040395078', 'name': 'Joe Biden', 'description': 'Former US Vice President Joe Biden'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '10040395078', 'name': 'Joe Biden', 'description': 'Former US Vice President Joe Biden'}}]"
1729,@ScotchGuyDan i favor age limits.,2020-09-20T22:28:54.000Z,"{'mentions': [{'start': 0, 'end': 13, 'username': 'ScotchGuyDan'}]}",1307808985597181952,"{'retweet_count': 0, 'reply_count': 6, 'like_count': 32, 'quote_count': 0}",
1730,@JasonHitchcock @micsolana @terronk massive opposition on the Independent side.  and strongly oppose is 2x favors.,2020-09-20T22:28:22.000Z,"{'mentions': [{'start': 0, 'end': 15, 'username': 'JasonHitchcock'}, {'start': 16, 'end': 26, 'username': 'micsolana'}, {'start': 27, 'end': 35, 'username': 'terronk'}]}",1307808851593314305,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
1731,@JasonHitchcock @micsolana @terronk yes but nobody cares what Dems want.,2020-09-20T22:27:07.000Z,"{'mentions': [{'start': 0, 'end': 15, 'username': 'JasonHitchcock'}, {'start': 16, 'end': 26, 'username': 'micsolana'}, {'start': 27, 'end': 35, 'username': 'terronk'}], 'annotations': [{'start': 62, 'end': 65, 'probability': 0.8108, 'type': 'Organization', 'normalized_text': 'Dems'}]}",1307808536554999810,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
1732,Nonpartisan comment.  This is not ideal. https://t.co/Ncl01hFzuh,2020-09-20T22:24:16.000Z,"{'urls': [{'start': 41, 'end': 64, 'url': 'https://t.co/Ncl01hFzuh', 'expanded_url': 'https://twitter.com/mtracey/status/1307469892183035905', 'display_url': 'twitter.com/mtracey/status…'}]}",1307807819723190272,"{'retweet_count': 14, 'reply_count': 14, 'like_count': 276, 'quote_count': 1}","[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '940705992290975744', 'name': 'Nancy Pelosi', 'description': 'US House of Representatives Minority Leader Nancy Pelosi (CA-12)'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '940705992290975744', 'name': 'Nancy Pelosi', 'description': 'US House of Representatives Minority Leader Nancy Pelosi (CA-12)'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '824777229892661248', 'name': 'Generic Food', 'description': 'Generic Food'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '825049331975589888', 'name': 'Chicken', 'description': 'Chicken'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '10040395078', 'name': 'Joe Biden', 'description': 'Former US Vice President Joe Biden'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '819237299330289664', 'name': 'Future', 'description': 'Future'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '892804580878057472', 'name': 'Chuck Schumer', 'description': 'Senator Chuck Schumer (NY)'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '10040395078', 'name': 'Joe Biden', 'description': 'Former US Vice President Joe Biden'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '892804580878057472', 'name': 'Chuck Schumer', 'description': 'Senator Chuck Schumer (NY)'}}, {'domain': {'id': '54', 'name': 'Musician', 'description': 'A musician in the world, like Adele or Bob Dylan'}, 'entity': {'id': '819237299330289664', 'name': 'Future', 'description': 'Future'}}, {'domain': {'id': '55', 'name': 'Music Genre', 'description': 'A category for a musical style, like Pop, Rock, or Rap'}, 'entity': {'id': '810937888334487552', 'name': 'Rap', 'description': 'Hip-Hop/Rap'}}, {'domain': {'id': '55', 'name': 'Music Genre', 'description': 'A category for a musical style, like Pop, Rock, or Rap'}, 'entity': {'id': '849684722695327744', 'name': 'R&B and soul', 'description': 'R&B and soul'}}]"
1733,@edokeefe @MULawPoll @JoeBiden Independents dislike.  Great way to lose seats.,2020-09-20T22:18:19.000Z,"{'mentions': [{'start': 0, 'end': 9, 'username': 'edokeefe'}, {'start': 10, 'end': 20, 'username': 'MULawPoll'}, {'start': 21, 'end': 30, 'username': 'JoeBiden'}]}",1307806321102602240,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}","[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '10040395078', 'name': 'Joe Biden', 'description': 'Former US Vice President Joe Biden'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '10040395078', 'name': 'Joe Biden', 'description': 'Former US Vice President Joe Biden'}}]"
1734,@JasonHitchcock @micsolana @terronk not really,2020-09-20T22:16:04.000Z,"{'mentions': [{'start': 0, 'end': 15, 'username': 'JasonHitchcock'}, {'start': 16, 'end': 26, 'username': 'micsolana'}, {'start': 27, 'end': 35, 'username': 'terronk'}]}",1307805754729013248,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",
1735,"@zebulgar @blakeir @eladgil @Suhail @DavidSacks no, I performed a demo of Apple Maps vs.  Google Maps for the location of the ceremony.",2020-09-20T21:45:15.000Z,"{'mentions': [{'start': 0, 'end': 9, 'username': 'zebulgar'}, {'start': 10, 'end': 18, 'username': 'blakeir'}, {'start': 19, 'end': 27, 'username': 'eladgil'}, {'start': 28, 'end': 35, 'username': 'Suhail'}, {'start': 36, 'end': 47, 'username': 'DavidSacks'}], 'annotations': [{'start': 74, 'end': 83, 'probability': 0.8263, 'type': 'Product', 'normalized_text': 'Apple Maps'}, {'start': 90, 'end': 100, 'probability': 0.8159, 'type': 'Product', 'normalized_text': 'Google Maps'}]}",1307798001016926209,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 12, 'quote_count': 0}","[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026378521', 'name': 'Google '}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '1006154112021377024', 'name': 'Google Maps', 'description': 'Google Maps'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '1037076248877395968', 'name': 'GPS and maps', 'description': 'GPS & Maps'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026378521', 'name': 'Google '}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10043701926', 'name': 'Google Maps'}}]"
1736,@zebulgar @blakeir @eladgil @Suhail @DavidSacks wait until they hear the other ones:),2020-09-20T21:35:03.000Z,"{'mentions': [{'start': 0, 'end': 9, 'username': 'zebulgar'}, {'start': 10, 'end': 18, 'username': 'blakeir'}, {'start': 19, 'end': 27, 'username': 'eladgil'}, {'start': 28, 'end': 35, 'username': 'Suhail'}, {'start': 36, 'end': 47, 'username': 'DavidSacks'}]}",1307795434581102592,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 7, 'quote_count': 0}",
1737,@Jessicalessin very logical actually.  US precedent on foreign control of US airlines would drive the save result.,2020-09-20T21:26:07.000Z,"{'mentions': [{'start': 0, 'end': 14, 'username': 'Jessicalessin'}], 'annotations': [{'start': 39, 'end': 40, 'probability': 0.7965, 'type': 'Place', 'normalized_text': 'US'}, {'start': 74, 'end': 84, 'probability': 0.659, 'type': 'Organization', 'normalized_text': 'US airlines'}]}",1307793186023067650,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 6, 'quote_count': 0}",
1738,"@EggersMatt that cuts both ways, actually",2020-09-20T20:15:39.000Z,"{'mentions': [{'start': 0, 'end': 11, 'username': 'EggersMatt'}]}",1307775449146171392,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 7, 'quote_count': 0}",
1739,@datarade @adamscrabble @flaarpy @Jason @arrington @justGLew @jasonlk @balajis @howardlindzon @CindyBiSV less now:),2020-09-20T20:01:36.000Z,"{'mentions': [{'start': 0, 'end': 9, 'username': 'datarade'}, {'start': 10, 'end': 23, 'username': 'adamscrabble'}, {'start': 24, 'end': 32, 'username': 'flaarpy'}, {'start': 33, 'end': 39, 'username': 'Jason'}, {'start': 40, 'end': 50, 'username': 'arrington'}, {'start': 51, 'end': 60, 'username': 'JustGLew'}, {'start': 61, 'end': 69, 'username': 'jasonlk'}, {'start': 70, 'end': 78, 'username': 'balajis'}, {'start': 79, 'end': 93, 'username': 'howardlindzon'}, {'start': 94, 'end': 104, 'username': 'CindyBiSV'}]}",1307771913712750592,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 9, 'quote_count': 1}",
1740,@jpmaheu no,2020-09-20T19:06:13.000Z,"{'mentions': [{'start': 0, 'end': 8, 'username': 'jpmaheu'}]}",1307757977760227328,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",
1741,"@aseancasey @pt 40%.  By law, the board controls the company.",2020-09-20T18:52:28.000Z,"{'mentions': [{'start': 0, 'end': 11, 'username': 'aseancasey'}, {'start': 12, 'end': 15, 'username': 'pt'}]}",1307754515425193984,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",
1742,"@micsolana @terronk off to Barrys, so you guys figure this out.",2020-09-20T18:48:03.000Z,"{'mentions': [{'start': 0, 'end': 10, 'username': 'micsolana'}, {'start': 11, 'end': 19, 'username': 'terronk'}]}",1307753407730475008,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 9, 'quote_count': 1}",
1743,@joshuaforman @baseballot Lagoa is going to be quite a challenge for Democrats.,2020-09-20T18:45:04.000Z,"{'mentions': [{'start': 0, 'end': 13, 'username': 'joshuaforman'}, {'start': 14, 'end': 25, 'username': 'baseballot'}], 'annotations': [{'start': 26, 'end': 30, 'probability': 0.4135, 'type': 'Person', 'normalized_text': 'Lagoa'}, {'start': 69, 'end': 77, 'probability': 0.875, 'type': 'Organization', 'normalized_text': 'Democrats'}]}",1307752654370566144,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",
1744,@terronk he actually did say that in 2016.,2020-09-20T18:44:20.000Z,"{'mentions': [{'start': 0, 'end': 8, 'username': 'terronk'}]}",1307752471612149760,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",
1745,@micsolana @terronk wait until you see how court packing polls.  Even Biden is sharp enough to avoid that.,2020-09-20T18:39:32.000Z,"{'mentions': [{'start': 0, 'end': 10, 'username': 'micsolana'}, {'start': 11, 'end': 19, 'username': 'terronk'}], 'annotations': [{'start': 70, 'end': 74, 'probability': 0.9935, 'type': 'Person', 'normalized_text': 'Biden'}]}",1307751261362503680,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 3, 'quote_count': 0}","[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '10040395078', 'name': 'Joe Biden', 'description': 'Former US Vice President Joe Biden'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '10040395078', 'name': 'Joe Biden', 'description': 'Former US Vice President Joe Biden'}}]"
1746,"@joshuaforman @baseballot in theory, there are already 5 votes for that.  Will be very difficult to oppose some of these candidates.  Also Roe depends on the question wording.",2020-09-20T18:38:33.000Z,"{'mentions': [{'start': 0, 'end': 13, 'username': 'joshuaforman'}, {'start': 14, 'end': 25, 'username': 'baseballot'}], 'annotations': [{'start': 139, 'end': 141, 'probability': 0.8576, 'type': 'Person', 'normalized_text': 'Roe'}]}",1307751015374962689,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",
1747,"@pt no, Americans will be CEO and 4 of 5 Board members, otherwise known as running the operation.",2020-09-20T18:35:07.000Z,"{'mentions': [{'start': 0, 'end': 3, 'username': 'pt'}], 'annotations': [{'start': 8, 'end': 16, 'probability': 0.78, 'type': 'Person', 'normalized_text': 'Americans'}]}",1307750149645451264,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 12, 'quote_count': 0}",
1748,"@terronk No.  This is very basic.  If you have both the President and the Senate you fill the seat, if not you negotiate.",2020-09-20T18:34:14.000Z,"{'mentions': [{'start': 0, 'end': 8, 'username': 'terronk'}], 'annotations': [{'start': 74, 'end': 79, 'probability': 0.5966, 'type': 'Organization', 'normalized_text': 'Senate'}]}",1307749927338930177,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",
1749,@joshuaforman @baseballot @NateSilver538 wait until Trump names a specific person and this will shift.,2020-09-20T18:29:14.000Z,"{'mentions': [{'start': 0, 'end': 13, 'username': 'joshuaforman'}, {'start': 14, 'end': 25, 'username': 'baseballot'}, {'start': 26, 'end': 40, 'username': 'NateSilver538'}], 'annotations': [{'start': 52, 'end': 56, 'probability': 0.9992, 'type': 'Person', 'normalized_text': 'Trump'}]}",1307748671878914049,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1054488646965850112', 'name': 'Nate Silver', 'description': 'Nate Silver'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '94', 'name': 'Journalist', 'description': ""A journalist like 'Anderson Cooper'""}, 'entity': {'id': '1054488646965850112', 'name': 'Nate Silver', 'description': 'Nate Silver'}}]"
1750,@RobGlaser yes and no.  i can also argue that this is a better reflection of sentiment before it was distorted by media bias.,2020-09-20T17:33:38.000Z,"{'mentions': [{'start': 0, 'end': 10, 'username': 'RobGlaser'}]}",1307734679047434240,"{'retweet_count': 0, 'reply_count': 4, 'like_count': 8, 'quote_count': 1}",
1751,"@HannahKonnn Yes, albeit that cuts both ways.",2020-09-20T17:13:05.000Z,"{'mentions': [{'start': 0, 'end': 12, 'username': 'HannahKonnn'}]}",1307729505255972864,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",
1752,"@NickThoughtRepo @danprimack @svcentrist @bgurley I am not sure, yet, but I don’t how the company has an IPO without severing relationships.",2020-09-20T03:17:25.000Z,"{'mentions': [{'start': 0, 'end': 16, 'username': 'NickThoughtRepo'}, {'start': 17, 'end': 28, 'username': 'danprimack'}, {'start': 29, 'end': 40, 'username': 'svcentrist'}, {'start': 41, 'end': 49, 'username': 'bgurley'}], 'annotations': [{'start': 105, 'end': 107, 'probability': 0.5377, 'type': 'Organization', 'normalized_text': 'IPO'}]}",1307519203595804673,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",
1753,"@NickThoughtRepo @changeillinois @danprimack @svcentrist @bgurley Yes, based in TX is key (transitioned over time) and the data will reside in the US, perhaps with systems that don’t allow remote access.",2020-09-20T03:16:22.000Z,"{'mentions': [{'start': 0, 'end': 16, 'username': 'NickThoughtRepo'}, {'start': 17, 'end': 32, 'username': 'changeillinois'}, {'start': 33, 'end': 44, 'username': 'danprimack'}, {'start': 45, 'end': 56, 'username': 'svcentrist'}, {'start': 57, 'end': 65, 'username': 'bgurley'}], 'annotations': [{'start': 80, 'end': 81, 'probability': 0.9941, 'type': 'Place', 'normalized_text': 'TX'}, {'start': 147, 'end': 148, 'probability': 0.9732, 'type': 'Place', 'normalized_text': 'US'}]}",1307518938314489856,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",
1754,"@NickThoughtRepo @danprimack @svcentrist @bgurley I presume that they will be required to be replaced.  Accordingly, the 25k hiring plan.",2020-09-20T03:14:29.000Z,"{'mentions': [{'start': 0, 'end': 16, 'username': 'NickThoughtRepo'}, {'start': 17, 'end': 28, 'username': 'danprimack'}, {'start': 29, 'end': 40, 'username': 'svcentrist'}, {'start': 41, 'end': 49, 'username': 'bgurley'}]}",1307518464140034050,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",
1755,@DelRey Did they announce where in TX they will be based?,2020-09-20T02:59:45.000Z,"{'mentions': [{'start': 0, 'end': 7, 'username': 'DelRey'}], 'annotations': [{'start': 35, 'end': 36, 'probability': 0.9917, 'type': 'Place', 'normalized_text': 'TX'}]}",1307514757478375424,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",
1756,@DelRey @danprimack @svcentrist @bgurley Interesting.  The key would be appointment mechanism for future board members.,2020-09-20T02:53:38.000Z,"{'mentions': [{'start': 0, 'end': 7, 'username': 'DelRey'}, {'start': 8, 'end': 19, 'username': 'danprimack'}, {'start': 20, 'end': 31, 'username': 'svcentrist'}, {'start': 32, 'end': 40, 'username': 'bgurley'}]}",1307513221029359623,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",
1757,@svcentrist @danprimack @bgurley Varies.  Some funds yes.,2020-09-20T02:47:37.000Z,"{'mentions': [{'start': 0, 'end': 11, 'username': 'svcentrist'}, {'start': 12, 'end': 23, 'username': 'danprimack'}, {'start': 24, 'end': 32, 'username': 'bgurley'}]}",1307511704582905856,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",
1758,"@danprimack @svcentrist @bgurley If all 5 are US citizens and ByteDance can’t replace a Board member, then this ensures non-Chinese/CCP control and influence.",2020-09-20T02:36:29.000Z,"{'mentions': [{'start': 0, 'end': 11, 'username': 'danprimack'}, {'start': 12, 'end': 23, 'username': 'svcentrist'}, {'start': 24, 'end': 32, 'username': 'bgurley'}], 'annotations': [{'start': 62, 'end': 70, 'probability': 0.3523, 'type': 'Organization', 'normalized_text': 'ByteDance'}]}",1307508901223387136,"{'retweet_count': 0, 'reply_count': 6, 'like_count': 16, 'quote_count': 0}",
1759,"@svcentrist @bgurley @danprimack Yes, but I read that all 5 board members will be US citizens?",2020-09-20T02:26:02.000Z,"{'mentions': [{'start': 0, 'end': 11, 'username': 'svcentrist'}, {'start': 12, 'end': 20, 'username': 'bgurley'}, {'start': 21, 'end': 32, 'username': 'danprimack'}], 'annotations': [{'start': 82, 'end': 83, 'probability': 0.6205, 'type': 'Place', 'normalized_text': 'US'}]}",1307506271298285568,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",
1760,@svcentrist @bgurley @danprimack I believe they announced that all 5 will be US citizens?,2020-09-20T02:17:36.000Z,"{'mentions': [{'start': 0, 'end': 11, 'username': 'svcentrist'}, {'start': 12, 'end': 20, 'username': 'bgurley'}, {'start': 21, 'end': 32, 'username': 'danprimack'}], 'annotations': [{'start': 77, 'end': 78, 'probability': 0.5127, 'type': 'Place', 'normalized_text': 'US'}]}",1307504149903233025,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",
1761,"@bgurley @danprimack The Board technically runs the company, not the shareholders especially if the shareholders can’t replace board members.",2020-09-20T02:12:44.000Z,"{'mentions': [{'start': 0, 'end': 8, 'username': 'bgurley'}, {'start': 9, 'end': 20, 'username': 'danprimack'}]}",1307502926642868224,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 15, 'quote_count': 0}",
1762,@EdWhelanEPPC Good choice.,2020-09-19T17:53:18.000Z,"{'mentions': [{'start': 0, 'end': 13, 'username': 'EdWhelanEPPC'}]}",1307377240016003072,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 12, 'quote_count': 0}",
1763,"@mindfulmgr @chrishlad no, 100% of the judge inputs not outputs is directly from Bezos.",2020-09-19T13:38:59.000Z,"{'mentions': [{'start': 12, 'end': 22, 'username': 'chrishlad'}], 'annotations': [{'start': 81, 'end': 85, 'probability': 0.5564, 'type': 'Person', 'normalized_text': 'Bezos'}]}",1307313237965246466,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",
1764,@chrishlad @mindfulmgr Explain that to Jeff Bezos.,2020-09-19T03:57:18.000Z,"{'mentions': [{'start': 0, 'end': 10, 'username': 'chrishlad'}], 'annotations': [{'start': 39, 'end': 48, 'probability': 0.9811, 'type': 'Person', 'normalized_text': 'Jeff Bezos'}]}",1307166855438557184,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}","[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '826764782443253760', 'name': 'Jeff Bezos', 'description': 'CEO of Amazon'}}]"
1765,@abrams @shaig Definitely know several successful funds that were precluded by a conflict.,2020-09-19T03:47:22.000Z,"{'mentions': [{'start': 0, 'end': 7, 'username': 'abrams'}, {'start': 8, 'end': 14, 'username': 'shaig'}]}",1307164355247484931,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",
