,text,created_at,entities,id,public_metrics,context_annotations
0,@Abdul_Manan15 listen to any of my podcasts or read @zebulgar blogs or @melanter substack.  i explain it.,2020-12-31T02:45:58.000Z,"{'mentions': [{'start': 0, 'end': 14, 'username': 'Abdul_Manan15'}, {'start': 52, 'end': 61, 'username': 'zebulgar'}, {'start': 71, 'end': 80, 'username': 'melanter'}]}",1344474852401377282,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",
1,@Abdul_Manan15 they aren’t typically the people we want.,2020-12-31T02:12:24.000Z,"{'mentions': [{'start': 0, 'end': 14, 'username': 'Abdul_Manan15'}]}",1344466406293684225,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",
2,@deanmcevoy @NaveenGRao @startmate @blackbirdvc @airtreevc @SquarePegCap i am actively connected to two of the three.,2020-12-30T23:12:41.000Z,"{'mentions': [{'start': 0, 'end': 11, 'username': 'deanmcevoy'}, {'start': 12, 'end': 23, 'username': 'NaveenGRao'}, {'start': 24, 'end': 34, 'username': 'startmate'}, {'start': 35, 'end': 47, 'username': 'blackbirdvc'}, {'start': 48, 'end': 58, 'username': 'airtreevc'}, {'start': 59, 'end': 72, 'username': 'SquarePegCap'}]}",1344421176265723905,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",
3,@deanmcevoy @NaveenGRao @startmate two different tours organized by Australia funds.,2020-12-30T23:00:01.000Z,"{'annotations': [{'start': 68, 'end': 76, 'probability': 0.9195, 'type': 'Place', 'normalized_text': 'Australia'}], 'mentions': [{'start': 0, 'end': 11, 'username': 'deanmcevoy'}, {'start': 12, 'end': 23, 'username': 'NaveenGRao'}, {'start': 24, 'end': 34, 'username': 'startmate'}]}",1344417988779229185,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",
4,@deanmcevoy @NaveenGRao i hosted 50 Australian startups in SF in 2018.,2020-12-30T22:58:18.000Z,"{'mentions': [{'start': 0, 'end': 11, 'username': 'deanmcevoy'}, {'start': 12, 'end': 23, 'username': 'NaveenGRao'}]}",1344417557814525952,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847529762566230016', 'name': 'Business and finance', 'description': 'Business'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '849075881653846016', 'name': 'Startups', 'description': 'Startups'}}]"
5,@deanmcevoy @NaveenGRao I love Australian startups.  I was scheduled to meet a bunch of them for a week in August before Covid canceled it.,2020-12-30T22:48:22.000Z,"{'annotations': [{'start': 121, 'end': 125, 'probability': 0.2465, 'type': 'Place', 'normalized_text': 'Covid'}], 'mentions': [{'start': 0, 'end': 11, 'username': 'deanmcevoy'}, {'start': 12, 'end': 23, 'username': 'NaveenGRao'}]}",1344415057887674368,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847529762566230016', 'name': 'Business and finance', 'description': 'Business'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '849075881653846016', 'name': 'Startups', 'description': 'Startups'}}]"
6,@deanmcevoy @NaveenGRao every day:),2020-12-30T22:27:03.000Z,"{'mentions': [{'start': 0, 'end': 11, 'username': 'deanmcevoy'}, {'start': 12, 'end': 23, 'username': 'NaveenGRao'}]}",1344409693360308225,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",
7,"@pt unfortunately, Madonna was my last musical comparison:)",2020-12-30T21:06:23.000Z,"{'annotations': [{'start': 19, 'end': 25, 'probability': 0.9876, 'type': 'Person', 'normalized_text': 'Madonna'}], 'mentions': [{'start': 0, 'end': 3, 'username': 'pt'}]}",1344389394355032064,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",
8,@pt it is humor which is actually allowed in Florida.,2020-12-30T21:02:18.000Z,"{'annotations': [{'start': 45, 'end': 51, 'probability': 0.9971, 'type': 'Place', 'normalized_text': 'Florida'}], 'mentions': [{'start': 0, 'end': 3, 'username': 'pt'}]}",1344388366884720640,"{'retweet_count': 0, 'reply_count': 4, 'like_count': 34, 'quote_count': 0}",
9,@eladgil The New York Times:),2020-12-30T20:50:05.000Z,"{'annotations': [{'start': 13, 'end': 26, 'probability': 0.4742, 'type': 'Organization', 'normalized_text': 'New York Times'}], 'mentions': [{'start': 0, 'end': 8, 'username': 'eladgil'}]}",1344385291285528577,"{'retweet_count': 2, 'reply_count': 5, 'like_count': 92, 'quote_count': 0}","[{'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040666972', 'name': 'The New York Times'}}]"
10,@gokulr choose better board members when deciding who to raise $ from :),2020-12-30T20:35:46.000Z,"{'mentions': [{'start': 0, 'end': 7, 'username': 'gokulr'}]}",1344381686922969089,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 34, 'quote_count': 0}",
11,@BillyCorben 100% false.  Delete your account.,2020-12-30T20:34:04.000Z,"{'mentions': [{'start': 0, 'end': 12, 'username': 'BillyCorben'}]}",1344381259011657729,"{'retweet_count': 0, 'reply_count': 10, 'like_count': 7, 'quote_count': 1}",
12,@mhdempsey more correct than false:),2020-12-30T19:06:56.000Z,"{'mentions': [{'start': 0, 'end': 10, 'username': 'mhdempsey'}]}",1344359332796796929,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 14, 'quote_count': 0}",
13,@statsepi literally no American would have died under my approach.,2020-12-30T18:14:36.000Z,"{'mentions': [{'start': 0, 'end': 9, 'username': 'statsepi'}]}",1344346162476666880,"{'retweet_count': 0, 'reply_count': 4, 'like_count': 0, 'quote_count': 1}",
14,@statsepi will read your specific views after my flight.,2020-12-30T18:11:20.000Z,"{'mentions': [{'start': 0, 'end': 9, 'username': 'statsepi'}]}",1344345340833460224,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",
15,@statsepi then your views are hopeless.,2020-12-30T18:10:55.000Z,"{'mentions': [{'start': 0, 'end': 9, 'username': 'statsepi'}]}",1344345234499534848,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 0, 'quote_count': 0}",
16,@statsepi the stuff i posted is entirely correct. every human decision is a probabilistic calculation; RCTs are a religion.,2020-12-30T17:57:53.000Z,"{'mentions': [{'start': 0, 'end': 9, 'username': 'statsepi'}]}",1344341956416077824,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",
17,@statsepi where is the RCT for vitamin D or wearing a mask?  should we have insisted on those before recommending?  or a RCT for low BMI?,2020-12-30T17:46:43.000Z,"{'mentions': [{'start': 0, 'end': 9, 'username': 'statsepi'}]}",1344339144185577477,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]"
18,@statsepi go back to lying to people to protect your self worth,2020-12-30T17:38:56.000Z,"{'mentions': [{'start': 0, 'end': 9, 'username': 'statsepi'}]}",1344337187559464961,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",
19,@statsepi completely correct.  and we know w certainty that no American would have died if we adopted this coredt way of thinking.,2020-12-30T17:34:25.000Z,"{'mentions': [{'start': 0, 'end': 9, 'username': 'statsepi'}]}",1344336048705323008,"{'retweet_count': 0, 'reply_count': 4, 'like_count': 0, 'quote_count': 0}",
20,@deoates now try LA.  and Miami is completely open.,2020-12-30T16:51:30.000Z,"{'annotations': [{'start': 17, 'end': 18, 'probability': 0.4005, 'type': 'Place', 'normalized_text': 'LA'}, {'start': 26, 'end': 30, 'probability': 0.9007, 'type': 'Place', 'normalized_text': 'Miami'}], 'mentions': [{'start': 0, 'end': 8, 'username': 'deoates'}]}",1344325249047805952,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",
21,"@NaveenGRao With very limited exceptions, I would also prefer the basket of companies founded outside of SV than inside over the last 5-6 years.",2020-12-30T07:23:06.000Z,"{'mentions': [{'start': 0, 'end': 11, 'username': 'NaveenGRao'}]}",1344182205770129408,"{'retweet_count': 1, 'reply_count': 2, 'like_count': 4, 'quote_count': 0}",
22,@anothercohen every single sense Miami government is superior:),2020-12-30T07:20:58.000Z,"{'annotations': [{'start': 33, 'end': 37, 'probability': 0.8204, 'type': 'Place', 'normalized_text': 'Miami'}], 'mentions': [{'start': 0, 'end': 13, 'username': 'anothercohen'}]}",1344181671260606465,"{'retweet_count': 0, 'reply_count': 4, 'like_count': 11, 'quote_count': 0}",
23,@anothercohen your tweet was about government.,2020-12-30T05:46:29.000Z,"{'mentions': [{'start': 0, 'end': 13, 'username': 'anothercohen'}]}",1344157890899189763,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 11, 'quote_count': 0}",
24,@anthemos the good news is the people in Miami don’t care what these clueless journalists write.,2020-12-30T05:43:33.000Z,"{'annotations': [{'start': 41, 'end': 45, 'probability': 0.9984, 'type': 'Place', 'normalized_text': 'Miami'}], 'mentions': [{'start': 0, 'end': 9, 'username': 'anthemos'}]}",1344157152391282689,"{'retweet_count': 0, 'reply_count': 8, 'like_count': 13, 'quote_count': 8}",
25,@deoates we have treadmills.,2020-12-30T05:27:36.000Z,"{'mentions': [{'start': 0, 'end': 8, 'username': 'deoates'}]}",1344153138387845121,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 13, 'quote_count': 0}",
26,@deoates we will welcome when you move to Miami with us:),2020-12-30T05:26:40.000Z,"{'annotations': [{'start': 42, 'end': 46, 'probability': 0.9808, 'type': 'Place', 'normalized_text': 'Miami'}], 'mentions': [{'start': 0, 'end': 8, 'username': 'deoates'}]}",1344152905914314753,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",
27,@zebulgar @deoates @foundersfund you also forgot about the ban on outdoor dining....,2020-12-30T05:23:22.000Z,"{'mentions': [{'start': 0, 'end': 9, 'username': 'zebulgar'}, {'start': 10, 'end': 18, 'username': 'deoates'}, {'start': 19, 'end': 32, 'username': 'foundersfund'}]}",1344152076029370370,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 25, 'quote_count': 0}",
28,@zebulgar @deoates @foundersfund small details:),2020-12-30T05:21:10.000Z,"{'mentions': [{'start': 0, 'end': 9, 'username': 'zebulgar'}, {'start': 10, 'end': 18, 'username': 'deoates'}, {'start': 19, 'end': 32, 'username': 'foundersfund'}]}",1344151521064177665,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 27, 'quote_count': 0}",
29,@anothercohen Miami is better in every single sense.,2020-12-30T05:15:02.000Z,"{'annotations': [{'start': 14, 'end': 18, 'probability': 0.87, 'type': 'Place', 'normalized_text': 'Miami'}], 'mentions': [{'start': 0, 'end': 13, 'username': 'anothercohen'}]}",1344149979242266626,"{'retweet_count': 0, 'reply_count': 12, 'like_count': 65, 'quote_count': 0}",
30,@deoates @zebulgar @foundersfund more the fact he was raised in a communist regime.,2020-12-30T05:14:34.000Z,"{'mentions': [{'start': 0, 'end': 8, 'username': 'deoates'}, {'start': 9, 'end': 18, 'username': 'zebulgar'}, {'start': 19, 'end': 32, 'username': 'foundersfund'}]}",1344149861063483393,"{'retweet_count': 0, 'reply_count': 4, 'like_count': 71, 'quote_count': 1}",
31,"@pt @samson_hu @justindross i find people work substantially more outside the Bay Area. agree re ambitious thinking, though.",2020-12-30T03:28:57.000Z,"{'annotations': [{'start': 78, 'end': 85, 'probability': 0.7844, 'type': 'Place', 'normalized_text': 'Bay Area'}], 'mentions': [{'start': 0, 'end': 3, 'username': 'pt'}, {'start': 4, 'end': 14, 'username': 'samson_hu'}, {'start': 15, 'end': 27, 'username': 'justindross'}]}",1344123279334731777,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 7, 'quote_count': 0}",
32,@justindross @kaler will be in Miami soon enough.,2020-12-30T02:55:46.000Z,"{'annotations': [{'start': 31, 'end': 35, 'probability': 0.9972, 'type': 'Place', 'normalized_text': 'Miami'}], 'mentions': [{'start': 0, 'end': 12, 'username': 'justindross'}, {'start': 13, 'end': 19, 'username': 'kaler'}]}",1344114929318518784,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 1}",
33,@ataussig @faire_wholesale @TripActions @thoughtspot design is better in Miami and easy to recruit for.   not challenging to recruit high growth executives to move here.,2020-12-29T23:48:33.000Z,"{'annotations': [{'start': 73, 'end': 77, 'probability': 0.9019, 'type': 'Place', 'normalized_text': 'Miami'}], 'mentions': [{'start': 0, 'end': 9, 'username': 'ataussig'}, {'start': 10, 'end': 26, 'username': 'faire_wholesale'}, {'start': 27, 'end': 39, 'username': 'TripActions'}, {'start': 40, 'end': 52, 'username': 'thoughtspot'}]}",1344067816769507328,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",
34,@Wellington_Hsu @anothercohen @pitdesi FF is only invested in the right company.,2020-12-29T23:36:53.000Z,"{'mentions': [{'start': 0, 'end': 15, 'username': 'Wellington_Hsu'}, {'start': 16, 'end': 29, 'username': 'anothercohen'}, {'start': 30, 'end': 38, 'username': 'pitdesi'}]}",1344064880173727746,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",
35,@Jessicalessin @theinformation missing many critical ones:),2020-12-29T23:20:20.000Z,"{'mentions': [{'start': 0, 'end': 14, 'username': 'Jessicalessin'}, {'start': 15, 'end': 30, 'username': 'theinformation'}]}",1344060715892580352,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 9, 'quote_count': 0}",
36,@ataussig @faire_wholesale @TripActions @thoughtspot well the usual justification for SV is engineering etc etc,2020-12-29T23:18:23.000Z,"{'mentions': [{'start': 0, 'end': 9, 'username': 'ataussig'}, {'start': 10, 'end': 26, 'username': 'faire_wholesale'}, {'start': 27, 'end': 39, 'username': 'TripActions'}, {'start': 40, 'end': 52, 'username': 'thoughtspot'}]}",1344060224437547008,"{'retweet_count': 1, 'reply_count': 3, 'like_count': 1, 'quote_count': 0}",
37,@chsrbrts would you take that basket or the basket outside SV over the next 5 years?,2020-12-29T23:17:38.000Z,"{'mentions': [{'start': 0, 'end': 9, 'username': 'chsrbrts'}]}",1344060037308674048,"{'retweet_count': 0, 'reply_count': 5, 'like_count': 13, 'quote_count': 0}",
38,@ataussig @faire_wholesale @TripActions yes re Faire which will be the most successful but as you know all of the engineers are outside the Bay Area.,2020-12-29T23:06:32.000Z,"{'annotations': [{'start': 140, 'end': 147, 'probability': 0.8359, 'type': 'Place', 'normalized_text': 'Bay Area'}], 'mentions': [{'start': 0, 'end': 9, 'username': 'ataussig'}, {'start': 10, 'end': 26, 'username': 'faire_wholesale'}, {'start': 27, 'end': 39, 'username': 'TripActions'}]}",1344057243868622848,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 5, 'quote_count': 0}",
39,"@yoheinakajima interestingly, i would short all of the top 4.",2020-12-29T23:01:42.000Z,"{'mentions': [{'start': 0, 'end': 14, 'username': 'yoheinakajima'}]}",1344056027621126144,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 8, 'quote_count': 0}",
40,@sarthakgh @pitdesi RigUp is in Houston.  Hopin is Germany?,2020-12-29T22:50:32.000Z,"{'annotations': [{'start': 32, 'end': 38, 'probability': 0.9978, 'type': 'Place', 'normalized_text': 'Houston'}, {'start': 51, 'end': 57, 'probability': 0.9956, 'type': 'Place', 'normalized_text': 'Germany'}], 'mentions': [{'start': 0, 'end': 10, 'username': 'sarthakgh'}, {'start': 11, 'end': 19, 'username': 'pitdesi'}]}",1344053216380559360,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",
41,@anothercohen @pitdesi neither founder is in SV.  not sure about headcount.  and the market leader will be in nyc:),2020-12-29T22:37:52.000Z,"{'annotations': [{'start': 110, 'end': 112, 'probability': 0.8523, 'type': 'Place', 'normalized_text': 'nyc'}], 'mentions': [{'start': 0, 'end': 13, 'username': 'anothercohen'}, {'start': 14, 'end': 22, 'username': 'pitdesi'}]}",1344050025995726848,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 6, 'quote_count': 0}",
42,@blakeir not sure about details.,2020-12-29T22:31:14.000Z,"{'mentions': [{'start': 0, 'end': 8, 'username': 'blakeir'}]}",1344048356331384833,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
43,:) https://t.co/T7xtGtdMYU,2020-12-29T22:29:36.000Z,"{'urls': [{'start': 3, 'end': 26, 'url': 'https://t.co/T7xtGtdMYU', 'expanded_url': 'https://twitter.com/maddeytv/status/1343565021993984003', 'display_url': 'twitter.com/maddeytv/statu…'}]}",1344047948452167680,"{'retweet_count': 6, 'reply_count': 7, 'like_count': 94, 'quote_count': 1}",
44,Tweet of the Day. https://t.co/WQ4KefyvhE,2020-12-29T22:28:33.000Z,"{'urls': [{'start': 18, 'end': 41, 'url': 'https://t.co/WQ4KefyvhE', 'expanded_url': 'https://twitter.com/sarthakgh/status/1344045722455449601', 'display_url': 'twitter.com/sarthakgh/stat…'}]}",1344047684039049216,"{'retweet_count': 1, 'reply_count': 2, 'like_count': 47, 'quote_count': 0}","[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10045225402', 'name': 'Twitter'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1037320051676786688', 'name': 'Wired', 'description': 'Wired'}}]"
45,@pitdesi @nealjean1 OnlyFans:),2020-12-29T22:21:33.000Z,"{'mentions': [{'start': 0, 'end': 8, 'username': 'pitdesi'}, {'start': 9, 'end': 19, 'username': 'nealjean1'}]}",1344045920074096640,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 6, 'quote_count': 0}",
46,"@shaig yes, but you agree if that is the sum of the list it undermines this SV network effect is indispensable.",2020-12-29T22:12:10.000Z,"{'mentions': [{'start': 0, 'end': 6, 'username': 'shaig'}]}",1344043561222750210,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 5, 'quote_count': 0}",
47,@pitdesi several in our portfolio.,2020-12-29T22:11:29.000Z,"{'mentions': [{'start': 0, 'end': 8, 'username': 'pitdesi'}]}",1344043387867910144,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 4, 'quote_count': 0}",
48,@pitdesi fairly small list and ex Scale (and Faire which doesn’t really qualify) the maximum valuation is $1.x B,2020-12-29T22:08:16.000Z,"{'mentions': [{'start': 0, 'end': 8, 'username': 'pitdesi'}]}",1344042578807701506,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",
49,@Chad_Hurley you own them.,2020-12-29T21:56:31.000Z,"{'mentions': [{'start': 0, 'end': 12, 'username': 'Chad_Hurley'}]}",1344039619759800320,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 17, 'quote_count': 0}","[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1052689248648716290', 'name': 'Chad Hurley', 'description': 'Chad Hurley'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847529762566230016', 'name': 'Business and finance', 'description': 'Business'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '857878777191211008', 'name': 'Leadership', 'description': 'Leadership'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '857879456773357569', 'name': 'Technology', 'description': 'Technology'}}]"
50,@MattZeitlin @mims that is actually a great Con Law final exam question.,2020-12-29T21:51:56.000Z,"{'mentions': [{'start': 0, 'end': 12, 'username': 'MattZeitlin'}, {'start': 13, 'end': 18, 'username': 'mims'}]}",1344038467022426112,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 11, 'quote_count': 0}",
51,@pitdesi @ekriessmann @tejasdpnde i am quite confident i know this company and who is hiring where.,2020-12-29T21:50:47.000Z,"{'mentions': [{'start': 0, 'end': 8, 'username': 'pitdesi'}, {'start': 9, 'end': 21, 'username': 'ekriessmann'}, {'start': 22, 'end': 33, 'username': 'tejasdpnde'}]}",1344038177212809216,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",
52,@ekriessmann @pitdesi @tejasdpnde no engineers in SV.,2020-12-29T21:31:59.000Z,"{'mentions': [{'start': 0, 'end': 12, 'username': 'ekriessmann'}, {'start': 13, 'end': 21, 'username': 'pitdesi'}, {'start': 22, 'end': 33, 'username': 'tejasdpnde'}]}",1344033447421960192,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",
53,@justindross Faire doesn’t have any engineers in SV.,2020-12-29T21:30:40.000Z,"{'mentions': [{'start': 0, 'end': 12, 'username': 'justindross'}]}",1344033117384757248,"{'retweet_count': 0, 'reply_count': 4, 'like_count': 7, 'quote_count': 0}",
54,What is the most successful company founded after 2014 that has a majority of its employees in Silicon Valley?,2020-12-29T19:48:01.000Z,"{'annotations': [{'start': 95, 'end': 108, 'probability': 0.9127, 'type': 'Place', 'normalized_text': 'Silicon Valley'}]}",1344007284704210944,"{'retweet_count': 20, 'reply_count': 98, 'like_count': 338, 'quote_count': 7}",
55,Recommend. https://t.co/uopHQCWdq2,2020-12-29T19:35:12.000Z,"{'urls': [{'start': 11, 'end': 34, 'url': 'https://t.co/uopHQCWdq2', 'expanded_url': 'https://twitter.com/cory/status/1343955300425101313', 'display_url': 'twitter.com/cory/status/13…'}]}",1344004056566489089,"{'retweet_count': 5, 'reply_count': 9, 'like_count': 145, 'quote_count': 1}","[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1220824190619545601', 'name': 'Tinder'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '1206704182717104128', 'name': 'Model figures'}}, {'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597105094656', 'name': 'TV/Movies Related'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026367762', 'name': 'Netflix'}}]"
56,@Josh_Ebner @jbarro 100%.,2020-12-29T19:24:21.000Z,"{'mentions': [{'start': 0, 'end': 11, 'username': 'Josh_Ebner'}, {'start': 12, 'end': 19, 'username': 'jbarro'}]}",1344001326116528128,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1054144314920468482', 'name': 'Josh Barro', 'description': 'Josh Barro'}}, {'domain': {'id': '94', 'name': 'Journalist', 'description': ""A journalist like 'Anderson Cooper'""}, 'entity': {'id': '1054144314920468482', 'name': 'Josh Barro', 'description': 'Josh Barro'}}]"
57,@ScotchGuyDan @jbarro definitely,2020-12-29T19:24:07.000Z,"{'mentions': [{'start': 0, 'end': 13, 'username': 'ScotchGuyDan'}, {'start': 14, 'end': 21, 'username': 'jbarro'}]}",1344001270881783808,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1054144314920468482', 'name': 'Josh Barro', 'description': 'Josh Barro'}}, {'domain': {'id': '94', 'name': 'Journalist', 'description': ""A journalist like 'Anderson Cooper'""}, 'entity': {'id': '1054144314920468482', 'name': 'Josh Barro', 'description': 'Josh Barro'}}]"
58,@jbarro actually it is under-reported.  all of the people defending it are looking at lagging indicators.,2020-12-29T19:15:05.000Z,"{'mentions': [{'start': 0, 'end': 7, 'username': 'jbarro'}]}",1343998995647979520,"{'retweet_count': 0, 'reply_count': 5, 'like_count': 53, 'quote_count': 0}","[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1054144314920468482', 'name': 'Josh Barro', 'description': 'Josh Barro'}}, {'domain': {'id': '94', 'name': 'Journalist', 'description': ""A journalist like 'Anderson Cooper'""}, 'entity': {'id': '1054144314920468482', 'name': 'Josh Barro', 'description': 'Josh Barro'}}]"
59,"@teddyschleifer fortunately, the people in Miami don’t fall prey to these silly canards.",2020-12-29T02:59:35.000Z,"{'annotations': [{'start': 43, 'end': 47, 'probability': 0.9981, 'type': 'Place', 'normalized_text': 'Miami'}], 'mentions': [{'start': 0, 'end': 15, 'username': 'teddyschleifer'}]}",1343753503186055170,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 35, 'quote_count': 0}","[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1054531880689618944', 'name': 'Teddy Schleifer', 'description': 'Teddy Schleifer'}}, {'domain': {'id': '94', 'name': 'Journalist', 'description': ""A journalist like 'Anderson Cooper'""}, 'entity': {'id': '1054531880689618944', 'name': 'Teddy Schleifer', 'description': 'Teddy Schleifer'}}]"
60,@teddyschleifer imagine being a snarky journalist who has no clue what his constituents want.,2020-12-29T02:58:18.000Z,"{'mentions': [{'start': 0, 'end': 15, 'username': 'teddyschleifer'}]}",1343753178823716866,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 120, 'quote_count': 0}","[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1054531880689618944', 'name': 'Teddy Schleifer', 'description': 'Teddy Schleifer'}}, {'domain': {'id': '94', 'name': 'Journalist', 'description': ""A journalist like 'Anderson Cooper'""}, 'entity': {'id': '1054531880689618944', 'name': 'Teddy Schleifer', 'description': 'Teddy Schleifer'}}]"
