,created_at,public_metrics,entities,text,id,context_annotations
0,2020-12-19T06:49:57.000Z,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'hashtags': [{'start': 85, 'end': 94, 'tag': 'mmhmmapp'}], 'mentions': [{'start': 3, 'end': 12, 'username': 'mmhmmapp'}]}","RT @mmhmmapp: We thought presentations were getting stale, so we spiced them up with #mmhmmapp
Get your free 7-day premium trial at https:/…",1340187596484329472,
1,2020-12-12T04:30:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'mentions': [{'start': 0, 'end': 8, 'username': 'comcast'}, {'start': 24, 'end': 32, 'username': 'comcast'}]}",@comcast Even better if @comcast doesn’t have multi hour outages ....,1337615719752638464,"[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596165640192', 'name': 'Telco'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026876715', 'name': 'Comcast'}}]"
2,2020-12-09T06:52:43.000Z,"{'retweet_count': 41, 'reply_count': 18, 'like_count': 522, 'quote_count': 6}","{'annotations': [{'start': 15, 'end': 24, 'probability': 0.9989, 'type': 'Place', 'normalized_text': 'Sacramento'}, {'start': 87, 'end': 96, 'probability': 0.9605, 'type': 'Place', 'normalized_text': 'California'}], 'urls': [{'start': 107, 'end': 130, 'url': 'https://t.co/tMOvtbVphq', 'expanded_url': 'https://twitter.com/DavidSacks/status/1336550242473238528', 'display_url': 'twitter.com/DavidSacks/sta…'}]}",Politicians in Sacramento continue to downplay the risk of an exodus at their own (and California‘a) peril https://t.co/tMOvtbVphq,1336564417215926272,
3,2020-11-24T21:22:48.000Z,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 58, 'quote_count': 2}","{'urls': [{'start': 70, 'end': 93, 'url': 'https://t.co/CsJ4t0u6cQ', 'expanded_url': 'https://donate.wikimedia.org/?utm_medium=SocialMedia&utm_campaign=ThankYouPage&utm_source=Twitter&uselang=en', 'display_url': 'donate.wikimedia.org/?utm_medium=So…'}], 'hashtags': [{'start': 54, 'end': 69, 'tag': 'iloveWikipedia'}], 'mentions': [{'start': 18, 'end': 28, 'username': 'Wikipedia'}]}",I just donated to @Wikipedia. Support free knowledge! #iloveWikipedia https://t.co/CsJ4t0u6cQ,1331347560225669120,
4,2020-11-13T23:17:09.000Z,"{'retweet_count': 77, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'annotations': [{'start': 42, 'end': 44, 'probability': 0.4859, 'type': 'Product', 'normalized_text': 'Mac'}], 'mentions': [{'start': 3, 'end': 12, 'username': 'mmhmmapp'}]}",RT @mmhmmapp: This is it! Today mmhmm for Mac is launching into the world. Now you’ll no longer need an invite to create magical video pres…,1327390070685396992,
5,2020-11-13T23:16:51.000Z,"{'retweet_count': 7, 'reply_count': 1, 'like_count': 59, 'quote_count': 2}","{'annotations': [{'start': 124, 'end': 130, 'probability': 0.4707, 'type': 'Person', 'normalized_text': 'Expanse'}, {'start': 143, 'end': 151, 'probability': 0.9885, 'type': 'Person', 'normalized_text': 'Tim Junio'}, {'start': 157, 'end': 168, 'probability': 0.9848, 'type': 'Person', 'normalized_text': 'Matt Kraning'}], 'urls': [{'start': 171, 'end': 194, 'url': 'https://t.co/pqE7mihnJ1', 'expanded_url': 'https://expanse.co/blog/palo-alto-networks-announces-intent-to-acquire-expanse/', 'display_url': 'expanse.co/blog/palo-alto…'}], 'mentions': [{'start': 19, 'end': 33, 'username': 'PaloAltoNtwks'}, {'start': 38, 'end': 49, 'username': 'Expanseinc'}, {'start': 94, 'end': 108, 'username': 'shaunmmaguire'}]}","Congratulations to @PaloAltoNtwks and @expanseinc on joining forces, and to my fellow partner @shaunmmaguire who co-founded Expanse along with Tim Junio and Matt Kraning. https://t.co/pqE7mihnJ1",1327389996723048448,"[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10043154678', 'name': 'Palo Alto Networks'}}]"
6,2020-11-11T06:36:33.000Z,"{'retweet_count': 29, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'annotations': [{'start': 36, 'end': 40, 'probability': 0.5724, 'type': 'Organization', 'normalized_text': 'Apple'}, {'start': 114, 'end': 118, 'probability': 0.5332, 'type': 'Organization', 'normalized_text': 'Apple'}], 'mentions': [{'start': 3, 'end': 12, 'username': 'mmhmmapp'}]}","RT @mmhmmapp: So cool to be part of Apple's event today.

Our appearance showcased a special feature we built for Apple’s new M1-powered Ma…",1326413488122712064,
7,2020-11-04T21:58:00.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 32, 'quote_count': 0}","{'annotations': [{'start': 120, 'end': 124, 'probability': 0.9835, 'type': 'Person', 'normalized_text': 'David'}], 'urls': [{'start': 145, 'end': 168, 'url': 'https://t.co/ry1inf04cx', 'expanded_url': 'https://thetwentyminutevc.com/davidhelgason-2/', 'display_url': 'thetwentyminutevc.com/davidhelgason-…'}], 'mentions': [{'start': 10, 'end': 25, 'username': 'twentyminutevc'}, {'start': 39, 'end': 53, 'username': 'davidhelgason'}, {'start': 75, 'end': 83, 'username': 'unity3d'}]}",Excellent @twentyminutevc episode with @davidhelgason on the early days at @unity3d. It's been a privilege working with David for over a decade! https://t.co/ry1inf04cx,1324108661690544128,
8,2020-10-27T05:04:04.000Z,"{'retweet_count': 24, 'reply_count': 9, 'like_count': 177, 'quote_count': 13}","{'annotations': [{'start': 110, 'end': 122, 'probability': 0.3695, 'type': 'Person', 'normalized_text': 'Don Valentine'}], 'urls': [{'start': 188, 'end': 211, 'url': 'https://t.co/2mtk1VNFBt', 'expanded_url': 'https://thetwentyminutevc.com/roelofbotha/', 'display_url': 'thetwentyminutevc.com/roelofbotha/'}, {'start': 212, 'end': 235, 'url': 'https://t.co/EgFX7pNaSz', 'expanded_url': 'https://twitter.com/roelofbotha/status/1320954393252950016/video/1', 'display_url': 'pic.twitter.com/EgFX7pNaSz'}], 'mentions': [{'start': 10, 'end': 25, 'username': 'HarryStebbings'}, {'start': 43, 'end': 58, 'username': 'twentyminutevc'}, {'start': 99, 'end': 107, 'username': 'sequoia'}]}","Thank you @HarryStebbings for having me on @twentyminutevc. Here's one of my favorite lessons from @sequoia's Don Valentine that I apply whenever I meet a  founder.  
 
Full episode here: https://t.co/2mtk1VNFBt https://t.co/EgFX7pNaSz",1320954393252950016,"[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1037320960737595393', 'name': 'Sequoia Capital', 'description': 'Sequoia Capital'}}]"
9,2020-10-18T03:08:46.000Z,"{'retweet_count': 25, 'reply_count': 20, 'like_count': 124, 'quote_count': 7}","{'annotations': [{'start': 4, 'end': 13, 'probability': 0.8635, 'type': 'Place', 'normalized_text': 'California'}], 'urls': [{'start': 108, 'end': 131, 'url': 'https://t.co/bUYAeBTSi4', 'expanded_url': 'https://www.forbes.com/sites/adamandrzejewski/2020/05/19/why-california-is-in-trouble--340000-public-employees-with-100000-paychecks-cost-taxpayers-45-billion/', 'display_url': 'forbes.com/sites/adamandr…'}]}","Why California Is In Trouble – 340,000 Public Employees With $100,000+ Paychecks Cost Taxpayers $45 Billion https://t.co/bUYAeBTSi4",1317663887659999232,
10,2020-10-18T00:00:03.000Z,"{'retweet_count': 67, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'annotations': [{'start': 58, 'end': 67, 'probability': 0.9973, 'type': 'Place', 'normalized_text': 'California'}], 'mentions': [{'start': 3, 'end': 14, 'username': 'DavidSacks'}]}","RT @DavidSacks: The ballot initiative we actually need in California:

“The annual growth in spending on public employees shall not exceed…",1317616395497074688,
11,2020-10-15T13:14:57.000Z,"{'retweet_count': 28, 'reply_count': 89, 'like_count': 380, 'quote_count': 14}","{'annotations': [{'start': 59, 'end': 60, 'probability': 0.7501, 'type': 'Place', 'normalized_text': 'US'}]}",What troubles me the most is the increased polarization of US society. There seems to be scant willingness or tolerance - on either side - for joint engagement to address our problems. How do we transcend this disunity so we can work together to build a better future?,1316729274607366144,
12,2020-10-15T04:36:26.000Z,"{'retweet_count': 104, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'annotations': [{'start': 18, 'end': 37, 'probability': 0.611, 'type': 'Organization', 'normalized_text': 'New York Times Guild'}], 'urls': [{'start': 83, 'end': 106, 'url': 'https://t.co/4gHVn6vr7c', 'expanded_url': 'https://interc.pt/3luFPZ8', 'display_url': 'interc.pt/3luFPZ8'}], 'mentions': [{'start': 3, 'end': 12, 'username': 'sapinker'}, {'start': 110, 'end': 121, 'username': 'ggreenwald'}]}",RT @sapinker: The New York Times Guild once again demands censorship of colleagues https://t.co/4gHVn6vr7c by @ggreenwald,1316598784252493824,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1070710947310788608', 'name': 'Glenn Greenwald', 'description': 'American journalist, lawyer and writer'}}, {'domain': {'id': '94', 'name': 'Journalist', 'description': ""A journalist like 'Anderson Cooper'""}, 'entity': {'id': '1070710947310788608', 'name': 'Glenn Greenwald', 'description': 'American journalist, lawyer and writer'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040666972', 'name': 'The New York Times'}}]"
13,2020-10-15T04:04:56.000Z,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 8, 'quote_count': 0}","{'annotations': [{'start': 121, 'end': 142, 'probability': 0.8089, 'type': 'Product', 'normalized_text': 'Facebook Filter Bubble'}], 'mentions': [{'start': 0, 'end': 12, 'username': 'danfaggella'}, {'start': 13, 'end': 23, 'username': 'CHSommers'}, {'start': 24, 'end': 33, 'username': 'Facebook'}]}",@danfaggella @CHSommers @Facebook Agreed - but the FB model is not  based on an audience that sees the same content. The Facebook Filter Bubble is one of the most dangerous consequences of its algorithm that determines what a user sees in his/her feed.,1316590860130119680,"[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10029202045', 'name': 'Facebook'}}]"
14,2020-10-15T03:56:47.000Z,"{'retweet_count': 1, 'reply_count': 3, 'like_count': 28, 'quote_count': 1}","{'mentions': [{'start': 0, 'end': 8, 'username': 'pmontee'}]}",@pmontee Oops - you mean my family who oversaw a peaceful transition to democracy rule?,1316588807538405379,
15,2020-10-15T03:55:11.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 12, 'quote_count': 0}","{'mentions': [{'start': 0, 'end': 11, 'username': 'IshanPuri2'}]}","@IshanPuri2 Sometimes truth is elusive. But good journalism exposes all arguments. If you brazenly twist evidence to suit your story, that is untruthful reporting.",1316588405573124096,
16,2020-10-15T03:53:54.000Z,"{'retweet_count': 0, 'reply_count': 4, 'like_count': 12, 'quote_count': 0}","{'annotations': [{'start': 16, 'end': 18, 'probability': 0.9812, 'type': 'Organization', 'normalized_text': 'NYT'}], 'mentions': [{'start': 0, 'end': 8, 'username': 'scottew'}]}","@scottew If the NYT appealed to a broad base of readers with balanced reporting, yes. Focusing on any narrow set of users leads to a reinforcing bubble.",1316588082880081920,"[{'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040666972', 'name': 'The New York Times'}}]"
17,2020-10-15T03:52:05.000Z,"{'retweet_count': 1, 'reply_count': 11, 'like_count': 37, 'quote_count': 0}","{'mentions': [{'start': 0, 'end': 11, 'username': 'PaulBieber'}]}","@PaulBieber But they still had a meaningful advertising revenue stream, which nudged them to embrace a wider audience with more balanced reporting. As a percentage of revenue, advertising has roughly halved from 50% to 25% over the past decade.",1316587626762182657,"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847529762566230016', 'name': 'Business and finance', 'description': 'Business'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '857878521472888832', 'name': 'Advertising', 'description': 'Advertising'}}]"
18,2020-10-15T03:14:56.000Z,"{'retweet_count': 196, 'reply_count': 103, 'like_count': 1380, 'quote_count': 83}","{'annotations': [{'start': 4, 'end': 6, 'probability': 0.9789, 'type': 'Organization', 'normalized_text': 'NYT'}]}","The NYT's adoption of a subscription business model is a Faustian Bargain. Revenue predictability was traded for balanced reporting. The newspaper's incentive is no longer truth seeking, but to build an echo chamber catering to the previously held beliefs of its existing audience",1316578275360083969,"[{'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040666972', 'name': 'The New York Times'}}]"
19,2020-10-11T15:58:59.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 14, 'quote_count': 0}","{'mentions': [{'start': 0, 'end': 10, 'username': 'wallabies'}, {'start': 11, 'end': 21, 'username': 'AllBlacks'}]}",@wallabies @AllBlacks This is the incredible spirit of sportsmanship that makes rugby such a unique sport,1315321006051868672,"[{'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '847902509750407168', 'name': 'Rugby', 'description': 'Rugby'}}, {'domain': {'id': '12', 'name': 'Sports Team', 'description': 'A sports team organization, like Arsenal and the Boston Celtics'}, 'entity': {'id': '1159933321557639168', 'name': 'New Zealand', 'description': ""New Zealand Men's Rugby Union Team""}}]"
20,2020-10-10T04:26:25.000Z,"{'retweet_count': 386, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'annotations': [{'start': 57, 'end': 62, 'probability': 0.9991, 'type': 'Place', 'normalized_text': 'Sweden'}, {'start': 76, 'end': 81, 'probability': 0.9892, 'type': 'Place', 'normalized_text': 'Sweden'}], 'mentions': [{'start': 3, 'end': 19, 'username': 'pieterstreicher'}]}",RT @pieterstreicher: There is no resurgance in deaths in Sweden whatsoever. Sweden has herd immunity with only 1% confirmed cases. The more…,1314784325129269248,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]"
21,2020-10-08T01:07:37.000Z,"{'retweet_count': 5, 'reply_count': 0, 'like_count': 11, 'quote_count': 0}","{'urls': [{'start': 81, 'end': 104, 'url': 'https://t.co/btbmHnPfyO', 'expanded_url': 'https://www.mmhmm.app/invite', 'display_url': 'mmhmm.app/invite'}], 'mentions': [{'start': 31, 'end': 40, 'username': 'mmhmmapp'}]}",Wondering how to get access to @mmhmmapp? Visit their website to grab an invite. https://t.co/btbmHnPfyO,1314009521602265088,
22,2020-10-08T01:07:37.000Z,"{'retweet_count': 3, 'reply_count': 3, 'like_count': 33, 'quote_count': 1}","{'annotations': [{'start': 74, 'end': 77, 'probability': 0.8997, 'type': 'Person', 'normalized_text': 'Phil'}], 'urls': [{'start': 237, 'end': 260, 'url': 'https://t.co/lauA8CBvre', 'expanded_url': 'https://twitter.com/roelofbotha/status/1314009520079683585/video/1', 'display_url': 'pic.twitter.com/lauA8CBvre'}], 'mentions': [{'start': 46, 'end': 55, 'username': 'mmhmmapp'}, {'start': 65, 'end': 72, 'username': 'plibin'}, {'start': 126, 'end': 134, 'username': 'sequoia'}]}","None of this would have been possible without @mmhmmapp founder, @plibin. Phil, thank you for your vision and imagination. We @sequoia are proud to be your partner as you embark on helping people communicate better in our virtual world. https://t.co/lauA8CBvre",1314009520079683585,"[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1037320960737595393', 'name': 'Sequoia Capital', 'description': 'Sequoia Capital'}}]"
23,2020-10-08T01:07:27.000Z,"{'retweet_count': 12, 'reply_count': 2, 'like_count': 47, 'quote_count': 2}","{'urls': [{'start': 157, 'end': 180, 'url': 'https://t.co/CgMszxExxN', 'expanded_url': 'https://twitter.com/roelofbotha/status/1314009479181033472/video/1', 'display_url': 'pic.twitter.com/CgMszxExxN'}], 'mentions': [{'start': 42, 'end': 51, 'username': 'mmhmmapp'}]}","For the past four months, I’ve been using @mmhmmapp every day. Here’s a glimpse into how mmhmm has transformed my life sitting behind a screen and a camera. https://t.co/CgMszxExxN",1314009479181033472,
24,2020-10-08T01:07:18.000Z,"{'retweet_count': 7, 'reply_count': 5, 'like_count': 104, 'quote_count': 3}","{'urls': [{'start': 146, 'end': 169, 'url': 'https://t.co/2QBbbrE0RY', 'expanded_url': 'https://www.forbes.com/sites/alexkonrad/2020/10/07/video-startup-mmhmm-raises-31-million-pre-launch/#68714e92bcc2', 'display_url': 'forbes.com/sites/alexkonr…'}], 'mentions': [{'start': 17, 'end': 25, 'username': 'sequoia'}, {'start': 47, 'end': 56, 'username': 'mmhmmapp'}]}","Back in June, we @sequoia first partnered with @mmhmmapp on their seed round. Today, we’re excited to announce that we’re leading their Series A. https://t.co/2QBbbrE0RY",1314009443030368257,"[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1037320960737595393', 'name': 'Sequoia Capital', 'description': 'Sequoia Capital'}}]"
25,2020-10-07T14:18:24.000Z,"{'retweet_count': 47, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'annotations': [{'start': 25, 'end': 32, 'probability': 0.5828, 'type': 'Product', 'normalized_text': 'Evernote'}], 'urls': [{'start': 72, 'end': 95, 'url': 'https://t.co/ypHiBqLDMx', 'expanded_url': 'http://evernote.com/download', 'display_url': 'evernote.com/download'}, {'start': 117, 'end': 140, 'url': 'https://t.co/oJMVFPXHIf', 'expanded_url': 'https://twitter.com/evernote/status/1313840145095950336/photo/1', 'display_url': 'pic.twitter.com/oJMVFPXHIf'}], 'hashtags': [{'start': 97, 'end': 116, 'tag': 'everbetterevernote'}], 'mentions': [{'start': 3, 'end': 12, 'username': 'evernote'}]}","RT @evernote: 🎉 The new Evernote for Desktop is here! 🎉 

Get it now ➡️ https://t.co/ypHiBqLDMx. #everbetterevernote https://t.co/oJMVFPXHIf",1313846139863535617,"[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10043689834', 'name': 'Evernote'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}]"
26,2020-10-06T15:51:03.000Z,"{'retweet_count': 7, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'mentions': [{'start': 3, 'end': 12, 'username': 'mmhmmapp'}, {'start': 46, 'end': 59, 'username': 'TheEconomist'}, {'start': 99, 'end': 106, 'username': 'GlennF'}]}","RT @mmhmmapp: “Elegant, flexible, engaging” — @TheEconomist has us blushing. 

Thanks for the love @GlennF. Glad you’re enjoying mmhmm! htt…",1313507068674859008,"[{'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040667273', 'name': 'The Economist'}}]"
27,2020-10-01T18:19:10.000Z,"{'retweet_count': 105, 'reply_count': 42, 'like_count': 699, 'quote_count': 24}",,"A few years ago, companies started to track the % of their employees ""not in SF"" given the clear headwinds of operating in such a business-unfriendly city. Now, the trickle has turned into a torrent: companies are relocating whole-scale.",1311732402989850626,
28,2020-09-30T04:33:52.000Z,"{'retweet_count': 8, 'reply_count': 4, 'like_count': 43, 'quote_count': 0}","{'annotations': [{'start': 67, 'end': 68, 'probability': 0.8003, 'type': 'Place', 'normalized_text': 'CA'}], 'urls': [{'start': 73, 'end': 96, 'url': 'https://t.co/yt5edmIdsd', 'expanded_url': 'https://www.iqair.com/earth', 'display_url': 'iqair.com/earth'}]}","Best website I've discovered this month (sadly, now a necessity in CA):  https://t.co/yt5edmIdsd",1311162323193614338,
29,2020-09-25T22:41:00.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'mentions': [{'start': 3, 'end': 11, 'username': 'sequoia'}, {'start': 106, 'end': 114, 'username': 'unity3d'}]}","RT @sequoia: 2/...and thus began their journey to build the world’s leading RT3D content platform. Today, @unity3d has grown to host creato…",1309623970145107973,"[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1037320960737595393', 'name': 'Sequoia Capital', 'description': 'Sequoia Capital'}}]"
30,2020-09-25T22:40:56.000Z,"{'retweet_count': 6, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'annotations': [{'start': 77, 'end': 81, 'probability': 0.9916, 'type': 'Person', 'normalized_text': 'David'}, {'start': 84, 'end': 90, 'probability': 0.9631, 'type': 'Person', 'normalized_text': 'Joachim'}, {'start': 96, 'end': 103, 'probability': 0.9782, 'type': 'Person', 'normalized_text': 'Nicholas'}], 'hashtags': [{'start': 16, 'end': 39, 'tag': 'FounderFlashbackFriday'}], 'mentions': [{'start': 3, 'end': 11, 'username': 'sequoia'}, {'start': 41, 'end': 49, 'username': 'unity3d'}]}","RT @sequoia: 1/ #FounderFlashbackFriday: @unity3d. What struck us most about David, Joachim and Nicholas in 2009 was their vision to provid…",1309623954206752776,"[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1037320960737595393', 'name': 'Sequoia Capital', 'description': 'Sequoia Capital'}}]"
31,2020-09-23T02:25:11.000Z,"{'retweet_count': 18, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'mentions': [{'start': 3, 'end': 11, 'username': 'sequoia'}, {'start': 47, 'end': 55, 'username': 'unity3d'}]}","RT @sequoia: From the moment we partnered with @unity3d in 2009, we’ve admired the team’s unrelenting dedication to creators. Today we shar…",1308593223661686791,"[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1037320960737595393', 'name': 'Sequoia Capital', 'description': 'Sequoia Capital'}}]"
32,2020-09-20T05:08:37.000Z,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'mentions': [{'start': 3, 'end': 16, 'username': 'ZorbeySevinc'}, {'start': 18, 'end': 27, 'username': 'iansmall'}, {'start': 28, 'end': 37, 'username': 'evernote'}]}",RT @ZorbeySevinc: @iansmall @evernote I swore not to use it again.  But the new design has literally blown my mind.  Now I have to move all…,1307547190399660032,"[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10043689834', 'name': 'Evernote'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}]"
33,2020-09-19T00:13:29.000Z,"{'retweet_count': 24, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'annotations': [{'start': 30, 'end': 36, 'probability': 0.4757, 'type': 'Place', 'normalized_text': 'Sequoia'}], 'mentions': [{'start': 3, 'end': 14, 'username': 'LucianaLix'}]}","RT @LucianaLix: First week at Sequoia, and what a week it’s been! Klarna reached a
$10B valuation, Unity hit its IPO milestone, and we alre…",1307110527437541376,
34,2020-09-19T00:13:08.000Z,"{'retweet_count': 10, 'reply_count': 8, 'like_count': 134, 'quote_count': 0}","{'urls': [{'start': 105, 'end': 128, 'url': 'https://t.co/pjNOUO1w6I', 'expanded_url': 'https://twitter.com/sequoia/status/1306997257317748736', 'display_url': 'twitter.com/sequoia/status…'}]}","We have been on a journey together for the past 11 years, and look forward to many more as your partner! https://t.co/pjNOUO1w6I",1307110439680081920,
35,2020-09-19T00:11:51.000Z,"{'retweet_count': 9, 'reply_count': 4, 'like_count': 128, 'quote_count': 2}","{'annotations': [{'start': 164, 'end': 173, 'probability': 0.9934, 'type': 'Place', 'normalized_text': 'Copenhagen'}], 'urls': [{'start': 281, 'end': 304, 'url': 'https://t.co/hqb6cDsfPu', 'expanded_url': 'https://twitter.com/roelofbotha/status/1307110115896692737/photo/1', 'display_url': 'pic.twitter.com/hqb6cDsfPu'}], 'mentions': [{'start': 38, 'end': 46, 'username': 'sequoia'}, {'start': 91, 'end': 99, 'username': 'unity3d'}, {'start': 106, 'end': 120, 'username': 'davidhelgason'}]}","As we celebrate today's milestone, we @sequoia are reminiscing about when we first met the @unity3d team. @davidhelgason, thank you for missing your flight back to Copenhagen to continue our conversations, and ultimately for taking a chance on us. We are proud to be your partner. https://t.co/hqb6cDsfPu",1307110115896692737,"[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1037320960737595393', 'name': 'Sequoia Capital', 'description': 'Sequoia Capital'}}]"
36,2020-08-28T04:47:56.000Z,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 25, 'quote_count': 0}","{'annotations': [{'start': 48, 'end': 64, 'probability': 0.9451, 'type': 'Person', 'normalized_text': 'Colleen Cutcliffe'}], 'urls': [{'start': 138, 'end': 161, 'url': 'https://t.co/6yrRNeJJGn', 'expanded_url': 'https://soundcloud.com/user-306573075/27-harnessing-the-microbiome-to-combat-type-2-diabetes-colleen-cutcliffe-ceo-pendulum/s-qPeYrf4mh1h', 'display_url': 'soundcloud.com/user-306573075…'}], 'mentions': [{'start': 21, 'end': 33, 'username': 'Pendulum_Co'}]}","Hear the latest from @Pendulum_Co founder &amp; CEO Colleen Cutcliffe on how they're harnessing the microbiome to combat Type 2 Diabetes:
https://t.co/6yrRNeJJGn",1299207062048571393,
