,public_metrics,created_at,id,context_annotations,text,entities
0,"{'retweet_count': 14, 'reply_count': 11, 'like_count': 153, 'quote_count': 2}",2020-12-31T04:16:54.000Z,1344497736888958978,"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '903303816698671104', 'name': 'Wellness and health', 'description': 'Wellness & Health'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '918538847302041600', 'name': 'Community Health', 'description': 'Community Health'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '920768310152593408', 'name': 'Common Medication', 'description': 'Common Medication'}}, {'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]","Don’t let vaccines go to waste state leaders! 

if there is an expiration date on them just go with “anyone over 60” &amp; if no one shows up let anyone get a shot

there is no need to make this political or be precious — we will have hundreds of millions of shots available in 2021",
1,"{'retweet_count': 1, 'reply_count': 3, 'like_count': 11, 'quote_count': 1}",2020-12-31T03:56:43.000Z,1344492656559157249,"[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10029382357', 'name': 'YouTube'}}]",Catchy tune! https://t.co/MIf9hVttVb,"{'urls': [{'start': 13, 'end': 36, 'url': 'https://t.co/MIf9hVttVb', 'expanded_url': 'https://twitter.com/yung_spielburg/status/1344464309695389697', 'display_url': 'twitter.com/yung_spielburg…'}]}"
2,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 6, 'quote_count': 0}",2020-12-31T03:54:48.000Z,1344492173199245312,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1052689248648716290', 'name': 'Chad Hurley', 'description': 'Chad Hurley'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847529762566230016', 'name': 'Business and finance', 'description': 'Business'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '857878777191211008', 'name': 'Leadership', 'description': 'Leadership'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '857879456773357569', 'name': 'Technology', 'description': 'Technology'}}]",@Chad_Hurley ⛷,"{'mentions': [{'start': 0, 'end': 12, 'username': 'Chad_Hurley'}]}"
3,"{'retweet_count': 1, 'reply_count': 12, 'like_count': 41, 'quote_count': 0}",2020-12-31T02:01:36.000Z,1344463688275615745,,2020 https://t.co/sDAoSzriLw,"{'urls': [{'start': 5, 'end': 28, 'url': 'https://t.co/sDAoSzriLw', 'expanded_url': 'https://twitter.com/Jason/status/1344463688275615745/photo/1', 'display_url': 'pic.twitter.com/sDAoSzriLw'}]}"
4,"{'retweet_count': 23, 'reply_count': 23, 'like_count': 166, 'quote_count': 7}",2020-12-31T01:13:33.000Z,1344451593953968128,"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '898262889378619392', 'name': 'Artificial intelligence', 'description': 'Artificial Intelligence'}}]","“When we lost control of the AI, and humans VS machines played out over and over and over again across the globe, there were some strange moments. None stranger than the ‘murder dance’ the robots did in victory”    https://t.co/1osmoljCEl","{'urls': [{'start': 215, 'end': 238, 'url': 'https://t.co/1osmoljCEl', 'expanded_url': 'https://twitter.com/JaseRuggy/status/1344057887212113920/video/1', 'display_url': 'pic.twitter.com/1osmoljCEl'}]}"
5,"{'retweet_count': 19918, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2020-12-31T01:06:39.000Z,1344449858661441538,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '909786236327411717', 'name': 'Mark Hamill', 'description': 'Mark Hamill'}}, {'domain': {'id': '56', 'name': 'Actor', 'description': 'An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio'}, 'entity': {'id': '909786236327411717', 'name': 'Mark Hamill', 'description': 'Mark Hamill'}}]","RT @HamillHimself: Sometimes the greatest gifts are the most unexpected and something you never realized you wanted until it was given.

#T…","{'mentions': [{'start': 3, 'end': 17, 'username': 'HamillHimself'}]}"
6,"{'retweet_count': 0, 'reply_count': 13, 'like_count': 78, 'quote_count': 1}",2020-12-31T01:05:10.000Z,1344449485171118081,,Missing my besties — how about you? @theallinpod https://t.co/1P3WWKzrNa,"{'mentions': [{'start': 36, 'end': 48, 'username': 'theallinpod'}], 'urls': [{'start': 49, 'end': 72, 'url': 'https://t.co/1P3WWKzrNa', 'expanded_url': 'https://twitter.com/Jason/status/1344449485171118081/video/1', 'display_url': 'pic.twitter.com/1P3WWKzrNa'}]}"
7,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2020-12-30T21:46:10.000Z,1344399403176480769,,@michaelmiraflor @mattladydigital @holloway @SeedInvest https://t.co/nZJlVIbhk5 is 6x a year :-),"{'mentions': [{'start': 0, 'end': 16, 'username': 'michaelmiraflor'}, {'start': 17, 'end': 33, 'username': 'mattladydigital'}, {'start': 34, 'end': 43, 'username': 'holloway'}, {'start': 44, 'end': 55, 'username': 'SeedInvest'}], 'urls': [{'start': 56, 'end': 79, 'url': 'https://t.co/nZJlVIbhk5', 'expanded_url': 'http://angel.university', 'display_url': 'angel.university'}]}"
8,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2020-12-30T04:45:52.000Z,1344142636156776448,,@whoaapps what?!,"{'mentions': [{'start': 0, 'end': 9, 'username': 'whoaapps'}]}"
9,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2020-12-30T03:53:14.000Z,1344129393505914882,,"@netw3rk let’s be real... this is all Tibs and Woodson... this is a serious coaching staff that is demanding results and making folks fight for minutes. 

perfect execution four games in","{'annotations': [{'start': 38, 'end': 41, 'probability': 0.4412, 'type': 'Person', 'normalized_text': 'Tibs'}, {'start': 47, 'end': 53, 'probability': 0.9559, 'type': 'Person', 'normalized_text': 'Woodson'}], 'mentions': [{'start': 0, 'end': 8, 'username': 'netw3rk'}]}"
10,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",2020-12-30T03:50:41.000Z,1344128752620474369,"[{'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10000607734', 'name': 'NBA Basketball', 'description': 'All the latest basketball action from the NBA.'}}, {'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10029190505', 'name': 'Live: NBA Basketball', 'description': 'Live coverage from the National Basketball Association, the top basketball league in North America.'}}, {'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10029304530', 'name': 'NBA Basketball'}}, {'domain': {'id': '6', 'name': 'Sports Event'}, 'entity': {'id': '1334960854782017537', 'name': 'Rockets at Nuggets'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '809849102196293632', 'name': 'James Harden'}}, {'domain': {'id': '12', 'name': 'Sports Team', 'description': 'A sports team organization, like Arsenal and the Boston Celtics'}, 'entity': {'id': '706083858840576000', 'name': 'Houston Rockets'}}, {'domain': {'id': '26', 'name': 'Sports League', 'description': ''}, 'entity': {'id': '706083889454813185', 'name': 'NBA'}}, {'domain': {'id': '39', 'name': 'Basketball Game', 'description': 'Sports Event specific to Basketball games'}, 'entity': {'id': '1334960854782017537', 'name': 'Rockets at Nuggets'}}, {'domain': {'id': '60', 'name': 'Athlete', 'description': 'An athlete in the world, like Serena Williams or Lionel Messi'}, 'entity': {'id': '809849102196293632', 'name': 'James Harden'}}]",@netw3rk ship him to @HoustonRockets — let’s get @JHarden13 in here,"{'mentions': [{'start': 0, 'end': 8, 'username': 'netw3rk'}, {'start': 21, 'end': 36, 'username': 'HoustonRockets'}, {'start': 49, 'end': 59, 'username': 'JHarden13'}]}"
11,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 5, 'quote_count': 0}",2020-12-30T03:50:25.000Z,1344128682571386880,"[{'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10000607734', 'name': 'NBA Basketball', 'description': 'All the latest basketball action from the NBA.'}}, {'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10029190505', 'name': 'Live: NBA Basketball', 'description': 'Live coverage from the National Basketball Association, the top basketball league in North America.'}}, {'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10029304530', 'name': 'NBA Basketball'}}, {'domain': {'id': '6', 'name': 'Sports Event'}, 'entity': {'id': '1334960854782017537', 'name': 'Rockets at Nuggets'}}, {'domain': {'id': '6', 'name': 'Sports Event'}, 'entity': {'id': '1334960857915084800', 'name': 'Knicks at Cavaliers'}}, {'domain': {'id': '12', 'name': 'Sports Team', 'description': 'A sports team organization, like Arsenal and the Boston Celtics'}, 'entity': {'id': '706083858840576000', 'name': 'Houston Rockets'}}, {'domain': {'id': '12', 'name': 'Sports Team', 'description': 'A sports team organization, like Arsenal and the Boston Celtics'}, 'entity': {'id': '706083892525010946', 'name': 'New York Knicks'}}, {'domain': {'id': '26', 'name': 'Sports League', 'description': ''}, 'entity': {'id': '706083889454813185', 'name': 'NBA'}}, {'domain': {'id': '39', 'name': 'Basketball Game', 'description': 'Sports Event specific to Basketball games'}, 'entity': {'id': '1334960854782017537', 'name': 'Rockets at Nuggets'}}, {'domain': {'id': '39', 'name': 'Basketball Game', 'description': 'Sports Event specific to Basketball games'}, 'entity': {'id': '1334960857915084800', 'name': 'Knicks at Cavaliers'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '809849107644715008', 'name': 'Julius Randle'}}, {'domain': {'id': '60', 'name': 'Athlete', 'description': 'An athlete in the world, like Serena Williams or Lionel Messi'}, 'entity': {'id': '809849107644715008', 'name': 'Julius Randle'}}]",cc @HoustonRockets whats up? https://t.co/AyCSGKpkd0,"{'mentions': [{'start': 3, 'end': 18, 'username': 'HoustonRockets'}], 'urls': [{'start': 29, 'end': 52, 'url': 'https://t.co/AyCSGKpkd0', 'expanded_url': 'https://twitter.com/espn/status/1344108882977845251', 'display_url': 'twitter.com/espn/status/13…'}]}"
12,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",2020-12-30T03:49:02.000Z,1344128336142864385,,@mabenet odd cc @heidibraun @preshdkumar maybe it got locked by accident?,"{'mentions': [{'start': 0, 'end': 8, 'username': 'mabenet'}, {'start': 16, 'end': 27, 'username': 'heidibraun'}, {'start': 28, 'end': 40, 'username': 'preshdkumar'}]}"
13,"{'retweet_count': 0, 'reply_count': 7, 'like_count': 26, 'quote_count': 0}",2020-12-30T02:41:23.000Z,1344111310905044992,"[{'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10000607734', 'name': 'NBA Basketball', 'description': 'All the latest basketball action from the NBA.'}}, {'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10029190505', 'name': 'Live: NBA Basketball', 'description': 'Live coverage from the National Basketball Association, the top basketball league in North America.'}}, {'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10029304530', 'name': 'NBA Basketball'}}, {'domain': {'id': '6', 'name': 'Sports Event'}, 'entity': {'id': '1334960857915084800', 'name': 'Knicks at Cavaliers'}}, {'domain': {'id': '12', 'name': 'Sports Team', 'description': 'A sports team organization, like Arsenal and the Boston Celtics'}, 'entity': {'id': '706083892525010946', 'name': 'New York Knicks'}}, {'domain': {'id': '26', 'name': 'Sports League', 'description': ''}, 'entity': {'id': '706083889454813185', 'name': 'NBA'}}, {'domain': {'id': '39', 'name': 'Basketball Game', 'description': 'Sports Event specific to Basketball games'}, 'entity': {'id': '1334960857915084800', 'name': 'Knicks at Cavaliers'}}]",Knicks fam like @J30_RANDLE what?! 😂 https://t.co/9HJZnqk3Q4,"{'annotations': [{'start': 0, 'end': 5, 'probability': 0.7546, 'type': 'Organization', 'normalized_text': 'Knicks'}], 'mentions': [{'start': 16, 'end': 27, 'username': 'J30_RANDLE'}], 'urls': [{'start': 37, 'end': 60, 'url': 'https://t.co/9HJZnqk3Q4', 'expanded_url': 'https://twitter.com/KnicksMSGN/status/1344111050371825670/video/1', 'display_url': 'pic.twitter.com/9HJZnqk3Q4'}]}"
14,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2020-12-30T02:36:01.000Z,1344109960263737344,"[{'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10000607734', 'name': 'NBA Basketball', 'description': 'All the latest basketball action from the NBA.'}}, {'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10029190505', 'name': 'Live: NBA Basketball', 'description': 'Live coverage from the National Basketball Association, the top basketball league in North America.'}}, {'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10029304530', 'name': 'NBA Basketball'}}, {'domain': {'id': '6', 'name': 'Sports Event'}, 'entity': {'id': '1334960854782017537', 'name': 'Rockets at Nuggets'}}, {'domain': {'id': '12', 'name': 'Sports Team', 'description': 'A sports team organization, like Arsenal and the Boston Celtics'}, 'entity': {'id': '706083858840576000', 'name': 'Houston Rockets'}}, {'domain': {'id': '26', 'name': 'Sports League', 'description': ''}, 'entity': {'id': '706083889454813185', 'name': 'NBA'}}, {'domain': {'id': '39', 'name': 'Basketball Game', 'description': 'Sports Event specific to Basketball games'}, 'entity': {'id': '1334960854782017537', 'name': 'Rockets at Nuggets'}}]",@BernieLomaxII @J30_RANDLE @HoustonRockets Last two games he had over 10 assists — per game,"{'mentions': [{'start': 0, 'end': 14, 'username': 'BernieLomaxII'}, {'start': 15, 'end': 26, 'username': 'J30_RANDLE'}, {'start': 27, 'end': 42, 'username': 'HoustonRockets'}]}"
15,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2020-12-30T01:54:32.000Z,1344099520183820289,,"@KnicksMemes RJ and Randle are kids... they can run for 40 minutes, relax","{'annotations': [{'start': 13, 'end': 14, 'probability': 0.694, 'type': 'Person', 'normalized_text': 'RJ'}, {'start': 20, 'end': 25, 'probability': 0.9351, 'type': 'Person', 'normalized_text': 'Randle'}], 'mentions': [{'start': 0, 'end': 12, 'username': 'KnicksMemes'}]}"
16,"{'retweet_count': 2, 'reply_count': 11, 'like_count': 25, 'quote_count': 0}",2020-12-30T01:50:54.000Z,1344098607595626496,"[{'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10000607734', 'name': 'NBA Basketball', 'description': 'All the latest basketball action from the NBA.'}}, {'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10029190505', 'name': 'Live: NBA Basketball', 'description': 'Live coverage from the National Basketball Association, the top basketball league in North America.'}}, {'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10029304530', 'name': 'NBA Basketball'}}, {'domain': {'id': '6', 'name': 'Sports Event'}, 'entity': {'id': '1334960854782017537', 'name': 'Rockets at Nuggets'}}, {'domain': {'id': '6', 'name': 'Sports Event'}, 'entity': {'id': '1334960857915084800', 'name': 'Knicks at Cavaliers'}}, {'domain': {'id': '12', 'name': 'Sports Team', 'description': 'A sports team organization, like Arsenal and the Boston Celtics'}, 'entity': {'id': '706083858840576000', 'name': 'Houston Rockets'}}, {'domain': {'id': '12', 'name': 'Sports Team', 'description': 'A sports team organization, like Arsenal and the Boston Celtics'}, 'entity': {'id': '706083892525010946', 'name': 'New York Knicks'}}, {'domain': {'id': '26', 'name': 'Sports League', 'description': ''}, 'entity': {'id': '706083889454813185', 'name': 'NBA'}}, {'domain': {'id': '39', 'name': 'Basketball Game', 'description': 'Sports Event specific to Basketball games'}, 'entity': {'id': '1334960854782017537', 'name': 'Rockets at Nuggets'}}, {'domain': {'id': '39', 'name': 'Basketball Game', 'description': 'Sports Event specific to Basketball games'}, 'entity': {'id': '1334960857915084800', 'name': 'Knicks at Cavaliers'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '809849107644715008', 'name': 'Julius Randle'}}, {'domain': {'id': '12', 'name': 'Sports Team', 'description': 'A sports team organization, like Arsenal and the Boston Celtics'}, 'entity': {'id': '706083892525010946', 'name': 'New York Knicks'}}, {'domain': {'id': '60', 'name': 'Athlete', 'description': 'An athlete in the world, like Serena Williams or Lionel Messi'}, 'entity': {'id': '809849107644715008', 'name': 'Julius Randle'}}]","Julius Randle is a new player under Tibs... passing, rebounding, leadership, screens, and passion

are we developing @J30_RANDLE as an all-star or are featuring him for trade bait for @HoustonRockets??? 

or both #knicks fam?!?!  

23 points, 10 rebounds &amp; 9 dimes in first 3 qtrs","{'annotations': [{'start': 0, 'end': 12, 'probability': 0.9967, 'type': 'Person', 'normalized_text': 'Julius Randle'}], 'hashtags': [{'start': 213, 'end': 220, 'tag': 'knicks'}], 'mentions': [{'start': 117, 'end': 128, 'username': 'J30_RANDLE'}, {'start': 184, 'end': 199, 'username': 'HoustonRockets'}]}"
17,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",2020-12-30T01:40:09.000Z,1344095901267107846,"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847529762566230016', 'name': 'Business and finance', 'description': 'Business'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '849075881653846016', 'name': 'Startups', 'description': 'Startups'}}]","@theaknobel what do you want to learn about? startups? investing? 

if so, check out @TWiStartups as well https://t.co/pI083gKq3L","{'mentions': [{'start': 0, 'end': 11, 'username': 'theaknobel'}, {'start': 85, 'end': 97, 'username': 'TWiStartups'}], 'urls': [{'start': 106, 'end': 129, 'url': 'https://t.co/pI083gKq3L', 'expanded_url': 'http://linktr.ee/twistartups', 'display_url': 'linktr.ee/twistartups'}]}"
18,"{'retweet_count': 5, 'reply_count': 12, 'like_count': 124, 'quote_count': 1}",2020-12-30T01:39:00.000Z,1344095613097443328,,follow @theallinpod @friedberg @chamath @DavidSacks so you have MAX besties in your life!,"{'mentions': [{'start': 7, 'end': 19, 'username': 'theallinpod'}, {'start': 20, 'end': 30, 'username': 'friedberg'}, {'start': 31, 'end': 39, 'username': 'chamath'}, {'start': 40, 'end': 51, 'username': 'DavidSacks'}]}"
19,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",2020-12-30T01:38:50.000Z,1344095570583961601,,"@VDominguezAD @theaknobel thanks V!

https://t.co/lOYBnWlhaD
follow @theallinpod @friedberg @chamath @DavidSacks so you have MAX besties in your life!","{'mentions': [{'start': 0, 'end': 13, 'username': 'VDominguezAD'}, {'start': 14, 'end': 25, 'username': 'theaknobel'}, {'start': 68, 'end': 80, 'username': 'theallinpod'}, {'start': 81, 'end': 91, 'username': 'friedberg'}, {'start': 92, 'end': 100, 'username': 'chamath'}, {'start': 101, 'end': 112, 'username': 'DavidSacks'}], 'urls': [{'start': 37, 'end': 60, 'url': 'https://t.co/lOYBnWlhaD', 'expanded_url': 'https://linktr.ee/allinpodcast', 'display_url': 'linktr.ee/allinpodcast'}]}"
20,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 5, 'quote_count': 0}",2020-12-30T01:37:21.000Z,1344095194497470464,,@SanFranDamn thanks DD... I trust your vibe!,"{'mentions': [{'start': 0, 'end': 12, 'username': 'SanFranDamn'}]}"
21,"{'retweet_count': 1, 'reply_count': 4, 'like_count': 9, 'quote_count': 0}",2020-12-30T01:27:13.000Z,1344092644411023361,,apply at https://t.co/IhwkGMrMXb,"{'urls': [{'start': 9, 'end': 32, 'url': 'https://t.co/IhwkGMrMXb', 'expanded_url': 'http://launch.co/careers', 'display_url': 'launch.co/careers'}]}"
22,"{'retweet_count': 6, 'reply_count': 3, 'like_count': 23, 'quote_count': 1}",2020-12-30T01:27:12.000Z,1344092643584720901,"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847546154439000064', 'name': 'Education', 'description': 'Education through the lens of those passionate about resources and news. This topic excludes Education policy and reform.'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '852291840472629248', 'name': 'Online education', 'description': 'Online education'}}]","Open Position @launch if you want  to get rich &amp; powerful: 

Community Manager (https://t.co/0rgm8dRxXd) 
Video Editor (@theallinpod @TWiStartups )
Online Course Creator (https://t.co/P3lqNZRUHi &amp; https://t.co/fHqbK5xIZj)
Account Executive (@TWiStartups) 
Podcast Producer/Writer","{'mentions': [{'start': 14, 'end': 21, 'username': 'LAUNCH'}, {'start': 124, 'end': 136, 'username': 'theallinpod'}, {'start': 137, 'end': 149, 'username': 'TWiStartups'}, {'start': 249, 'end': 261, 'username': 'TWiStartups'}], 'urls': [{'start': 84, 'end': 107, 'url': 'https://t.co/0rgm8dRxXd', 'expanded_url': 'http://thisweekinstartups.com/slack', 'display_url': 'thisweekinstartups.com/slack'}, {'start': 175, 'end': 198, 'url': 'https://t.co/P3lqNZRUHi', 'expanded_url': 'http://Angel.University', 'display_url': 'Angel.University', 'images': [{'url': 'https://pbs.twimg.com/news_img/1344092192869023746/fRIoXokT?format=jpg&name=orig', 'width': 2400, 'height': 1200}, {'url': 'https://pbs.twimg.com/news_img/1344092192869023746/fRIoXokT?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Angel University Online Workshop', 'description': 'A 3-hour online workshop teaching you how to invest in early-stage startups. Hosted by angel investor Jason Calacanis.', 'unwound_url': 'https://www.angel.university/'}, {'start': 205, 'end': 228, 'url': 'https://t.co/fHqbK5xIZj', 'expanded_url': 'http://Founder.University', 'display_url': 'Founder.University'}]}"
23,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 21, 'quote_count': 0}",2020-12-30T01:25:24.000Z,1344092187252822018,"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847546154439000064', 'name': 'Education', 'description': 'Education through the lens of those passionate about resources and news. This topic excludes Education policy and reform.'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '852291840472629248', 'name': 'Online education', 'description': 'Online education'}}]","Community Manager (https://t.co/0rgm8dRxXd) 
Video Editor/Producer (for @theallinpod @LAUNCH &amp; @TWiStartups )
Online Course Creator (https://t.co/P3lqNZRUHi &amp; https://t.co/fHqbK5xIZj etc)
Account Executive (sell @TWiStartups ads) 
Podcast Producer/Writer (for @TWiStartups )","{'mentions': [{'start': 72, 'end': 84, 'username': 'theallinpod'}, {'start': 85, 'end': 92, 'username': 'LAUNCH'}, {'start': 99, 'end': 111, 'username': 'TWiStartups'}, {'start': 220, 'end': 232, 'username': 'TWiStartups'}, {'start': 268, 'end': 280, 'username': 'TWiStartups'}], 'urls': [{'start': 19, 'end': 42, 'url': 'https://t.co/0rgm8dRxXd', 'expanded_url': 'http://thisweekinstartups.com/slack', 'display_url': 'thisweekinstartups.com/slack'}, {'start': 137, 'end': 160, 'url': 'https://t.co/P3lqNZRUHi', 'expanded_url': 'http://Angel.University', 'display_url': 'Angel.University'}, {'start': 167, 'end': 190, 'url': 'https://t.co/fHqbK5xIZj', 'expanded_url': 'http://Founder.University', 'display_url': 'Founder.University'}]}"
24,"{'retweet_count': 12, 'reply_count': 7, 'like_count': 106, 'quote_count': 3}",2020-12-30T01:25:23.000Z,1344092186380365824,"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847544972781826048', 'name': 'Careers', 'description': 'Careers'}}]","Have a bunch of entry-level gigs open if you want to break into tech/angel investing

for any of these positions would also take someone more senior

just need hard-working, adults who take ownership of projects &amp; who want to accelerate their careers https://t.co/IhwkGMrMXb","{'urls': [{'start': 255, 'end': 278, 'url': 'https://t.co/IhwkGMrMXb', 'expanded_url': 'http://launch.co/careers', 'display_url': 'launch.co/careers'}]}"
25,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",2020-12-30T01:18:48.000Z,1344090529709973504,,Overcast link working? https://t.co/gnQ9mFn37l,"{'urls': [{'start': 23, 'end': 46, 'url': 'https://t.co/gnQ9mFn37l', 'expanded_url': 'https://overcast.fm/+ldRE7n_Ws', 'display_url': 'overcast.fm/+ldRE7n_Ws'}]}"
