,public_metrics,created_at,id,context_annotations,text,entities
2070,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2020-11-02T01:25:13.000Z,1323073646097768449,,"RT @TWiStartups: .@Jason and @getsquire's @songelaron talk New York's iconic Astor Place, the average price for a men's haircut, hipster ba…","{'annotations': [{'start': 59, 'end': 66, 'probability': 0.8886, 'type': 'Place', 'normalized_text': 'New York'}], 'mentions': [{'start': 3, 'end': 15, 'username': 'TWiStartups'}, {'start': 18, 'end': 24, 'username': 'Jason'}, {'start': 29, 'end': 39, 'username': 'getsquire'}, {'start': 42, 'end': 53, 'username': 'songelaron'}]}"
2071,"{'retweet_count': 1, 'reply_count': 4, 'like_count': 9, 'quote_count': 0}",2020-11-02T01:07:40.000Z,1323069230938529807,,@jcpolls @GerberKawasaki @SurveyMonkey California is its own country... and when the top 5% of earners move to Texas and Miami its game over... Florida and Texas are gonna be bright blue in our lifetimes,"{'annotations': [{'start': 39, 'end': 48, 'probability': 0.9193, 'type': 'Place', 'normalized_text': 'California'}, {'start': 111, 'end': 115, 'probability': 0.925, 'type': 'Place', 'normalized_text': 'Texas'}, {'start': 121, 'end': 125, 'probability': 0.9311, 'type': 'Place', 'normalized_text': 'Miami'}, {'start': 144, 'end': 150, 'probability': 0.9929, 'type': 'Place', 'normalized_text': 'Florida'}, {'start': 156, 'end': 160, 'probability': 0.9899, 'type': 'Place', 'normalized_text': 'Texas'}], 'mentions': [{'start': 0, 'end': 8, 'username': 'jcpolls'}, {'start': 9, 'end': 24, 'username': 'GerberKawasaki'}, {'start': 25, 'end': 38, 'username': 'SurveyMonkey'}]}"
2072,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 1, 'quote_count': 0}",2020-11-01T04:55:24.000Z,1322764151207374851,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '986668285113466885', 'name': 'Howard Stern', 'description': 'Howard Stern'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1041874706264076288', 'name': 'Dave Chappelle', 'description': 'Dave Chappelle'}}, {'domain': {'id': '58', 'name': 'Entertainment Personality', 'description': 'An entertainment personality in the world, like Anderson Cooper or Miranda Sings'}, 'entity': {'id': '986668285113466885', 'name': 'Howard Stern', 'description': 'Howard Stern'}}, {'domain': {'id': '58', 'name': 'Entertainment Personality', 'description': 'An entertainment personality in the world, like Anderson Cooper or Miranda Sings'}, 'entity': {'id': '1041874706264076288', 'name': 'Dave Chappelle', 'description': 'Dave Chappelle'}}, {'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597105094656', 'name': 'TV/Movies Related'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026367762', 'name': 'Netflix'}}]","@gootecks @SIRIUSXM @HowardStern @netflix @DaveChappelle People signed up to be at a tech company, not a media company.... that is likely the start &amp; end of it

If you went to a tech company with the hope you would help or change society, you might reasonably disappointed to simply entertain them — or allow for edgy/crazy content.","{'mentions': [{'start': 0, 'end': 9, 'username': 'gootecks'}, {'start': 10, 'end': 19, 'username': 'SIRIUSXM'}, {'start': 20, 'end': 32, 'username': 'HowardStern'}, {'start': 33, 'end': 41, 'username': 'netflix'}, {'start': 42, 'end': 56, 'username': 'DaveChappelle'}]}"
2073,"{'retweet_count': 1, 'reply_count': 3, 'like_count': 48, 'quote_count': 2}",2020-10-31T23:29:28.000Z,1322682130267168768,,@APompliano It’s garbage,"{'mentions': [{'start': 0, 'end': 11, 'username': 'APompliano'}]}"
2074,"{'retweet_count': 1, 'reply_count': 11, 'like_count': 45, 'quote_count': 0}",2020-10-31T21:24:08.000Z,1322650587356295168,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '986668285113466885', 'name': 'Howard Stern', 'description': 'Howard Stern'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1041874706264076288', 'name': 'Dave Chappelle', 'description': 'Dave Chappelle'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1053753085489606656', 'name': 'Laura Ingraham', 'description': 'Laura Ingraham'}}, {'domain': {'id': '58', 'name': 'Entertainment Personality', 'description': 'An entertainment personality in the world, like Anderson Cooper or Miranda Sings'}, 'entity': {'id': '986668285113466885', 'name': 'Howard Stern', 'description': 'Howard Stern'}}, {'domain': {'id': '58', 'name': 'Entertainment Personality', 'description': 'An entertainment personality in the world, like Anderson Cooper or Miranda Sings'}, 'entity': {'id': '1041874706264076288', 'name': 'Dave Chappelle', 'description': 'Dave Chappelle'}}, {'domain': {'id': '94', 'name': 'Journalist', 'description': ""A journalist like 'Anderson Cooper'""}, 'entity': {'id': '1053753085489606656', 'name': 'Laura Ingraham', 'description': 'Laura Ingraham'}}, {'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597105094656', 'name': 'TV/Movies Related'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026367762', 'name': 'Netflix'}}]","@SIRIUSXM didn't have this issue with outrageous @HowardStern or hateful laura Ingraham... because radio companies were used to edgy, angry, and sometimes hate/hate-adjacent speech (and comedy)

Interestingly @Netflix doesn't have this problem with edgy comedy (@DaveChappelle)","{'annotations': [{'start': 73, 'end': 86, 'probability': 0.9896, 'type': 'Person', 'normalized_text': 'laura Ingraham'}], 'mentions': [{'start': 0, 'end': 9, 'username': 'SIRIUSXM'}, {'start': 49, 'end': 61, 'username': 'HowardStern'}, {'start': 209, 'end': 217, 'username': 'netflix'}, {'start': 262, 'end': 276, 'username': 'DaveChappelle'}]}"
2075,"{'retweet_count': 4, 'reply_count': 27, 'like_count': 120, 'quote_count': 1}",2020-10-31T21:24:07.000Z,1322650585238130688,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '986250620611870721', 'name': 'Alex Jones', 'description': 'Alex Jones'}}, {'domain': {'id': '58', 'name': 'Entertainment Personality', 'description': 'An entertainment personality in the world, like Anderson Cooper or Miranda Sings'}, 'entity': {'id': '986250620611870721', 'name': 'Alex Jones', 'description': 'Alex Jones'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847529762566230016', 'name': 'Business and finance', 'description': 'Business'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '847888632711061504', 'name': 'Personal finance', 'description': 'Personal finance'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '913142676819648512', 'name': 'Cryptocurrencies', 'description': 'Cryptocurrency'}}, {'domain': {'id': '91', 'name': 'Podcast', 'description': 'A podcast like ""Serial""'}, 'entity': {'id': '996469712660848640', 'name': 'The Joe Rogan Experience', 'description': 'The Joe Rogan Experience'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '819538160606539777', 'name': 'Joe Rogan', 'description': 'Joe Rogan'}}, {'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597222535168', 'name': 'Online Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040276669', 'name': 'Spotify'}}, {'domain': {'id': '58', 'name': 'Entertainment Personality', 'description': 'An entertainment personality in the world, like Anderson Cooper or Miranda Sings'}, 'entity': {'id': '819538160606539777', 'name': 'Joe Rogan', 'description': 'Joe Rogan'}}, {'domain': {'id': '92', 'name': 'Sports Personality', 'description': ""A Sports Personality like 'Skip Bayless'""}, 'entity': {'id': '819538160606539777', 'name': 'Joe Rogan', 'description': 'Joe Rogan'}}]","Prediction: @Spotify gives employees who find working for a company that hosts podcasts with wacky guests (i.e. @joerogan w/#alexjones), the ability to take a buyout--just like @brian_armstrong did @coinbase","{'mentions': [{'start': 12, 'end': 20, 'username': 'Spotify'}, {'start': 112, 'end': 121, 'username': 'joerogan'}, {'start': 177, 'end': 193, 'username': 'brian_armstrong'}, {'start': 198, 'end': 207, 'username': 'coinbase'}], 'hashtags': [{'start': 124, 'end': 134, 'tag': 'alexjones'}]}"
2076,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2020-10-31T20:20:16.000Z,1322634515261480960,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '909786236327411717', 'name': 'Mark Hamill', 'description': 'Mark Hamill'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1057066125052174336', 'name': 'Jon Favreau', 'description': 'Jon Favreau'}}, {'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597105094656', 'name': 'TV/Movies Related'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1116734224898281473', 'name': 'Disney+', 'description': 'Disney+'}}, {'domain': {'id': '56', 'name': 'Actor', 'description': 'An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio'}, 'entity': {'id': '909786236327411717', 'name': 'Mark Hamill', 'description': 'Mark Hamill'}}, {'domain': {'id': '56', 'name': 'Actor', 'description': 'An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio'}, 'entity': {'id': '1057066125052174336', 'name': 'Jon Favreau', 'description': 'Jon Favreau'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '986247671663898625', 'name': 'Star Wars', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable.\t\t\t'}}]",@FearIsNotPanic @Jon_Favreau @disneyplus @RobertIger @HamillHimself 99% @starwars recons the trilogy and makes Luke Skywalker Jedi school series,"{'annotations': [{'start': 111, 'end': 129, 'probability': 0.3428, 'type': 'Person', 'normalized_text': 'Luke Skywalker Jedi'}], 'mentions': [{'start': 0, 'end': 15, 'username': 'FearIsNotPanic'}, {'start': 16, 'end': 28, 'username': 'Jon_Favreau'}, {'start': 29, 'end': 40, 'username': 'disneyplus'}, {'start': 41, 'end': 52, 'username': 'RobertIger'}, {'start': 53, 'end': 67, 'username': 'HamillHimself'}, {'start': 72, 'end': 81, 'username': 'starwars'}]}"
2077,"{'retweet_count': 14, 'reply_count': 110, 'like_count': 648, 'quote_count': 7}",2020-10-31T20:18:47.000Z,1322634142710812672,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}]","If Trump wins I’m going long the Pharma companies... which ones make antidepressants and anxiety drugs? 

Not kidding","{'annotations': [{'start': 3, 'end': 7, 'probability': 0.9991, 'type': 'Person', 'normalized_text': 'Trump'}]}"
2078,"{'retweet_count': 1, 'reply_count': 4, 'like_count': 39, 'quote_count': 0}",2020-10-31T20:03:29.000Z,1322630291546988544,"[{'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10058100319', 'name': 'The Mandalorian'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '909786236327411717', 'name': 'Mark Hamill', 'description': 'Mark Hamill'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1057066125052174336', 'name': 'Jon Favreau', 'description': 'Jon Favreau'}}, {'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597105094656', 'name': 'TV/Movies Related'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1116734224898281473', 'name': 'Disney+', 'description': 'Disney+'}}, {'domain': {'id': '56', 'name': 'Actor', 'description': 'An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio'}, 'entity': {'id': '909786236327411717', 'name': 'Mark Hamill', 'description': 'Mark Hamill'}}, {'domain': {'id': '56', 'name': 'Actor', 'description': 'An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio'}, 'entity': {'id': '1057066125052174336', 'name': 'Jon Favreau', 'description': 'Jon Favreau'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '986247671663898625', 'name': 'Star Wars', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable.\t\t\t'}}]","#TheMandalorian  is better than ever... watched with the family 2x! 

thank you @Jon_Favreau 👏 

THIS IS THE WAY!!!

@disneyplus @RobertIger 

Now fulfill your destiny and bring back @HamillHimself for season three!!! https://t.co/rmxEzEObbu","{'urls': [{'start': 218, 'end': 241, 'url': 'https://t.co/rmxEzEObbu', 'expanded_url': 'https://twitter.com/Jason/status/1322630291546988544/photo/1', 'display_url': 'pic.twitter.com/rmxEzEObbu'}], 'mentions': [{'start': 80, 'end': 92, 'username': 'Jon_Favreau'}, {'start': 117, 'end': 128, 'username': 'disneyplus'}, {'start': 129, 'end': 140, 'username': 'RobertIger'}, {'start': 183, 'end': 197, 'username': 'HamillHimself'}], 'hashtags': [{'start': 0, 'end': 15, 'tag': 'TheMandalorian'}]}"
2079,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 9, 'quote_count': 0}",2020-10-31T20:00:21.000Z,1322629501436665857,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597105094656', 'name': 'TV/Movies Related'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1116734224898281473', 'name': 'Disney+', 'description': 'Disney+'}}, {'domain': {'id': '119', 'name': 'Holiday', 'description': 'Holidays like Christmas or Halloween'}, 'entity': {'id': '1162465817822261248', 'name': 'Halloween 2019'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '986247671663898625', 'name': 'Star Wars', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable.\t\t\t'}}]",Nightsisters is the @disneyplus live action series we need @RobertIger https://t.co/EzaDeRZgKD,"{'urls': [{'start': 71, 'end': 94, 'url': 'https://t.co/EzaDeRZgKD', 'expanded_url': 'https://twitter.com/lightsabrqueen/status/1322517302923849728', 'display_url': 'twitter.com/lightsabrqueen…'}], 'annotations': [{'start': 0, 'end': 11, 'probability': 0.3703, 'type': 'Person', 'normalized_text': 'Nightsisters'}], 'mentions': [{'start': 20, 'end': 31, 'username': 'disneyplus'}, {'start': 59, 'end': 70, 'username': 'RobertIger'}]}"
2080,"{'retweet_count': 23, 'reply_count': 24, 'like_count': 512, 'quote_count': 7}",2020-10-31T19:58:58.000Z,1322629153347153920,"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847529762566230016', 'name': 'Business and finance', 'description': 'Business'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '857879456773357569', 'name': 'Technology', 'description': 'Technology'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '1047536606880514049', 'name': 'Telecom', 'description': 'Telecom'}}]",I’m shorting all telecom companies on Monday 😂 https://t.co/U9jmr2pL49,"{'urls': [{'start': 47, 'end': 70, 'url': 'https://t.co/U9jmr2pL49', 'expanded_url': 'https://twitter.com/elonmusk/status/1322428850526105600', 'display_url': 'twitter.com/elonmusk/statu…'}]}"
2081,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",2020-10-31T19:57:46.000Z,1322628853039206400,,@dickc @jrichlive I’m going to line up the people who draft tweets and.... uhhh... never mind 😂,"{'mentions': [{'start': 0, 'end': 6, 'username': 'dickc'}, {'start': 7, 'end': 17, 'username': 'jrichlive'}]}"
2082,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2020-10-31T19:30:41.000Z,1322622038666747905,,"@can In fairness, VCs have the best information edge second only to journalists and therapists.","{'mentions': [{'start': 0, 'end': 4, 'username': 'can'}]}"
2083,"{'retweet_count': 0, 'reply_count': 6, 'like_count': 54, 'quote_count': 0}",2020-10-31T19:29:42.000Z,1322621787893424129,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '10040395078', 'name': 'Joe Biden', 'description': 'Former US Vice President Joe Biden'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '10040395078', 'name': 'Joe Biden', 'description': 'Former US Vice President Joe Biden'}}]",@Austen Biden’s in 72 hours,"{'annotations': [{'start': 8, 'end': 12, 'probability': 0.9792, 'type': 'Person', 'normalized_text': 'Biden'}], 'mentions': [{'start': 0, 'end': 7, 'username': 'Austen'}]}"
2084,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",2020-10-31T19:29:09.000Z,1322621653080186882,,@IShenfeld @BeachheadCo @shl @rrhoover @ArlanWasHere @HarryStebbings That’s my squad!,"{'mentions': [{'start': 0, 'end': 10, 'username': 'IShenfeld'}, {'start': 11, 'end': 23, 'username': 'BeachheadCo'}, {'start': 24, 'end': 28, 'username': 'shl'}, {'start': 29, 'end': 38, 'username': 'rrhoover'}, {'start': 39, 'end': 52, 'username': 'ArlanWasHere'}, {'start': 53, 'end': 68, 'username': 'HarryStebbings'}]}"
2085,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2020-10-31T18:25:55.000Z,1322605739228102657,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1052299270886371328', 'name': 'Katie Roof', 'description': 'Katie Roof'}}, {'domain': {'id': '94', 'name': 'Journalist', 'description': ""A journalist like 'Anderson Cooper'""}, 'entity': {'id': '1052299270886371328', 'name': 'Katie Roof', 'description': 'Katie Roof'}}]",@Katie_Roof You look like you’re calling bullshit on something 😂,"{'mentions': [{'start': 0, 'end': 11, 'username': 'Katie_Roof'}]}"
2086,"{'retweet_count': 2, 'reply_count': 27, 'like_count': 24, 'quote_count': 0}",2020-10-31T18:24:58.000Z,1322605498101755904,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10027048853', 'name': 'PlayStation'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '1204465930320805888', 'name': 'State of Play'}}, {'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597226799105', 'name': 'B2B'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597172203520', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10043273937', 'name': 'Tableau'}}]","So half of the crazy boomers and late stage Gen-Xers are voting for trump?? Very disappointed in the Gen-Xers, and what happened to you hippies?!?  

Follow @SurveyMonkey’s @jcpolls fam https://t.co/scnwV7dEV5","{'urls': [{'start': 186, 'end': 209, 'url': 'https://t.co/scnwV7dEV5', 'expanded_url': 'https://twitter.com/jcpolls/status/1322326421331537920', 'display_url': 'twitter.com/jcpolls/status…'}], 'annotations': [{'start': 68, 'end': 72, 'probability': 0.9947, 'type': 'Person', 'normalized_text': 'trump'}], 'mentions': [{'start': 157, 'end': 170, 'username': 'SurveyMonkey'}, {'start': 173, 'end': 181, 'username': 'jcpolls'}]}"
2087,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2020-10-31T18:24:34.000Z,1322605399380422657,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597226799105', 'name': 'B2B'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597172203520', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10043273937', 'name': 'Tableau'}}]","@jcpolls @SurveyMonkey @tableau So half of the crazy boomers and late stage Gen-Xers are voting for trump?? 

Very disappointed in the Gen-Xers, and what happened to you hippies?!?","{'annotations': [{'start': 100, 'end': 104, 'probability': 0.9932, 'type': 'Person', 'normalized_text': 'trump'}], 'mentions': [{'start': 0, 'end': 8, 'username': 'jcpolls'}, {'start': 9, 'end': 22, 'username': 'SurveyMonkey'}, {'start': 23, 'end': 31, 'username': 'tableau'}]}"
2088,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 9, 'quote_count': 0}",2020-10-31T17:45:09.000Z,1322595477204787201,"[{'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10023900023', 'name': 'Couples Therapy'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '903303816698671104', 'name': 'Wellness and health', 'description': 'Wellness & Health'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '918217245146279936', 'name': 'Mental Wellness', 'description': 'Mental Wellness'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '920758761370746880', 'name': 'Counseling and psychotherapy', 'description': 'Counseling & Psychotherapy'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '10040395078', 'name': 'Joe Biden', 'description': 'Former US Vice President Joe Biden'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '10040395078', 'name': 'Joe Biden', 'description': 'Former US Vice President Joe Biden'}}]","Great odd couples therapy session with @SamHarrisOrg and @sullydish who are desperately trying to deal with their TDS while maintain their bromance 😂 👨‍❤️‍👨  

Spoiler alert: @sullydish does a masterful jon trolling Sam about God 😂 https://t.co/Omi36xFDmM","{'urls': [{'start': 232, 'end': 255, 'url': 'https://t.co/Omi36xFDmM', 'expanded_url': 'https://twitter.com/sullydish/status/1322250562264567816', 'display_url': 'twitter.com/sullydish/stat…'}], 'annotations': [{'start': 206, 'end': 208, 'probability': 0.9255, 'type': 'Person', 'normalized_text': 'jon'}, {'start': 219, 'end': 221, 'probability': 0.9943, 'type': 'Person', 'normalized_text': 'Sam'}, {'start': 229, 'end': 231, 'probability': 0.9276, 'type': 'Other', 'normalized_text': 'God'}], 'mentions': [{'start': 39, 'end': 52, 'username': 'SamHarrisOrg'}, {'start': 57, 'end': 67, 'username': 'sullydish'}, {'start': 175, 'end': 185, 'username': 'sullydish'}]}"
2089,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",2020-10-31T17:33:32.000Z,1322592555200966656,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1054144314920468482', 'name': 'Josh Barro', 'description': 'Josh Barro'}}, {'domain': {'id': '94', 'name': 'Journalist', 'description': ""A journalist like 'Anderson Cooper'""}, 'entity': {'id': '1054144314920468482', 'name': 'Josh Barro', 'description': 'Josh Barro'}}]",@sullydish @jbarro Added to cart.... keep em coming!,"{'mentions': [{'start': 0, 'end': 10, 'username': 'sullydish'}, {'start': 11, 'end': 18, 'username': 'jbarro'}]}"
