,context_annotations,created_at,text,entities,id,public_metrics
1414,,2017-08-12T22:33:43.000Z,"4/ Traditional VC categories (seed, early, late, etc) get replaced with CC categories: pre-ICO and post-ICO.",,896499969942626304,"{'retweet_count': 40, 'reply_count': 3, 'like_count': 102, 'quote_count': 4}"
1415,,2017-08-12T22:33:21.000Z,"3/ As more VC moves to CC, VCs will have to become CCs.",,896499875507912704,"{'retweet_count': 20, 'reply_count': 2, 'like_count': 84, 'quote_count': 3}"
1416,,2017-08-12T22:32:58.000Z,"2/ With over 1500 ICOs launched or announced, it's becoming clear that any startup that can ICO will ICO.",,896499782373433345,"{'retweet_count': 52, 'reply_count': 4, 'like_count': 130, 'quote_count': 8}"
1417,,2017-08-12T22:32:19.000Z,1/ Crypto Capitalism is the new Venture Capitalism.,,896499616799014912,"{'retweet_count': 216, 'reply_count': 24, 'like_count': 595, 'quote_count': 43}"
1418,,2017-08-12T17:52:37.000Z,"""The cloud is just somebody else's computer"" and many other great points. Argument for Decentralized Web. https://t.co/i0bl4Jgprc","{'urls': [{'start': 106, 'end': 129, 'url': 'https://t.co/i0bl4Jgprc', 'expanded_url': 'https://twitter.com/starkness/status/896418547156602880', 'display_url': 'twitter.com/starkness/stat…'}]}",896429229109264388,"{'retweet_count': 11, 'reply_count': 0, 'like_count': 53, 'quote_count': 0}"
1419,,2017-08-12T16:28:03.000Z,Tokenization of LP interests (eg in VC) is inevitable. Investors won't tolerate 10-12 years of illiquidity once liquid options exist.,,896407945923002368,"{'retweet_count': 53, 'reply_count': 20, 'like_count': 164, 'quote_count': 17}"
1420,,2017-08-11T03:43:54.000Z,White paper is the new Sand Hill Road. https://t.co/J2o9fuZAZv,"{'urls': [{'start': 39, 'end': 62, 'url': 'https://t.co/J2o9fuZAZv', 'expanded_url': 'https://twitter.com/naval/status/895824009337618432', 'display_url': 'twitter.com/naval/status/8…'}], 'annotations': [{'start': 23, 'end': 36, 'probability': 0.5997, 'type': 'Place', 'normalized_text': 'Sand Hill Road'}]}",895853253925060609,"{'retweet_count': 17, 'reply_count': 3, 'like_count': 92, 'quote_count': 1}"
1421,,2017-08-03T00:23:43.000Z,"This is big. If successful, it's going to open the floodgates to all sorts of SEC-regulated asset coins. Kudos @mjones @peterpham https://t.co/bNeMFqyT9T","{'urls': [{'start': 130, 'end': 153, 'url': 'https://t.co/bNeMFqyT9T', 'expanded_url': 'https://twitter.com/tomiogeron/status/892864506996547588', 'display_url': 'twitter.com/tomiogeron/sta…'}], 'annotations': [{'start': 78, 'end': 90, 'probability': 0.3262, 'type': 'Organization', 'normalized_text': 'SEC-regulated'}], 'mentions': [{'start': 111, 'end': 118, 'username': 'mjones'}, {'start': 119, 'end': 129, 'username': 'peterpham'}]}",892903771478540288,"{'retweet_count': 13, 'reply_count': 3, 'like_count': 63, 'quote_count': 2}"
1422,,2017-08-01T00:16:29.000Z,Best candidate we've had in awhile for Web 3.0 https://t.co/E7HedeNOzk,"{'urls': [{'start': 47, 'end': 70, 'url': 'https://t.co/E7HedeNOzk', 'expanded_url': 'https://twitter.com/semil/status/892163113159544832', 'display_url': 'twitter.com/semil/status/8…'}]}",892177178917351424,"{'retweet_count': 15, 'reply_count': 1, 'like_count': 70, 'quote_count': 1}"
1423,,2017-07-18T05:52:08.000Z,RT @VinnyLingham: I just published “Why Tokens are Eating the World” https://t.co/MYeuRs5WQf,"{'urls': [{'start': 69, 'end': 92, 'url': 'https://t.co/MYeuRs5WQf', 'expanded_url': 'https://medium.com/p/why-tokens-are-eating-the-world-b4174235c87b', 'display_url': 'medium.com/p/why-tokens-a…'}], 'mentions': [{'start': 3, 'end': 16, 'username': 'VinnyLingham'}]}",887188217828487168,"{'retweet_count': 331, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
1424,,2017-07-16T06:55:01.000Z,"Biggest threat to bitcoin is not legal, political, financial or security-related, but rather the fractiousness of the developer community. https://t.co/zhMGXTePgX","{'urls': [{'start': 139, 'end': 162, 'url': 'https://t.co/zhMGXTePgX', 'expanded_url': 'https://twitter.com/ades/status/886161669994430464', 'display_url': 'twitter.com/ades/status/88…'}]}",886479263968378881,"{'retweet_count': 27, 'reply_count': 5, 'like_count': 96, 'quote_count': 2}"
1425,,2017-07-15T01:04:47.000Z,"@SuMastodon Basically a recap, led by SoftBank. Takes out early shareholders. Very viable and differentiated strategy for a 100B fund.","{'annotations': [{'start': 38, 'end': 45, 'probability': 0.7697, 'type': 'Organization', 'normalized_text': 'SoftBank'}, {'start': 124, 'end': 127, 'probability': 0.5301, 'type': 'Organization', 'normalized_text': '100B'}], 'mentions': [{'start': 0, 'end': 11, 'username': 'SuMastodon'}]}",886028736340021249,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 16, 'quote_count': 0}"
1426,,2017-07-15T00:47:38.000Z,"3 exits possible for startups:
1. IPO
2. Acquisition 
3. SoftBank 

Not a bad strategy for SoftBank.",,886024420736737280,"{'retweet_count': 130, 'reply_count': 10, 'like_count': 493, 'quote_count': 21}"
1427,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '809849103555272705', 'name': 'Andre Iguodala'}}, {'domain': {'id': '60', 'name': 'Athlete', 'description': 'An athlete in the world, like Serena Williams or Lionel Messi'}, 'entity': {'id': '809849103555272705', 'name': 'Andre Iguodala'}}]",2017-07-02T21:35:13.000Z,Is there a better Bay Area CEO right now than Joe Lacob? I don't think so. https://t.co/Jq9IZD5dia,"{'urls': [{'start': 75, 'end': 98, 'url': 'https://t.co/Jq9IZD5dia', 'expanded_url': 'https://twitter.com/mercnews/status/881560495429431300', 'display_url': 'twitter.com/mercnews/statu…'}], 'annotations': [{'start': 18, 'end': 29, 'probability': 0.3381, 'type': 'Organization', 'normalized_text': 'Bay Area CEO'}, {'start': 46, 'end': 54, 'probability': 0.9826, 'type': 'Person', 'normalized_text': 'Joe Lacob'}]}",881627344674226176,"{'retweet_count': 11, 'reply_count': 3, 'like_count': 78, 'quote_count': 3}"
1428,,2017-06-30T15:46:02.000Z,Really enjoying @harrystebbings @twentyminutevc podcast. Latest ep. @ari_mir of @clutter - thanks for the shout out! https://t.co/gbjRTKL4LB,"{'urls': [{'start': 117, 'end': 140, 'url': 'https://t.co/gbjRTKL4LB', 'expanded_url': 'http://bit.ly/20vcitunes', 'display_url': 'bit.ly/20vcitunes'}], 'mentions': [{'start': 16, 'end': 31, 'username': 'HarryStebbings'}, {'start': 32, 'end': 47, 'username': 'twentyminutevc'}, {'start': 68, 'end': 76, 'username': 'ari_mir'}, {'start': 80, 'end': 88, 'username': 'Clutter'}]}",880814693933236224,"{'retweet_count': 7, 'reply_count': 2, 'like_count': 37, 'quote_count': 0}"
1429,,2017-06-21T17:28:07.000Z,Bitcoin is just the first blockchain app. More blockchains are coming. New way to create and govern decentralized networks. https://t.co/XDsfaxqUIV,"{'urls': [{'start': 124, 'end': 147, 'url': 'https://t.co/XDsfaxqUIV', 'expanded_url': 'https://twitter.com/naval/status/877467629308395521', 'display_url': 'twitter.com/naval/status/8…'}], 'annotations': [{'start': 0, 'end': 6, 'probability': 0.787, 'type': 'Organization', 'normalized_text': 'Bitcoin'}]}",877578891832864768,"{'retweet_count': 7, 'reply_count': 1, 'like_count': 55, 'quote_count': 0}"
1430,,2017-06-21T00:25:06.000Z,RT @Scarlet_Snow: The standard for $ETH #ICOs is coming. Tomorrow. @civickey https://t.co/xKBwErlllh,"{'urls': [{'start': 77, 'end': 100, 'url': 'https://t.co/xKBwErlllh', 'expanded_url': 'https://medium.com/@Scarlet_Snow/civic-creating-the-standard-ico-2674ca9bdd9d', 'display_url': 'medium.com/@Scarlet_Snow/…'}], 'mentions': [{'start': 3, 'end': 16, 'username': 'scarlet_snow'}, {'start': 67, 'end': 76, 'username': 'civickey'}], 'hashtags': [{'start': 40, 'end': 45, 'tag': 'ICOs'}], 'cashtags': [{'start': 35, 'end': 39, 'tag': 'ETH'}]}",877321442433523713,"{'retweet_count': 11, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
1431,,2017-06-20T20:55:10.000Z,"Ethereum creator @VitalikButerin was a Thiel Fellow. Now the toast of tech. Let's see who else gets ""misdirected"".

https://t.co/GkKNffMpLS","{'urls': [{'start': 116, 'end': 139, 'url': 'https://t.co/GkKNffMpLS', 'expanded_url': 'https://techcrunch.com/2013/10/10/thiel-fellows-program-is-most-misdirected-piece-of-philanthropy-says-larry-summers/amp/', 'display_url': 'techcrunch.com/2013/10/10/thi…'}], 'mentions': [{'start': 17, 'end': 32, 'username': 'VitalikButerin'}]}",877268610380464129,"{'retweet_count': 47, 'reply_count': 4, 'like_count': 167, 'quote_count': 6}"
1432,,2017-06-20T18:39:52.000Z,@eBrennandCampos ICOs only survive long-term if the SEC proscribes rules (or gives guidance) on when and how they can or cannot be used.,"{'mentions': [{'start': 0, 'end': 16, 'username': 'eBrennandCampos'}]}",877234561851064320,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
1433,,2017-06-20T04:30:56.000Z,"In crypto/ICOs, as in many other areas, there are only 2 regulatory possibilities: ""regulated"" and ""illegal"". We want it to be regulated.",,877020922498043905,"{'retweet_count': 7, 'reply_count': 2, 'like_count': 48, 'quote_count': 1}"
1434,,2017-06-20T04:24:39.000Z,Good data point on the regulatory front. https://t.co/uBORbjcvb0,"{'urls': [{'start': 41, 'end': 64, 'url': 'https://t.co/uBORbjcvb0', 'expanded_url': 'https://twitter.com/coindesk/status/876757316602925058', 'display_url': 'twitter.com/coindesk/statu…'}]}",877019338024275969,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 8, 'quote_count': 1}"
1435,,2017-06-18T09:33:15.000Z,Universities will be teaching this.,,876372225913364480,"{'retweet_count': 1, 'reply_count': 2, 'like_count': 16, 'quote_count': 2}"
1436,,2017-06-18T09:32:52.000Z,"""Cryptoeconomics"" = ""a whole new field of mechanisms to use economics to provide a desired outcome"".

https://t.co/vOLtenvVct…","{'urls': [{'start': 102, 'end': 125, 'url': 'https://t.co/vOLtenvVct', 'expanded_url': 'http://coindesk.com/ethereums-big-', 'display_url': 'coindesk.com/ethereums-big-'}]}",876372130341863424,"{'retweet_count': 8, 'reply_count': 1, 'like_count': 46, 'quote_count': 0}"
1437,,2017-06-18T04:58:38.000Z,"Stages of crypto acceptance:
1. Denial
2. Hate on evangelists
3. Wait for a better price
4. Buy too late
5. Evangelize others
Repeat",,876303117217693700,"{'retweet_count': 110, 'reply_count': 10, 'like_count': 331, 'quote_count': 6}"
1438,,2017-06-18T03:36:30.000Z,"Blockchain enables digital assets that can't be copied, forged or counterfeited. After money, identity is next logical app. @VinnyLingham https://t.co/6KupnYxzSe","{'urls': [{'start': 138, 'end': 161, 'url': 'https://t.co/6KupnYxzSe', 'expanded_url': 'https://twitter.com/gilpenchina/status/875806361845731328', 'display_url': 'twitter.com/gilpenchina/st…'}], 'annotations': [{'start': 0, 'end': 9, 'probability': 0.5033, 'type': 'Organization', 'normalized_text': 'Blockchain'}], 'mentions': [{'start': 124, 'end': 137, 'username': 'VinnyLingham'}]}",876282445120684033,"{'retweet_count': 35, 'reply_count': 1, 'like_count': 95, 'quote_count': 1}"
1439,,2017-05-25T19:17:53.000Z,@ClayPittullo Founders should definitely make the initial sales.,"{'mentions': [{'start': 0, 'end': 13, 'username': 'ClayPittullo'}]}",867822042803970048,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 7, 'quote_count': 0}"
1440,,2017-05-25T01:42:13.000Z,"When it's time to hire your first sales rep, hire 2 or 3. Otherwise you won't know know if a sales problem is the seller or your product.",,867556379308900352,"{'retweet_count': 72, 'reply_count': 5, 'like_count': 270, 'quote_count': 11}"
1441,,2017-05-21T19:11:52.000Z,"@bgurley As with bitcoin, VR will rip once the basic usability problems have been solved. At which point it will be another ""overnight success"".","{'mentions': [{'start': 0, 'end': 8, 'username': 'bgurley'}]}",866370980486062080,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 21, 'quote_count': 0}"
1442,,2017-05-19T04:35:52.000Z,"@jdh Fair enough. But this isn't the only instance where Elon has talked down his valuation, whereas most CEOs only talk it up.","{'annotations': [{'start': 57, 'end': 60, 'probability': 0.613, 'type': 'Person', 'normalized_text': 'Elon'}], 'mentions': [{'start': 0, 'end': 4, 'username': 'jdh'}]}",865425750257684480,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}"
1443,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '808713037230157824', 'name': 'Elon Musk', 'description': 'Elon Musk'}}, {'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781972125171060736', 'name': 'Auto'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781972125179518977', 'name': 'Auto Manufacturer'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10044199219', 'name': 'Tesla Motors'}}]",2017-05-19T04:23:39.000Z,Great example for founder/CEOs: Evangelize for change you want to make in world. Never try to over-promote your stock price or valuation. https://t.co/9jhuMp9bxf,"{'urls': [{'start': 138, 'end': 161, 'url': 'https://t.co/9jhuMp9bxf', 'expanded_url': 'https://twitter.com/mktsinsider/status/865279308478152707', 'display_url': 'twitter.com/mktsinsider/st…'}]}",865422674427650050,"{'retweet_count': 5, 'reply_count': 2, 'like_count': 44, 'quote_count': 1}"
1444,,2017-05-15T22:50:05.000Z,"Never expand locations, geos or markets until your model is dialed in. Impossible to go from 1 to N while still trying to go from 0 to 1.",,864251566437441537,"{'retweet_count': 181, 'reply_count': 10, 'like_count': 600, 'quote_count': 24}"
1445,"[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10029202045', 'name': 'Facebook'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10043803050', 'name': 'Alphabet Inc.'}}]",2017-05-13T17:59:11.000Z,"My prediction 5 years ago of an era of dominance by the Big 5 (AAPL, GOOG, MSFT, AMZN, FB) is holding up quite well.
https://t.co/xr9dFX3Uj0","{'urls': [{'start': 117, 'end': 140, 'url': 'https://t.co/xr9dFX3Uj0', 'expanded_url': 'https://www.bloomberg.com/news/videos/b/0dd001af-77cb-4819-be06-99429e2e9b6c', 'display_url': 'bloomberg.com/news/videos/b/…'}], 'annotations': [{'start': 63, 'end': 66, 'probability': 0.4694, 'type': 'Organization', 'normalized_text': 'AAPL'}, {'start': 69, 'end': 72, 'probability': 0.5606, 'type': 'Organization', 'normalized_text': 'GOOG'}, {'start': 75, 'end': 78, 'probability': 0.6758, 'type': 'Organization', 'normalized_text': 'MSFT'}, {'start': 81, 'end': 84, 'probability': 0.7138, 'type': 'Organization', 'normalized_text': 'AMZN'}, {'start': 87, 'end': 88, 'probability': 0.7636, 'type': 'Organization', 'normalized_text': 'FB'}]}",863453585606008832,"{'retweet_count': 10, 'reply_count': 4, 'like_count': 48, 'quote_count': 2}"
1446,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596148793345', 'name': 'Business & finance'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596794716162', 'name': 'Financial services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10027310982', 'name': 'Wells Fargo'}}]",2017-05-07T17:20:11.000Z,"Buffett on the lesson of Wells Fargo (and Salomon): ""The moment the CEO heard about it, he had to act. He didn’t."" https://t.co/ZdgNghll95","{'urls': [{'start': 115, 'end': 138, 'url': 'https://t.co/ZdgNghll95', 'expanded_url': 'https://mobile.nytimes.com/2017/05/06/business/dealbook/warren-buffett-berkshire-health-care.html?smid=tw-nytimes&smtyp=cur&_r=0&referer=', 'display_url': 'mobile.nytimes.com/2017/05/06/bus…'}], 'annotations': [{'start': 0, 'end': 6, 'probability': 0.947, 'type': 'Person', 'normalized_text': 'Buffett'}, {'start': 25, 'end': 35, 'probability': 0.4753, 'type': 'Organization', 'normalized_text': 'Wells Fargo'}]}",861269442738638848,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 32, 'quote_count': 0}"
1447,,2017-04-21T01:57:32.000Z,"""I was able to apply video game level editing features to a video of the real world.""
https://t.co/QAZhHV8DcV","{'urls': [{'start': 86, 'end': 109, 'url': 'https://t.co/QAZhHV8DcV', 'expanded_url': 'https://uploadvr.com/facebook-surround-360-x24-hands-on/', 'display_url': 'uploadvr.com/facebook-surro…', 'status': 200, 'unwound_url': 'https://uploadvr.com/facebook-surround-360-x24-hands-on/'}]}",855239043935686656,"{'retweet_count': 16, 'reply_count': 1, 'like_count': 29, 'quote_count': 1}"
1448,,2017-04-07T17:44:31.000Z,I've done this too and I agree. This will be transformative for architects. https://t.co/llfk97RIlF,"{'urls': [{'start': 76, 'end': 99, 'url': 'https://t.co/llfk97RIlF', 'expanded_url': 'https://twitter.com/alexqgb/status/850401656281767941', 'display_url': 'twitter.com/alexqgb/status…'}]}",850403931452710913,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 10, 'quote_count': 1}"
1449,"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '844603730221707264', 'name': 'Fashion', 'description': 'Fashion'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '844604232737087488', 'name': 'General Fashion', 'description': 'General Fashion'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '846448721269219328', 'name': 'Sunglasses', 'description': 'Sunglasses'}}]",2017-04-01T20:57:25.000Z,@danielraffel Definitely. The end state is a pair of wireless VR sunglasses. But everyone has this problem. I find Oculus to be most elegant today.,"{'annotations': [{'start': 115, 'end': 120, 'probability': 0.5608, 'type': 'Product', 'normalized_text': 'Oculus'}], 'mentions': [{'start': 0, 'end': 13, 'username': 'danielraffel'}]}",848278150479962112,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}"
1450,"[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10029202045', 'name': 'Facebook'}}]",2017-04-01T20:50:35.000Z,"Win lose or draw with Oculus, Zuck deserves credit for being ahead of the curve with VR. It's certainly a future platform for FB/social.","{'annotations': [{'start': 22, 'end': 27, 'probability': 0.658, 'type': 'Organization', 'normalized_text': 'Oculus'}, {'start': 30, 'end': 33, 'probability': 0.7309, 'type': 'Organization', 'normalized_text': 'Zuck'}]}",848276428604923905,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 18, 'quote_count': 0}"
1451,,2017-04-01T20:48:37.000Z,Oculus Rift's biggest need is to beef up their ecosystem/partnerships. The end-to-end product design is actually excellent / very elegant. https://t.co/MIxS88swrJ,"{'urls': [{'start': 139, 'end': 162, 'url': 'https://t.co/MIxS88swrJ', 'expanded_url': 'https://twitter.com/venturebeat/status/848267609804075008', 'display_url': 'twitter.com/venturebeat/st…'}], 'annotations': [{'start': 0, 'end': 10, 'probability': 0.7515, 'type': 'Product', 'normalized_text': 'Oculus Rift'}]}",848275933572194304,"{'retweet_count': 6, 'reply_count': 2, 'like_count': 26, 'quote_count': 1}"
1452,,2017-03-29T01:37:17.000Z,Never been more relevant. https://t.co/YsaKzw2FZd,"{'urls': [{'start': 26, 'end': 49, 'url': 'https://t.co/YsaKzw2FZd', 'expanded_url': 'https://twitter.com/biastoaction/status/846757637626695681', 'display_url': 'twitter.com/biastoaction/s…'}]}",846899029610917888,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 31, 'quote_count': 1}"
1453,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597226799105', 'name': 'B2B'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597172203520', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10042005788', 'name': 'Zenefits'}}]",2017-03-25T21:05:36.000Z,"Nice to see more analyst praise for @Zenefits HR One from @AragonResearch1. 
https://t.co/5GErvV4ZEE https://t.co/5GErvV4ZEE","{'urls': [{'start': 77, 'end': 100, 'url': 'https://t.co/5GErvV4ZEE', 'expanded_url': 'https://learn.zenefits.com/rs/180-GFH-982/images/Zenefits-Launches-Digital-HR-Platform-in-Quest-to-Automate-Human-Resources.pdf', 'display_url': 'learn.zenefits.com/rs/180-GFH-982…'}, {'start': 101, 'end': 124, 'url': 'https://t.co/5GErvV4ZEE', 'expanded_url': 'https://learn.zenefits.com/rs/180-GFH-982/images/Zenefits-Launches-Digital-HR-Platform-in-Quest-to-Automate-Human-Resources.pdf', 'display_url': 'learn.zenefits.com/rs/180-GFH-982…'}], 'mentions': [{'start': 36, 'end': 45, 'username': 'Zenefits'}, {'start': 58, 'end': 74, 'username': 'AragonResearch1'}]}",845743491388882944,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 15, 'quote_count': 0}"
1454,"[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10045225402', 'name': 'Twitter'}}]",2017-03-24T16:18:49.000Z,@rajeev_krish Long tweets more convenient than tweetstorms. Also more prominent in the feed. But T will need to collapse/hide tweetstorms.,"{'mentions': [{'start': 0, 'end': 13, 'username': 'rajeev_krish'}]}",845308934189531136,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
1455,"[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10045225402', 'name': 'Twitter'}}]",2017-03-24T06:02:41.000Z,Twitter should charge $9/month to raise limit from 140 to 280 characters. All power users would pay. +$1B/year at least. https://t.co/TbUC7RHo5j,"{'urls': [{'start': 121, 'end': 144, 'url': 'https://t.co/TbUC7RHo5j', 'expanded_url': 'https://twitter.com/sai/status/845077501311365120', 'display_url': 'twitter.com/sai/status/845…'}], 'annotations': [{'start': 0, 'end': 6, 'probability': 0.6508, 'type': 'Organization', 'normalized_text': 'Twitter'}]}",845153877691326464,"{'retweet_count': 28, 'reply_count': 16, 'like_count': 93, 'quote_count': 12}"
1456,"[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10029202045', 'name': 'Facebook'}}]",2017-03-23T18:53:31.000Z,"@amittm It won't kill it, but it steps on its use case, dampening growth. Facebook is the best at this tactic.","{'annotations': [{'start': 74, 'end': 81, 'probability': 0.5526, 'type': 'Organization', 'normalized_text': 'Facebook'}], 'mentions': [{'start': 0, 'end': 7, 'username': 'amittm'}]}",844985477442617344,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}"
1457,,2017-03-20T17:42:01.000Z,"The next step is for all clothes to be made-to-measure and produced just-in-time, like @mtailor. ""Mass market"" becomes ""mass custom"".","{'mentions': [{'start': 87, 'end': 95, 'username': 'mtailor'}]}",843880319145000960,"{'retweet_count': 2, 'reply_count': 2, 'like_count': 21, 'quote_count': 2}"
1458,,2017-03-20T17:40:21.000Z,"Virtual showrooms will be big. Revolutionary for apparel: view yourself trying on clothes (""virtual mirror""). https://t.co/gYS4rVvDhr","{'urls': [{'start': 110, 'end': 133, 'url': 'https://t.co/gYS4rVvDhr', 'expanded_url': 'http://www.sfchronicle.com/business/article/Pottery-Barn-introduces-augmented-reality-app-11012090.php?t=292bec846d&cmpid=twitter-premium', 'display_url': 'sfchronicle.com/business/artic…'}]}",843879899714666496,"{'retweet_count': 6, 'reply_count': 6, 'like_count': 13, 'quote_count': 1}"
1459,,2017-03-20T17:35:56.000Z,"@amittm True but I would not want to be a ""camera company"" right now. Competing with the operating system is not a great place to be.","{'mentions': [{'start': 0, 'end': 7, 'username': 'amittm'}]}",843878790107299840,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}"
1460,,2017-03-18T18:14:31.000Z,Moore's Law alive and well in GPU industry.  https://t.co/lNTKmn5Xsa,"{'urls': [{'start': 45, 'end': 68, 'url': 'https://t.co/lNTKmn5Xsa', 'expanded_url': 'http://www.roadtovr.com/nvidia-gtx-1080ti-vs-1080-performance-review-max-vr-image-supersampling/', 'display_url': 'roadtovr.com/nvidia-gtx-108…'}], 'annotations': [{'start': 0, 'end': 4, 'probability': 0.6759, 'type': 'Person', 'normalized_text': 'Moore'}]}",843163722117926912,"{'retweet_count': 15, 'reply_count': 2, 'like_count': 50, 'quote_count': 1}"
1461,,2017-03-13T19:45:39.000Z,"@louhong Already happening. Underlying platforms for designing high-end graphics, games, and VR are all the same. VR emerged from gaming.","{'annotations': [{'start': 93, 'end': 94, 'probability': 0.6364, 'type': 'Product', 'normalized_text': 'VR'}], 'mentions': [{'start': 0, 'end': 8, 'username': 'louhong'}]}",841374716367536128,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}"
1462,,2017-03-13T19:24:36.000Z,A misconception about VR future is that users will be semi-comatose like in Matrix. Actually physically demanding. Intensity will limit use.,,841369421729824768,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 14, 'quote_count': 1}"
1463,,2017-03-13T19:19:44.000Z,"Prediction 2: LA tech/ent ecosystem seriously competes with Silicon Valley to own VR future. (For example, Spielberg gets it.) cc @Jason","{'annotations': [{'start': 60, 'end': 73, 'probability': 0.7367, 'type': 'Organization', 'normalized_text': 'Silicon Valley'}, {'start': 107, 'end': 115, 'probability': 0.8961, 'type': 'Person', 'normalized_text': 'Spielberg'}], 'mentions': [{'start': 130, 'end': 136, 'username': 'Jason'}]}",841368194614935553,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 20, 'quote_count': 1}"
1464,,2017-03-13T19:14:42.000Z,Prediction: VR will be the top seller for Christmas 2018. I agree that the mass market is about 2 years away. @Jason,"{'annotations': [{'start': 42, 'end': 50, 'probability': 0.9636, 'type': 'Other', 'normalized_text': 'Christmas'}], 'mentions': [{'start': 110, 'end': 116, 'username': 'Jason'}]}",841366930736918528,"{'retweet_count': 3, 'reply_count': 4, 'like_count': 19, 'quote_count': 0}"
