,context_annotations,created_at,text,entities,id,public_metrics
0,"[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10029382357', 'name': 'YouTube'}}]",2020-12-31T04:24:43.000Z,This is amazing! https://t.co/7Y72pnGGgt,"{'urls': [{'start': 17, 'end': 40, 'url': 'https://t.co/7Y72pnGGgt', 'expanded_url': 'https://twitter.com/yung_spielburg/status/1344464309695389697', 'display_url': 'twitter.com/yung_spielburg…'}]}",1344499702562222080,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 15, 'quote_count': 0}"
1,"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '825047692124442624', 'name': 'Food', 'description': 'Food'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '860133563332648963', 'name': 'Cuisines', 'description': 'Cuisines'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '860135363901128705', 'name': 'Cajun and creole', 'description': 'Cajun and Creole'}}]",2020-12-30T16:28:22.000Z,"This article tells you a lot about what’s happening in SF. The city is being preyed upon by serial recidivist offenders but DA Boudin (who abolished cash bail) can only bring himself to call them “prolific folks” and wants to address with social services 

https://t.co/3Yhkve6CQw","{'annotations': [{'start': 55, 'end': 56, 'probability': 0.7796, 'type': 'Place', 'normalized_text': 'SF'}], 'urls': [{'start': 257, 'end': 280, 'url': 'https://t.co/3Yhkve6CQw', 'expanded_url': 'https://www.sfexaminer.com/news/prolific-offenders-help-drive-46-surge-in-sf-burglaries/', 'display_url': 'sfexaminer.com/news/prolific-…'}]}",1344319429098807296,"{'retweet_count': 41, 'reply_count': 34, 'like_count': 306, 'quote_count': 7}"
2,,2020-12-29T22:36:59.000Z,"San Francisco might as well hang a “burglars welcome” sign on the city. Even if the police catch you, the D.A. will let you go, and the court will even give you gifts cards! https://t.co/vh9KqloFX4","{'annotations': [{'start': 0, 'end': 12, 'probability': 0.937, 'type': 'Place', 'normalized_text': 'San Francisco'}], 'urls': [{'start': 174, 'end': 197, 'url': 'https://t.co/vh9KqloFX4', 'expanded_url': 'https://twitter.com/sfpdnorthern/status/1343974524774019072', 'display_url': 'twitter.com/sfpdnorthern/s…'}]}",1344049805572640769,"{'retweet_count': 57, 'reply_count': 46, 'like_count': 641, 'quote_count': 14}"
3,"[{'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '1237472346560053249', 'name': 'Firefighting'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847529762566230016', 'name': 'Business and finance', 'description': 'Business'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '857878891611865089', 'name': 'Small business', 'description': 'Small business'}}]",2020-12-28T22:41:26.000Z,"How many times does a crook have to be caught red-handed before the SF DA @chesaboudin will put him in jail? 

@FrancisSuarez do you have this problem in Miami? Just wondering. 

@recallchesa https://t.co/WhAG6guHFd","{'mentions': [{'start': 74, 'end': 86, 'username': 'chesaboudin'}, {'start': 111, 'end': 125, 'username': 'FrancisSuarez'}, {'start': 179, 'end': 191, 'username': 'recallchesa'}], 'annotations': [{'start': 154, 'end': 158, 'probability': 0.9959, 'type': 'Place', 'normalized_text': 'Miami'}], 'urls': [{'start': 192, 'end': 215, 'url': 'https://t.co/WhAG6guHFd', 'expanded_url': 'https://twitter.com/SFPDTenderloin/status/1343681499443331072', 'display_url': 'twitter.com/SFPDTenderloin…'}]}",1343688536717930497,"{'retweet_count': 5, 'reply_count': 31, 'like_count': 232, 'quote_count': 1}"
4,,2020-12-28T22:08:35.000Z,@gregmberry @Jason @msuster Does Patagonia make swim trunks?,"{'mentions': [{'start': 0, 'end': 11, 'username': 'gregmberry'}, {'start': 12, 'end': 18, 'username': 'Jason'}, {'start': 19, 'end': 27, 'username': 'msuster'}]}",1343680269279232001,"{'retweet_count': 0, 'reply_count': 4, 'like_count': 32, 'quote_count': 0}"
5,"[{'domain': {'id': '119', 'name': 'Holiday', 'description': 'Holidays like Christmas or Halloween'}, 'entity': {'id': '1319305164751163393', 'name': 'New Years Eve', 'description': 'This entity includes all conversations for New Years Eve for all years.'}}, {'domain': {'id': '119', 'name': 'Holiday', 'description': 'Holidays like Christmas or Halloween'}, 'entity': {'id': '1338455498958368768', 'name': 'Happy New Year: It’s finally 2021 everywhere!'}}, {'domain': {'id': '119', 'name': 'Holiday', 'description': 'Holidays like Christmas or Halloween'}, 'entity': {'id': '1338455498958368768', 'name': 'Happy New Year: It’s finally 2021 everywhere!'}}]",2020-12-28T21:19:06.000Z,"@Jason @peterthiel No problem, you’re on the list for NYE 2049.","{'mentions': [{'start': 0, 'end': 6, 'username': 'Jason'}, {'start': 7, 'end': 18, 'username': 'peterthiel'}]}",1343667816633925634,"{'retweet_count': 0, 'reply_count': 6, 'like_count': 54, 'quote_count': 0}"
6,"[{'domain': {'id': '119', 'name': 'Holiday', 'description': 'Holidays like Christmas or Halloween'}, 'entity': {'id': '1319305164751163393', 'name': 'New Years Eve', 'description': 'This entity includes all conversations for New Years Eve for all years.'}}, {'domain': {'id': '119', 'name': 'Holiday', 'description': 'Holidays like Christmas or Halloween'}, 'entity': {'id': '1338455498958368768', 'name': 'Happy New Year: It’s finally 2021 everywhere!'}}, {'domain': {'id': '119', 'name': 'Holiday', 'description': 'Holidays like Christmas or Halloween'}, 'entity': {'id': '1338455498958368768', 'name': 'Happy New Year: It’s finally 2021 everywhere!'}}]",2020-12-28T19:46:52.000Z,To spend the next week vacationing in Miami. See y’all next year. Have a great new year!,"{'annotations': [{'start': 38, 'end': 42, 'probability': 0.9974, 'type': 'Place', 'normalized_text': 'Miami'}]}",1343644606995587072,"{'retweet_count': 8, 'reply_count': 36, 'like_count': 640, 'quote_count': 0}"
7,,2020-12-28T19:45:39.000Z,"I have an important announcement to make regarding Miami. The climate in SF has become inhospitable for all concerned. Therefore I have decided...

cc: @rabois @shervin @FrancisSuarez 

@Jason @chamath @friedberg @theallinpod https://t.co/zFXZ2DgCYR","{'mentions': [{'start': 152, 'end': 159, 'username': 'rabois'}, {'start': 160, 'end': 168, 'username': 'shervin'}, {'start': 169, 'end': 183, 'username': 'FrancisSuarez'}, {'start': 186, 'end': 192, 'username': 'Jason'}, {'start': 193, 'end': 201, 'username': 'chamath'}, {'start': 202, 'end': 212, 'username': 'friedberg'}, {'start': 213, 'end': 225, 'username': 'theallinpod'}], 'annotations': [{'start': 51, 'end': 55, 'probability': 0.9576, 'type': 'Place', 'normalized_text': 'Miami'}, {'start': 73, 'end': 74, 'probability': 0.8214, 'type': 'Place', 'normalized_text': 'SF'}], 'urls': [{'start': 226, 'end': 249, 'url': 'https://t.co/zFXZ2DgCYR', 'expanded_url': 'https://twitter.com/DavidSacks/status/1343644300807122945/photo/1', 'display_url': 'pic.twitter.com/zFXZ2DgCYR'}]}",1343644300807122945,"{'retweet_count': 8, 'reply_count': 44, 'like_count': 525, 'quote_count': 11}"
8,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1052689248648716290', 'name': 'Chad Hurley', 'description': 'Chad Hurley'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847529762566230016', 'name': 'Business and finance', 'description': 'Business'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '857878777191211008', 'name': 'Leadership', 'description': 'Leadership'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '857879456773357569', 'name': 'Technology', 'description': 'Technology'}}]",2020-12-28T06:09:36.000Z,@Chad_Hurley @btaylor @jeffiel @rabois @JTLonsdale @Jason Mayor can’t do much. DA on the other hand...,"{'mentions': [{'start': 0, 'end': 12, 'username': 'Chad_Hurley'}, {'start': 13, 'end': 21, 'username': 'btaylor'}, {'start': 22, 'end': 30, 'username': 'jeffiel'}, {'start': 31, 'end': 38, 'username': 'rabois'}, {'start': 39, 'end': 50, 'username': 'JTLonsdale'}, {'start': 51, 'end': 57, 'username': 'Jason'}]}",1343438936190889984,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 21, 'quote_count': 0}"
9,,2020-12-25T22:26:19.000Z,@FakeRabois Is this parody or reality? I can’t tell.,"{'mentions': [{'start': 0, 'end': 11, 'username': 'FakeRabois'}]}",1342597568157503488,"{'retweet_count': 0, 'reply_count': 5, 'like_count': 78, 'quote_count': 0}"
10,,2020-12-25T04:45:41.000Z,@micsolana https://t.co/3M5IoFU1bw,"{'mentions': [{'start': 0, 'end': 10, 'username': 'micsolana'}], 'urls': [{'start': 11, 'end': 34, 'url': 'https://t.co/3M5IoFU1bw', 'expanded_url': 'https://twitter.com/DavidSacks/status/1342330652314648577/photo/1', 'display_url': 'pic.twitter.com/3M5IoFU1bw'}]}",1342330652314648577,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 73, 'quote_count': 0}"
11,"[{'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '1237833500474003461', 'name': 'Remote work'}}]",2020-12-24T18:53:20.000Z,"@solonang A city is not a company, but in the era of remote work, cities are being subject to increasing competitive pressure. The successful cities will react accordingly by adopting a customer-centric model of government. Unsuccessful cities will remain captured by special interests.","{'mentions': [{'start': 0, 'end': 9, 'username': 'solonang'}]}",1342181583298592768,"{'retweet_count': 0, 'reply_count': 4, 'like_count': 23, 'quote_count': 0}"
12,,2020-12-24T07:40:09.000Z,"@shabhinav913 Churn is when a subscriber cancels — or in this case, when a resident leaves a city. Churn notes track the reasons why and look for common denominators. When you see a common denominator, you fix it.","{'mentions': [{'start': 0, 'end': 13, 'username': 'shabhinav913'}]}",1342012171266400261,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}"
13,,2020-12-24T07:28:50.000Z,8/ The good news is that the SaaS playbook is easy to implement. It’s been done thousands of times. The question is whether there’s the political will to do it. Ultimately voters are going to have to demand a new crop of politicians who have a customer success mindset. //,,1342009323682086912,"{'retweet_count': 8, 'reply_count': 33, 'like_count': 135, 'quote_count': 4}"
14,,2020-12-24T07:26:36.000Z,"7/ Bad cities/politicians will scoff at this analogy. They are too good for sales. They’ve lost sight of their customer. They’re trapped in legacy thinking. 

We’ve seen what happens when this happens to a SaaS company: it loses.",,1342008762257690624,"{'retweet_count': 8, 'reply_count': 4, 'like_count': 153, 'quote_count': 2}"
15,,2020-12-24T07:25:14.000Z,"6/ R&amp;D - successful cities will plow ARR back into features that enhance the value of the city, creating a virtuous cycle that attracts more ARR. They will listen to customers about what those features should be, not special interests (who are basically suppliers, not customers).",,1342008417821442048,"{'retweet_count': 4, 'reply_count': 4, 'like_count': 93, 'quote_count': 0}"
16,"[{'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '857879016971186177', 'name': 'Marketing', 'description': 'Marketing'}}]",2020-12-24T07:24:23.000Z,"5/ Marketing - successful cities will track their NPS score and have an active presence on social media. They will define a vision, maybe even put forth a mission statement. They will understand and enhance their niche in a competitive market for knowledge workers.",,1342008203748364288,"{'retweet_count': 2, 'reply_count': 6, 'like_count': 86, 'quote_count': 5}"
17,,2020-12-24T07:23:43.000Z,"4/ CSM - successful cities will instrument churn, try to collect churn notes from people who leave, and work to eliminate the reasons for churn before it happens. They will view CSAT as their key metric.",,1342008034516586497,"{'retweet_count': 2, 'reply_count': 3, 'like_count': 82, 'quote_count': 1}"
18,,2020-12-24T07:22:53.000Z,3/ Sales - successful cities will sell job creators on moving there. That’s why @FrancisSuarez is killing it right now. He’s selling unopposed. It’s pretty easy to win competitive deals when your rivals aren’t even bothering to counter-sell against you.,"{'mentions': [{'start': 80, 'end': 94, 'username': 'FrancisSuarez'}]}",1342007826923757568,"{'retweet_count': 8, 'reply_count': 5, 'like_count': 160, 'quote_count': 3}"
19,,2020-12-24T07:22:14.000Z,"2/ ARR - successful cities will view taxpayer revenue as an annually recurring subscription by residents who are free to cancel at any time. Accordingly they will try to delight customers, not vilify them. They will focus on delivering a product that people want.",,1342007663370989568,"{'retweet_count': 15, 'reply_count': 13, 'like_count': 226, 'quote_count': 16}"
20,"[{'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '857879016971186177', 'name': 'Marketing', 'description': 'Marketing'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '1237833500474003461', 'name': 'Remote work'}}]",2020-12-24T07:21:23.000Z,"1/ Logical implication of the war for knowledge workers: 

Well-run cities will start to resemble SaaS companies. They will have ARR, Sales, CSM, Marketing, and R&amp;D. 

Here’s what I mean... https://t.co/F7BcssPQ8m","{'urls': [{'start': 194, 'end': 217, 'url': 'https://t.co/F7BcssPQ8m', 'expanded_url': 'https://twitter.com/davidsacks/status/1263891595369349120', 'display_url': 'twitter.com/davidsacks/sta…'}]}",1342007449230876674,"{'retweet_count': 161, 'reply_count': 78, 'like_count': 837, 'quote_count': 146}"
21,,2020-12-23T22:58:28.000Z,@surgicalcaps @btaylor @jeffiel @rabois @JTLonsdale No beak left behind.,"{'mentions': [{'start': 0, 'end': 13, 'username': 'surgicalcaps'}, {'start': 14, 'end': 22, 'username': 'btaylor'}, {'start': 23, 'end': 31, 'username': 'jeffiel'}, {'start': 32, 'end': 39, 'username': 'rabois'}, {'start': 40, 'end': 51, 'username': 'JTLonsdale'}]}",1341880885449089024,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}"
22,,2020-12-23T22:21:55.000Z,The supreme irony of our dysfunctional political culture is that the same people who tried to shame the tech bros into leaving San Francisco are now trying to guilt trip them into staying.  https://t.co/444F2BbyMp,"{'annotations': [{'start': 127, 'end': 139, 'probability': 0.9807, 'type': 'Place', 'normalized_text': 'San Francisco'}], 'urls': [{'start': 190, 'end': 213, 'url': 'https://t.co/444F2BbyMp', 'expanded_url': 'https://solana.substack.com/p/extract-or-die', 'display_url': 'solana.substack.com/p/extract-or-d…'}]}",1341871684849025024,"{'retweet_count': 30, 'reply_count': 17, 'like_count': 341, 'quote_count': 6}"
23,,2020-12-23T21:50:42.000Z,"I have no plans to leave SF. So I’m grateful that folks like @btaylor and @jeffiel are committed to staying and making it better. But without people like @rabois @JTLonsdale leaving, or threatening to leave, the political class has no incentive to change. So we need both types.","{'mentions': [{'start': 61, 'end': 69, 'username': 'btaylor'}, {'start': 74, 'end': 82, 'username': 'jeffiel'}, {'start': 154, 'end': 161, 'username': 'rabois'}, {'start': 162, 'end': 173, 'username': 'JTLonsdale'}]}",1341863831664922626,"{'retweet_count': 27, 'reply_count': 42, 'like_count': 941, 'quote_count': 13}"
24,"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '852262932607926273', 'name': 'Pets', 'description': 'Pets'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '852669187348549632', 'name': 'Horses', 'description': 'Horses'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '852671937033650176', 'name': 'Horses', 'description': 'Horses'}}]",2020-12-23T08:01:51.000Z,@karanortman Unfortunately some people are riding a sleepy horse. Not the ones we want to fund!,"{'mentions': [{'start': 0, 'end': 12, 'username': 'karanortman'}]}",1341655241595314177,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}"
25,"[{'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10000614170', 'name': 'Seinfeld', 'description': 'Four single friends -- comic Jerry Seinfeld, bungling George Costanza, frustrated working gal Elaine Benes and eccentric neighbor Cosmo Kramer -- deal with the absurdities of everyday life in New York City.'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847544972781826048', 'name': 'Careers', 'description': 'Careers'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '809515381891080192', 'name': 'Jerry Seinfeld', 'description': 'Jerry Seinfeld'}}, {'domain': {'id': '56', 'name': 'Actor', 'description': 'An actor or actress in the world, like Kate Winslet or Leonardo DiCaprio'}, 'entity': {'id': '809515381891080192', 'name': 'Jerry Seinfeld', 'description': 'Jerry Seinfeld'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '852262932607926273', 'name': 'Pets', 'description': 'Pets'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '852669187348549632', 'name': 'Horses', 'description': 'Horses'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '852671937033650176', 'name': 'Horses', 'description': 'Horses'}}]",2020-12-23T07:52:12.000Z,"“Talent is a horse that you just find yourself on, and the extent that you can learn to ride it, or it throws you—that’s how I think of a career. A rider on a horse.” Some people are sitting on a stallion but don’t know how to control it.
—Jerry Seinfeld

https://t.co/VaFhgRCkGl","{'annotations': [{'start': 240, 'end': 253, 'probability': 0.9834, 'type': 'Person', 'normalized_text': 'Jerry Seinfeld'}], 'urls': [{'start': 256, 'end': 279, 'url': 'https://t.co/VaFhgRCkGl', 'expanded_url': 'https://deadline.com/2018/05/david-letterman-jerry-seinfeld-netflix-emmys-1202384631/amp/', 'display_url': 'deadline.com/2018/05/david-…'}]}",1341652813617590272,"{'retweet_count': 37, 'reply_count': 5, 'like_count': 284, 'quote_count': 2}"
26,,2020-12-23T06:42:56.000Z,"If a customer churns, you want to know why, right? https://t.co/Te4nXhCWxN","{'urls': [{'start': 51, 'end': 74, 'url': 'https://t.co/Te4nXhCWxN', 'expanded_url': 'https://twitter.com/bznotes/status/1341573321570148355', 'display_url': 'twitter.com/bznotes/status…'}]}",1341635384946487296,"{'retweet_count': 13, 'reply_count': 29, 'like_count': 358, 'quote_count': 3}"
27,,2020-12-22T04:17:29.000Z,"RT @dwallacewells: These estimates are from Israel, but striking: vaccinate the 0.5% of people over 90, and total fatality risk drops 19%.…","{'mentions': [{'start': 3, 'end': 17, 'username': 'dwallacewells'}], 'annotations': [{'start': 44, 'end': 49, 'probability': 0.9825, 'type': 'Place', 'normalized_text': 'Israel'}]}",1341236390399393794,"{'retweet_count': 3015, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
28,,2020-12-22T04:13:20.000Z,@murr @fold_app I want one.,"{'mentions': [{'start': 0, 'end': 5, 'username': 'murr'}, {'start': 6, 'end': 15, 'username': 'fold_app'}]}",1341235348634923010,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 11, 'quote_count': 0}"
29,,2020-12-21T23:51:23.000Z,"@ajsharp @patio11 @tylertringas @Patticus I wrote about that very topic last year:

https://t.co/kqUlw6eZP9","{'mentions': [{'start': 0, 'end': 8, 'username': 'ajsharp'}, {'start': 9, 'end': 17, 'username': 'patio11'}, {'start': 18, 'end': 31, 'username': 'tylertringas'}, {'start': 32, 'end': 41, 'username': 'Patticus'}], 'urls': [{'start': 84, 'end': 107, 'url': 'https://t.co/kqUlw6eZP9', 'expanded_url': 'https://sacks.substack.com/p/enterprises-vs-smbs-whos-the-better-customer-for-b2b-saas-startups-9a0d4efe69e9', 'display_url': 'sacks.substack.com/p/enterprises-…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1341169424959565824/Dnu-fxz3?format=png&name=orig', 'width': 800, 'height': 491}, {'url': 'https://pbs.twimg.com/news_img/1341169424959565824/Dnu-fxz3?format=png&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Enterprises vs SMBs', 'description': 'Who’s the Better Customer for B2B SaaS Startups?', 'unwound_url': 'https://sacks.substack.com/p/enterprises-vs-smbs-whos-the-better-customer-for-b2b-saas-startups-9a0d4efe69e9'}]}",1341169424057831424,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 16, 'quote_count': 1}"
30,,2020-12-21T06:03:15.000Z,@calleymeans @chesaboudin @michelletandler I agree. What is the max I can donate? I’m in.,"{'mentions': [{'start': 0, 'end': 12, 'username': 'calleymeans'}, {'start': 13, 'end': 25, 'username': 'chesaboudin'}, {'start': 26, 'end': 42, 'username': 'michelletandler'}]}",1340900623101829120,"{'retweet_count': 2, 'reply_count': 4, 'like_count': 22, 'quote_count': 0}"
31,,2020-12-21T06:01:32.000Z,"Thanks! Glad that post is holding up as it’s from 2019. If you missed it, you can see it here:

https://t.co/kZTglzrZkU https://t.co/Sx4qALouAT","{'urls': [{'start': 96, 'end': 119, 'url': 'https://t.co/kZTglzrZkU', 'expanded_url': 'https://sacks.substack.com/p/the-one-who-defines-the-category-wins-the-category-245fee85bfbb', 'display_url': 'sacks.substack.com/p/the-one-who-…'}, {'start': 120, 'end': 143, 'url': 'https://t.co/Sx4qALouAT', 'expanded_url': 'https://twitter.com/RitulVMishra/status/1340898337562611717', 'display_url': 'twitter.com/RitulVMishra/s…'}]}",1340900188727099392,"{'retweet_count': 2, 'reply_count': 6, 'like_count': 53, 'quote_count': 0}"
32,,2020-12-21T05:55:01.000Z,"@recallchesa please let me know how I can help. 

https://t.co/mXqyZpVNrQ","{'mentions': [{'start': 0, 'end': 12, 'username': 'recallchesa'}], 'urls': [{'start': 50, 'end': 73, 'url': 'https://t.co/mXqyZpVNrQ', 'expanded_url': 'http://recallchesa.org/', 'display_url': 'recallchesa.org'}]}",1340898547294605313,"{'retweet_count': 5, 'reply_count': 3, 'like_count': 115, 'quote_count': 0}"
33,"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847528391163092993', 'name': 'Automotive', 'description': 'Car culture'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '847528885138870272', 'name': 'Motorcycles', 'description': 'Motorcycles'}}]",2020-12-21T05:53:15.000Z,Catching the criminals is supposed to be the hard part. Locking them up is the easy part. Get it together @chesaboudin or get out of the way. https://t.co/1qRq9NGqcp,"{'mentions': [{'start': 106, 'end': 118, 'username': 'chesaboudin'}], 'urls': [{'start': 142, 'end': 165, 'url': 'https://t.co/1qRq9NGqcp', 'expanded_url': 'https://twitter.com/SFPDTenderloin/status/1340877753743118338', 'display_url': 'twitter.com/SFPDTenderloin…'}]}",1340898105009401858,"{'retweet_count': 19, 'reply_count': 9, 'like_count': 335, 'quote_count': 5}"
34,,2020-12-21T00:45:10.000Z,"The great irony of @theallinpod is that, no matter how high the ratings get, we don’t let @jason wet his beak on advertising or merch. He loves to see the ratings go up, but it’s killing him! https://t.co/yPBmHybfNj","{'mentions': [{'start': 19, 'end': 31, 'username': 'theallinpod'}, {'start': 90, 'end': 96, 'username': 'Jason'}], 'urls': [{'start': 192, 'end': 215, 'url': 'https://t.co/yPBmHybfNj', 'expanded_url': 'https://twitter.com/Jason/status/1340798931983163392', 'display_url': 'twitter.com/Jason/status/1…'}]}",1340820574487027713,"{'retweet_count': 3, 'reply_count': 26, 'like_count': 518, 'quote_count': 1}"
35,"[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10045225402', 'name': 'Twitter'}}]",2020-12-20T22:57:39.000Z,"@niren23 @Jason Good point. I hate talking politics on Twitter anyway. From now on, the pod has an exclusive.","{'mentions': [{'start': 0, 'end': 8, 'username': 'niren23'}, {'start': 9, 'end': 15, 'username': 'Jason'}], 'annotations': [{'start': 55, 'end': 61, 'probability': 0.6358, 'type': 'Product', 'normalized_text': 'Twitter'}]}",1340793517392551937,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}"
36,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}]",2020-12-20T22:53:23.000Z,"@niren23 @Jason Her much vaunted negotiating skills have taken a hit. She could easily have gotten $2B before the election. But it was never about helping people, it was about hurting Trump. That’s just descriptively true whether you are pro- or anti-Trump.","{'mentions': [{'start': 0, 'end': 8, 'username': 'niren23'}, {'start': 9, 'end': 15, 'username': 'Jason'}], 'annotations': [{'start': 184, 'end': 188, 'probability': 0.9991, 'type': 'Person', 'normalized_text': 'Trump'}, {'start': 251, 'end': 255, 'probability': 0.9914, 'type': 'Person', 'normalized_text': 'Trump'}]}",1340792441373224962,"{'retweet_count': 1, 'reply_count': 7, 'like_count': 19, 'quote_count': 1}"
37,,2020-12-20T22:38:37.000Z,@Jason 2020 has turned @Jason into a blubbering mess. But thank you to the #allinarmy for the love. All of you beakwetters have made the @theallinpod really fun for us to do.,"{'mentions': [{'start': 0, 'end': 6, 'username': 'Jason'}, {'start': 23, 'end': 29, 'username': 'Jason'}, {'start': 137, 'end': 149, 'username': 'theallinpod'}], 'hashtags': [{'start': 75, 'end': 85, 'tag': 'allinarmy'}]}",1340788726465658881,"{'retweet_count': 0, 'reply_count': 8, 'like_count': 120, 'quote_count': 2}"
38,"[{'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '1046567715022856192', 'name': 'Venture capital', 'description': 'Venture Capital'}}]",2020-12-20T03:08:21.000Z,"RT @semil: Probably my favorite tech/VC media offering in 2020, the @theallinpod is a gift. Season finale is a 2x-er, had to listen to it t…","{'mentions': [{'start': 3, 'end': 9, 'username': 'semil'}, {'start': 68, 'end': 80, 'username': 'theallinpod'}]}",1340494217571758083,"{'retweet_count': 5, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
